"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"45th week, 2013",,,,,,"Data collected as of November 13, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,528,0.11,3637,,1023,0.33,3480,1.11,12940,4.11,2647,0.84,2495,0.79,157,0.05,1534,0.49,26,0.01,307,0.1,670,0.21,8,0.01,292,0.43,15,0.03,21,0.04,164,0.35,14,0.03,9,0.02
Hokkaido,37,0.16,201,,69,0.48,256,1.79,399,2.79,200,1.4,178,1.24,7,0.05,40,0.28,3,0.02,21,0.15,19,0.13,-,-,8,0.28,-,-,-,-,6,0.26,-,-,-,-
Aomori,1,0.02,28,,15,0.37,22,0.54,52,1.27,59,1.44,7,0.17,1,0.02,12,0.29,-,-,2,0.05,17,0.41,-,-,3,0.27,-,-,-,-,3,0.5,-,-,-,-
Iwate,20,0.32,97,,1,0.03,50,1.25,64,1.6,84,2.1,36,0.9,2,0.05,16,0.4,-,-,3,0.08,9,0.23,-,-,4,0.29,-,-,1,0.05,24,1.26,-,-,-,-
Miyagi,8,0.09,45,,4,0.07,70,1.21,143,2.47,39,0.67,95,1.64,28,0.48,37,0.64,-,-,2,0.03,34,0.59,-,-,2,0.17,-,-,1,0.08,17,1.42,-,-,-,-
Akita,16,0.29,29,,-,-,36,1.03,57,1.63,30,0.86,17,0.49,-,-,8,0.23,-,-,2,0.06,4,0.11,-,-,2,0.29,-,-,-,-,4,0.5,-,-,-,-
Yamagata,-,-,72,,12,0.4,105,3.5,75,2.5,19,0.63,24,0.8,1,0.03,18,0.6,-,-,4,0.13,1,0.03,-,-,-,-,1,0.1,-,-,9,0.9,-,-,-,-
Fukushima,3,0.04,69,,6,0.13,28,0.62,107,2.38,35,0.78,50,1.11,1,0.02,25,0.56,-,-,9,0.2,44,0.98,-,-,8,0.67,-,-,-,-,9,1.29,1,0.14,-,-
Ibaraki,7,0.06,28,,13,0.17,68,0.91,257,3.43,43,0.57,26,0.35,2,0.03,22,0.29,-,-,2,0.03,3,0.04,-,-,7,0.41,-,-,1,0.08,2,0.15,-,-,-,-
Tochigi,5,0.07,77,,1,0.02,26,0.54,82,1.71,20,0.42,12,0.25,-,-,23,0.48,-,-,3,0.06,6,0.13,-,-,3,0.25,-,-,-,-,4,0.57,3,0.43,-,-
Gunma,-,-,117,,8,0.13,90,1.5,266,4.43,53,0.88,31,0.52,-,-,27,0.45,-,-,3,0.05,11,0.18,-,-,9,0.69,-,-,1,0.13,3,0.38,-,-,-,-
Saitama,3,0.01,198,,56,0.36,246,1.57,778,4.96,127,0.81,106,0.68,3,0.02,98,0.62,-,-,16,0.1,43,0.27,1,0.03,18,0.45,-,-,-,-,5,0.5,-,-,1,0.1
Chiba,28,0.13,98,,18,0.14,193,1.45,421,3.17,80,0.6,89,0.67,4,0.03,49,0.37,6,0.05,6,0.05,40,0.3,-,-,19,0.58,-,-,3,0.38,-,-,-,-,-,-
Tokyo,53,0.13,236,,74,0.29,303,1.17,1169,4.53,171,0.66,125,0.48,27,0.1,122,0.47,1,0,33,0.13,40,0.16,-,-,15,0.41,1,0.04,1,0.04,5,0.2,-,-,1,0.04
Kanagawa,33,0.11,123,,37,0.18,128,0.63,782,3.85,177,0.87,102,0.5,21,0.1,117,0.58,1,0,7,0.03,43,0.21,2,0.05,29,0.67,-,-,-,-,4,0.36,-,-,-,-
Niigata,6,0.06,80,,26,0.43,106,1.74,123,2.02,121,1.98,52,0.85,24,0.39,34,0.56,-,-,6,0.1,4,0.07,-,-,1,0.1,-,-,1,0.08,3,0.23,2,0.15,1,0.08
Toyama,1,0.02,18,,12,0.41,44,1.52,159,5.48,40,1.38,38,1.31,4,0.14,7,0.24,-,-,8,0.28,5,0.17,-,-,1,0.14,-,-,-,-,4,0.8,-,-,-,-
Ishikawa,-,-,32,,13,0.45,27,0.93,140,4.83,27,0.93,17,0.59,5,0.17,14,0.48,-,-,1,0.03,1,0.03,-,-,2,0.29,-,-,-,-,3,0.6,-,-,1,0.2
Fukui,4,0.13,12,,9,0.41,28,1.27,112,5.09,35,1.59,36,1.64,-,-,6,0.27,1,0.05,4,0.18,34,1.55,-,-,-,-,1,0.17,2,0.33,1,0.17,-,-,-,-
Yamanashi,-,-,16,,3,0.13,20,0.83,83,3.46,4,0.17,9,0.38,-,-,8,0.33,-,-,2,0.08,1,0.04,-,-,-,-,-,-,-,-,-,-,1,0.1,-,-
Nagano,6,0.07,39,,4,0.07,61,1.13,174,3.22,32,0.59,41,0.76,2,0.04,26,0.48,-,-,15,0.28,3,0.06,1,0.09,4,0.36,-,-,-,-,4,0.36,-,-,-,-
Gifu,54,0.62,40,,9,0.17,22,0.42,119,2.25,30,0.57,47,0.89,2,0.04,15,0.28,-,-,4,0.08,10,0.19,-,-,-,-,-,-,-,-,2,0.4,-,-,-,-
Shizuoka,24,0.17,118,,17,0.19,94,1.06,307,3.45,44,0.49,50,0.56,1,0.01,52,0.58,-,-,4,0.04,13,0.15,-,-,7,0.32,-,-,1,0.1,5,0.5,2,0.2,-,-
Aichi,9,0.05,187,,32,0.18,113,0.62,655,3.62,95,0.52,107,0.59,2,0.01,78,0.43,2,0.01,11,0.06,39,0.22,-,-,11,0.32,1,0.08,-,-,7,0.54,1,0.08,1,0.08
Mie,3,0.04,48,,16,0.36,26,0.58,188,4.18,40,0.89,57,1.27,-,-,24,0.53,-,-,9,0.2,1,0.02,-,-,3,0.25,-,-,-,-,2,0.22,-,-,-,-
Shiga,4,0.08,40,,4,0.13,13,0.41,68,2.13,23,0.72,24,0.75,2,0.06,8,0.25,-,-,6,0.19,5,0.16,-,-,6,0.75,1,0.14,2,0.29,2,0.29,-,-,-,-
Kyoto,10,0.08,57,,14,0.19,49,0.65,183,2.44,46,0.61,56,0.75,1,0.01,14,0.19,-,-,3,0.04,2,0.03,-,-,10,0.56,-,-,-,-,2,0.29,-,-,-,-
Osaka,22,0.07,309,,79,0.4,290,1.46,840,4.22,177,0.89,77,0.39,3,0.02,97,0.49,2,0.01,14,0.07,19,0.1,-,-,17,0.33,3,0.18,-,-,2,0.12,1,0.06,2,0.12
Hyogo,11,0.06,148,,28,0.22,79,0.61,671,5.2,120,0.93,66,0.51,3,0.02,58,0.45,-,-,15,0.12,14,0.11,-,-,14,0.4,1,0.09,-,-,1,0.09,-,-,-,-
Nara,-,-,36,,2,0.06,9,0.26,121,3.56,16,0.47,8,0.24,-,-,14,0.41,-,-,2,0.06,6,0.18,-,-,1,0.11,-,-,1,0.17,1,0.17,-,-,-,-
Wakayama,6,0.12,54,,13,0.42,10,0.32,39,1.26,17,0.55,7,0.23,-,-,9,0.29,-,-,-,-,2,0.06,2,0.5,1,0.25,-,-,-,-,4,0.36,-,-,-,-
Tottori,4,0.14,55,,9,0.47,43,2.26,42,2.21,16,0.84,39,2.05,-,-,13,0.68,-,-,1,0.05,-,-,-,-,1,0.33,1,0.2,2,0.4,-,-,-,-,-,-
Shimane,-,-,40,,24,1.04,11,0.48,172,7.48,24,1.04,17,0.74,-,-,9,0.39,1,0.04,3,0.13,-,-,-,-,1,0.33,-,-,-,-,1,0.13,-,-,-,-
Okayama,5,0.06,49,,7,0.13,22,0.41,310,5.74,23,0.43,14,0.26,1,0.02,27,0.5,-,-,2,0.04,8,0.15,-,-,2,0.17,-,-,-,-,1,0.2,-,-,-,-
Hiroshima,5,0.04,84,,59,0.83,57,0.8,309,4.35,60,0.85,29,0.41,1,0.01,43,0.61,-,-,1,0.01,21,0.3,-,-,6,0.32,2,0.1,2,0.1,4,0.19,-,-,-,-
Yamaguchi,2,0.03,80,,19,0.4,105,2.23,249,5.3,36,0.77,21,0.45,2,0.04,30,0.64,2,0.04,8,0.17,4,0.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tokushima,-,-,97,,3,0.13,16,0.7,82,3.57,9,0.39,36,1.57,-,-,22,0.96,-,-,8,0.35,2,0.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kagawa,1,0.02,85,,7,0.23,11,0.37,103,3.43,22,0.73,6,0.2,-,-,16,0.53,1,0.03,3,0.1,2,0.07,-,-,1,0.33,-,-,-,-,4,0.8,-,-,-,-
