"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"24th week, 2014",,,,,,"Data collected as of June 18, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,645,0.13,221,,2574,0.82,8048,2.55,18323,5.8,4036,1.28,1512,0.48,871,0.28,2066,0.65,61,0.02,2689,0.85,993,0.31,3,0,467,0.68,5,0.01,22,0.05,135,0.29,3,0.01,95,0.2
Hokkaido,5,0.02,23,,162,1.13,398,2.78,677,4.73,199,1.39,29,0.2,2,0.01,55,0.38,1,0.01,4,0.03,21,0.15,-,-,10,0.36,-,-,2,0.09,6,0.26,-,-,8,0.35
Aomori,-,-,-,,11,0.26,48,1.14,172,4.1,64,1.52,4,0.1,14,0.33,20,0.48,-,-,4,0.1,12,0.29,-,-,11,1,-,-,8,1.33,7,1.17,-,-,13,2.17
Iwate,10,0.16,2,,23,0.58,92,2.3,196,4.9,44,1.1,4,0.1,16,0.4,15,0.38,-,-,2,0.05,13,0.33,-,-,5,0.36,-,-,-,-,12,0.63,-,-,-,-
Miyagi,7,0.08,5,,15,0.26,162,2.79,318,5.48,45,0.78,7,0.12,94,1.62,34,0.59,-,-,1,0.02,13,0.22,-,-,3,0.25,-,-,-,-,10,0.83,-,-,1,0.08
Akita,5,0.09,-,,13,0.37,33,0.94,130,3.71,38,1.09,8,0.23,-,-,7,0.2,-,-,4,0.11,6,0.17,-,-,1,0.14,-,-,-,-,2,0.25,-,-,3,0.38
Yamagata,21,0.44,1,,14,0.47,105,3.5,165,5.5,37,1.23,-,-,16,0.53,23,0.77,-,-,3,0.1,14,0.47,-,-,-,-,-,-,-,-,2,0.2,-,-,1,0.1
Fukushima,3,0.04,9,,17,0.38,105,2.33,204,4.53,60,1.33,6,0.13,20,0.44,30,0.67,-,-,1,0.02,60,1.33,-,-,11,0.92,-,-,-,-,15,2.14,-,-,4,0.57
Ibaraki,-,-,7,,38,0.51,201,2.68,327,4.36,60,0.8,12,0.16,23,0.31,38,0.51,-,-,12,0.16,9,0.12,-,-,15,0.88,-,-,-,-,-,-,-,-,1,0.08
