"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13th week, 2015",,,,,,"Data collected as of April 1, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,12954,2.63,912,,1005,0.32,8459,2.69,20765,6.6,1662,0.53,1568,0.5,1384,0.44,1515,0.48,39,0.01,130,0.04,1154,0.37,7,0.01,310,0.45,8,0.02,16,0.03,119,0.25,7,0.01,232,0.49
Hokkaido,935,4.12,63,,66,0.46,583,4.08,584,4.08,86,0.6,70,0.49,64,0.45,42,0.29,2,0.01,5,0.03,70,0.49,-,-,11,0.39,-,-,-,-,4,0.17,-,-,25,1.09
Aomori,140,2.15,6,,22,0.52,81,1.93,184,4.38,11,0.26,12,0.29,22,0.52,26,0.62,-,-,1,0.02,1,0.02,-,-,1,0.09,-,-,1,0.17,2,0.33,-,-,9,1.5
Iwate,150,2.31,3,,9,0.23,100,2.5,213,5.33,34,0.85,-,-,14,0.35,11,0.28,-,-,-,-,-,-,-,-,5,0.36,-,-,-,-,2,0.11,-,-,5,0.26
Miyagi,271,2.91,3,,20,0.34,123,2.12,332,5.72,31,0.53,27,0.47,40,0.69,33,0.57,-,-,-,-,14,0.24,-,-,5,0.42,-,-,-,-,7,0.58,-,-,11,0.92
Akita,181,3.35,-,,10,0.29,42,1.2,53,1.51,14,0.4,3,0.09,7,0.2,4,0.11,-,-,-,-,17,0.49,-,-,-,-,-,-,-,-,3,0.38,-,-,-,-
Yamagata,220,4.58,3,,19,0.63,146,4.87,252,8.4,20,0.67,35,1.17,7,0.23,12,0.4,-,-,3,0.1,31,1.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fukushima,247,3.25,15,,13,0.29,73,1.62,227,5.04,15,0.33,50,1.11,19,0.42,20,0.44,1,0.02,-,-,24,0.53,-,-,4,0.33,-,-,-,-,7,1,-,-,6,0.86
Ibaraki,163,1.36,7,,20,0.27,182,2.43,412,5.49,20,0.27,15,0.2,27,0.36,17,0.23,-,-,5,0.07,11,0.15,-,-,8,0.47,-,-,-,-,1,0.08,-,-,5,0.38
Tochigi,149,1.96,7,,6,0.13,93,1.94,158,3.29,18,0.38,8,0.17,15,0.31,33,0.69,-,-,-,-,9,0.19,-,-,5,0.42,-,-,-,-,2,0.29,-,-,2,0.29
Gunma,258,2.63,8,,21,0.35,219,3.65,353,5.88,15,0.25,37,0.62,28,0.47,35,0.58,-,-,5,0.08,27,0.45,-,-,19,1.36,2,0.25,-,-,7,0.88,-,-,19,2.38
Saitama,403,1.64,26,,49,0.32,456,2.94,1262,8.14,93,0.6,21,0.14,143,0.92,81,0.52,2,0.01,3,0.02,118,0.76,-,-,18,0.43,-,-,-,-,8,0.8,1,0.1,7,0.7
Chiba,812,3.83,26,,64,0.48,405,3.05,675,5.08,56,0.42,10,0.08,84,0.63,55,0.41,-,-,3,0.02,52,0.39,-,-,22,0.65,-,-,2,0.22,1,0.11,-,-,8,0.89
Tokyo,636,1.53,44,,56,0.21,756,2.89,1887,7.2,187,0.71,26,0.1,238,0.91,162,0.62,4,0.02,7,0.03,57,0.22,-,-,19,0.49,-,-,-,-,1,0.04,1,0.04,6,0.24
Kanagawa,501,1.53,25,,26,0.13,525,2.57,1378,6.75,178,0.87,14,0.07,157,0.77,127,0.62,-,-,6,0.03,41,0.2,1,0.02,25,0.54,-,-,1,0.1,2,0.2,-,-,2,0.2
Niigata,442,4.6,10,,57,0.93,258,4.23,346,5.67,18,0.3,21,0.34,51,0.84,25,0.41,3,0.05,1,0.02,7,0.11,-,-,7,0.7,-,-,-,-,4,0.31,-,-,3,0.23
Toyama,198,4.13,3,,16,0.55,108,3.72,197,6.79,26,0.9,27,0.93,2,0.07,10,0.34,-,-,2,0.07,8,0.28,-,-,1,0.14,-,-,-,-,9,1.8,-,-,5,1
Ishikawa,205,4.27,9,,11,0.38,178,6.14,339,11.69,15,0.52,2,0.07,29,1,9,0.31,-,-,-,-,26,0.9,-,-,1,0.14,-,-,-,-,7,1.4,-,-,10,2
Fukui,113,3.53,5,,16,0.73,115,5.23,243,11.05,12,0.55,24,1.09,1,0.05,6,0.27,1,0.05,-,-,17,0.77,-,-,1,0.33,1,0.17,-,-,1,0.17,-,-,5,0.83
Yamanashi,179,4.48,-,,3,0.13,43,1.79,149,6.21,14,0.58,-,-,2,0.08,4,0.17,-,-,-,-,1,0.04,-,-,5,0.56,-,-,-,-,-,-,-,-,5,0.5
Nagano,283,3.29,8,,6,0.11,84,1.58,321,6.06,12,0.23,-,-,12,0.23,29,0.55,1,0.02,-,-,7,0.13,-,-,4,0.36,-,-,1,0.09,4,0.36,-,-,5,0.45
Gifu,173,1.99,5,,10,0.19,51,0.96,197,3.72,23,0.43,9,0.17,9,0.17,17,0.32,-,-,6,0.11,3,0.06,-,-,6,0.55,-,-,-,-,-,-,-,-,3,0.6
Shizuoka,272,1.96,22,,23,0.26,238,2.67,509,5.72,32,0.36,10,0.11,42,0.47,30,0.34,-,-,11,0.12,9,0.1,2,0.09,4,0.18,-,-,-,-,3,0.3,3,0.3,7,0.7
Aichi,425,2.18,33,,64,0.35,361,1.99,878,4.85,56,0.31,32,0.18,24,0.13,62,0.34,4,0.02,14,0.08,32,0.18,-,-,12,0.35,-,-,-,-,2,0.14,-,-,7,0.5
Mie,197,2.74,1,,33,0.73,131,2.91,251,5.58,17,0.38,23,0.51,27,0.6,23,0.51,-,-,-,-,2,0.04,-,-,-,-,1,0.11,-,-,1,0.11,-,-,3,0.33
Shiga,96,1.81,4,,6,0.19,56,1.75,203,6.34,20,0.63,19,0.59,15,0.47,12,0.38,-,-,2,0.06,13,0.41,-,-,2,0.25,-,-,-,-,-,-,-,-,1,0.14
Kyoto,246,1.98,4,,11,0.15,110,1.47,385,5.13,23,0.31,29,0.39,21,0.28,25,0.33,-,-,-,-,12,0.16,-,-,2,0.11,-,-,-,-,-,-,-,-,6,0.86
Osaka,611,1.99,85,,55,0.28,518,2.6,1250,6.28,131,0.66,235,1.18,61,0.31,112,0.56,4,0.02,5,0.03,34,0.17,2,0.04,8,0.15,-,-,1,0.06,10,0.59,1,0.06,12,0.71
Hyogo,580,2.93,22,,42,0.33,243,1.9,1091,8.52,72,0.56,118,0.92,27,0.21,48,0.38,5,0.04,2,0.02,39,0.3,1,0.03,22,0.63,-,-,1,0.09,3,0.27,-,-,2,0.18
Nara,121,2.24,4,,6,0.18,74,2.18,196,5.76,10,0.29,27,0.79,2,0.06,11,0.32,-,-,1,0.03,1,0.03,-,-,1,0.11,-,-,-,-,-,-,-,-,6,1
Wakayama,117,2.34,21,,5,0.16,38,1.23,103,3.32,8,0.26,30,0.97,4,0.13,13,0.42,-,-,-,-,-,-,-,-,2,0.5,-,-,-,-,1,0.09,-,-,-,-
Tottori,116,4,-,,5,0.26,155,8.16,100,5.26,-,-,14,0.74,2,0.11,7,0.37,2,0.11,3,0.16,5,0.26,-,-,1,0.33,-,-,-,-,-,-,-,-,5,1
Shimane,163,4.29,5,,10,0.43,95,4.13,116,5.04,2,0.09,84,3.65,2,0.09,20,0.87,-,-,2,0.09,13,0.57,-,-,1,0.33,1,0.13,-,-,-,-,-,-,6,0.75
Okayama,476,5.67,8,,13,0.24,97,1.8,351,6.5,22,0.41,16,0.3,4,0.07,12,0.22,-,-,1,0.02,25,0.46,-,-,1,0.08,-,-,-,-,-,-,-,-,1,0.2
Hiroshima,281,2.46,17,,28,0.39,198,2.79,498,7.01,20,0.28,21,0.3,2,0.03,25,0.35,3,0.04,-,-,47,0.66,-,-,7,0.37,-,-,-,-,1,0.05,1,0.05,-,-
Yamaguchi,229,3.32,32,,11,0.23,202,4.21,412,8.58,29,0.6,6,0.13,5,0.1,38,0.79,-,-,-,-,1,0.02,-,-,3,0.33,-,-,-,-,3,0.33,-,-,1,0.11
Tokushima,100,2.63,9,,10,0.43,32,1.39,143,6.22,11,0.48,14,0.61,2,0.09,12,0.52,1,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,0.43
Kagawa,73,1.55,6,,11,0.39,51,1.82,185,6.61,1,0.04,36,1.29,9,0.32,18,0.64,-,-,-,-,1,0.04,-,-,1,0.2,-,-,-,-,5,1,-,-,3,0.6
Ehime,202,3.31,29,,2,0.05,109,2.95,283,7.65,9,0.24,5,0.14,2,0.05,21,0.57,-,-,3,0.08,22,0.59,-,-,11,1.38,-,-,-,-,-,-,-,-,-,-
Kochi,293,6.1,7,,2,0.07,65,2.17,152,5.07,10,0.33,26,0.87,3,0.1,8,0.27,-,-,1,0.03,20,0.67,-,-,-,-,1,0.13,2,0.25,2,0.25,-,-,3,0.38
Fukuoka,396,2,89,,41,0.34,425,3.54,1343,11.19,93,0.78,114,0.95,80,0.67,88,0.73,1,0.01,12,0.1,71,0.59,-,-,14,0.54,-,-,1,0.07,2,0.14,-,-,4,0.29
Saga,62,1.59,13,,5,0.22,50,2.17,198,8.61,13,0.57,50,2.17,7,0.3,16,0.7,-,-,1,0.04,57,2.48,-,-,-,-,-,-,-,-,2,0.33,-,-,6,1
Nagasaki,180,2.57,41,,5,0.11,116,2.64,246,5.59,19,0.43,51,1.16,13,0.3,20,0.45,-,-,1,0.02,20,0.45,1,0.13,1,0.13,-,-,-,-,7,0.58,-,-,2,0.17
Kumamoto,103,1.29,19,,15,0.3,51,1.02,516,10.32,44,0.88,69,1.38,3,0.06,40,0.8,-,-,11,0.22,27,0.54,-,-,16,1.78,2,0.13,1,0.07,-,-,-,-,5,0.33
Oita,210,3.62,19,,11,0.31,83,2.31,628,17.44,33,0.92,37,1.03,25,0.69,30,0.83,2,0.06,5,0.14,23,0.64,-,-,8,1.6,-,-,-,-,-,-,-,-,3,0.27
Miyazaki,202,3.42,60,,39,1.08,58,1.61,341,9.47,22,0.61,22,0.61,1,0.03,31,0.86,1,0.03,5,0.14,4,0.11,-,-,13,2.17,-,-,1,0.14,-,-,-,-,2,0.29
Kagoshima,240,2.58,45,,24,0.44,214,3.89,514,9.35,29,0.53,29,0.53,25,0.45,25,0.45,-,-,1,0.02,7,0.13,-,-,5,0.71,-,-,-,-,-,-,-,-,-,-
Okinawa,304,5.24,41,,8,0.24,68,2,111,3.26,38,1.12,40,1.18,5,0.15,10,0.29,2,0.06,2,0.06,128,3.76,-,-,8,0.8,-,-,4,0.57,5,0.71,-,-,3,0.43
