"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17th week, 2015",,,,,,"Data collected as of April 30, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,9952,2.02,704,,1509,0.48,10033,3.18,22698,7.19,1449,0.46,3347,1.06,2458,0.78,1961,0.62,48,0.02,329,0.1,1073,0.34,10,0.01,340,0.49,10,0.02,12,0.03,132,0.28,10,0.02,251,0.53
Hokkaido,406,1.79,43,,101,0.71,646,4.52,723,5.06,68,0.48,47,0.33,98,0.69,45,0.31,1,0.01,3,0.02,67,0.47,-,-,6,0.21,-,-,-,-,2,0.09,-,-,35,1.52
Aomori,77,1.18,12,,14,0.33,101,2.4,174,4.14,19,0.45,30,0.71,40,0.95,29,0.69,-,-,1,0.02,2,0.05,-,-,4,0.36,-,-,-,-,1,0.17,-,-,6,1
Iwate,264,4.06,5,,8,0.2,114,2.85,190,4.75,22,0.55,2,0.05,23,0.58,21,0.53,1,0.03,-,-,2,0.05,-,-,3,0.21,-,-,-,-,6,0.32,-,-,2,0.11
Miyagi,160,1.68,3,,14,0.24,156,2.64,396,6.71,32,0.54,18,0.31,63,1.07,39,0.66,-,-,-,-,7,0.12,2,0.17,5,0.42,-,-,-,-,2,0.17,-,-,2,0.17
Akita,145,2.74,5,,17,0.5,87,2.56,127,3.74,11,0.32,2,0.06,3,0.09,13,0.38,-,-,1,0.03,7,0.21,-,-,3,0.43,-,-,-,-,7,0.88,-,-,2,0.25
Yamagata,271,5.65,1,,34,1.13,197,6.57,333,11.1,15,0.5,46,1.53,20,0.67,24,0.8,-,-,1,0.03,21,0.7,-,-,-,-,1,0.1,-,-,4,0.4,2,0.2,5,0.5
Fukushima,271,3.52,24,,27,0.59,148,3.22,272,5.91,17,0.37,35,0.76,77,1.67,49,1.07,-,-,2,0.04,23,0.5,-,-,13,1.08,-,-,-,-,6,0.86,-,-,5,0.71
Ibaraki,135,1.13,1,,32,0.43,297,3.96,473,6.31,35,0.47,15,0.2,54,0.72,35,0.47,-,-,-,-,24,0.32,-,-,18,1.06,-,-,-,-,2,0.15,-,-,2,0.15
Tochigi,87,1.14,4,,13,0.27,135,2.81,97,2.02,24,0.5,28,0.58,45,0.94,30,0.63,2,0.04,-,-,11,0.23,1,0.08,7,0.58,1,0.14,-,-,2,0.29,-,-,1,0.14
Gunma,187,1.91,1,,18,0.3,264,4.4,468,7.8,23,0.38,48,0.8,56,0.93,34,0.57,-,-,6,0.1,19,0.32,-,-,31,2.21,-,-,1,0.13,2,0.25,-,-,18,2.25
