"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47th week, 2016",,,,,,"Data collected as of November 30, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,8843,1.79,3222,,1180,0.37,6596,2.09,40607,12.85,1883,0.6,2212,0.7,403,0.13,1342,0.42,39,0.01,412,0.13,3110,0.98,5,0.01,489,0.71,8,0.02,28,0.06,463,0.98,15,0.03,8,0.02
Hokkaido,869,3.85,202,,65,0.46,655,4.61,446,3.14,179,1.26,59,0.42,11,0.08,40,0.28,-,-,19,0.13,134,0.94,-,-,10,0.34,-,-,-,-,28,1.22,1,0.04,-,-
Aomori,16,0.25,29,,9,0.21,51,1.21,230,5.48,12,0.29,19,0.45,5,0.12,27,0.64,-,-,4,0.1,15,0.36,-,-,3,0.27,-,-,-,-,9,1.5,-,-,-,-
Iwate,274,4.22,43,,37,0.93,111,2.78,286,7.15,19,0.48,6,0.15,1,0.03,10,0.25,-,-,1,0.03,31,0.78,-,-,11,0.79,-,-,1,0.05,10,0.53,-,-,-,-
Miyagi,204,2.15,39,,4,0.07,173,2.93,1932,32.75,53,0.9,34,0.58,2,0.03,33,0.56,-,-,3,0.05,8,0.14,-,-,3,0.25,-,-,-,-,8,0.67,-,-,-,-
Akita,68,1.26,39,,19,0.54,46,1.31,128,3.66,13,0.37,5,0.14,-,-,7,0.2,-,-,1,0.03,11,0.31,-,-,-,-,-,-,-,-,16,2,-,-,-,-
Yamagata,33,0.69,38,,11,0.37,210,7,706,23.53,23,0.77,6,0.2,-,-,16,0.53,-,-,17,0.57,50,1.67,-,-,1,0.13,1,0.1,-,-,8,0.8,-,-,-,-
Fukushima,226,2.94,115,,10,0.22,122,2.65,375,8.15,36,0.78,12,0.26,19,0.41,36,0.78,-,-,5,0.11,12,0.26,-,-,2,0.17,-,-,-,-,13,1.86,-,-,-,-
Ibaraki,153,1.28,30,,11,0.15,167,2.23,787,10.49,36,0.48,45,0.6,12,0.16,15,0.2,-,-,3,0.04,18,0.24,-,-,4,0.24,-,-,-,-,6,0.46,-,-,-,-
