"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"37th week, 2014",,,,,,"Data collected as of September 17, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,258,0.05,2982,,1331,0.43,3415,1.09,10324,3.3,1570,0.5,3487,1.11,459,0.15,1914,0.61,46,0.01,5288,1.69,959,0.31,10,0.01,429,0.63,6,0.01,28,0.06,143,0.3,5,0.01,4,0.01
Hokkaido,2,0.01,46,,77,0.54,232,1.62,209,1.46,47,0.33,162,1.13,2,0.01,46,0.32,1,0.01,537,3.76,17,0.12,-,-,6,0.21,-,-,1,0.04,10,0.43,-,-,1,0.04
Aomori,-,-,5,,1,0.02,30,0.71,58,1.38,15,0.36,12,0.29,22,0.52,22,0.52,2,0.05,86,2.05,3,0.07,-,-,1,0.09,-,-,-,-,3,0.5,-,-,-,-
Iwate,-,-,12,,3,0.08,47,1.18,115,2.88,11,0.28,68,1.7,6,0.15,15,0.38,-,-,106,2.65,9,0.23,-,-,-,-,-,-,-,-,22,1.16,-,-,-,-
Miyagi,-,-,12,,7,0.12,61,1.05,155,2.67,36,0.62,23,0.4,42,0.72,42,0.72,-,-,293,5.05,14,0.24,-,-,4,0.33,-,-,-,-,10,0.83,-,-,-,-
Akita,-,-,5,,4,0.11,17,0.49,53,1.51,4,0.11,8,0.23,-,-,12,0.34,-,-,40,1.14,12,0.34,-,-,3,0.43,-,-,-,-,1,0.13,-,-,-,-
Yamagata,-,-,6,,9,0.3,41,1.37,75,2.5,17,0.57,51,1.7,5,0.17,13,0.43,1,0.03,87,2.9,15,0.5,-,-,5,0.63,-,-,-,-,2,0.2,-,-,-,-
Fukushima,1,0.01,16,,19,0.42,30,0.67,74,1.64,33,0.73,39,0.87,7,0.16,25,0.56,-,-,281,6.24,47,1.04,-,-,9,0.75,-,-,-,-,5,0.71,-,-,-,-
Ibaraki,1,0.01,7,,17,0.23,65,0.87,241,3.21,25,0.33,70,0.93,4,0.05,28,0.37,1,0.01,135,1.8,9,0.12,-,-,13,0.76,-,-,-,-,-,-,-,-,-,-
Tochigi,2,0.03,13,,18,0.38,33,0.69,54,1.13,28,0.58,34,0.71,2,0.04,36,0.75,-,-,66,1.38,8,0.17,-,-,7,0.58,-,-,-,-,2,0.29,-,-,-,-
Gunma,-,-,10,,91,1.52,57,0.95,207,3.45,25,0.42,65,1.08,2,0.03,36,0.6,2,0.03,142,2.37,12,0.2,-,-,38,2.71,1,0.13,2,0.25,2,0.25,-,-,1,0.13
Saitama,3,0.01,80,,45,0.29,158,1.02,622,4.01,88,0.57,250,1.61,36,0.23,127,0.82,2,0.01,244,1.57,44,0.28,4,0.1,22,0.52,-,-,1,0.1,2,0.2,1,0.1,-,-
Chiba,8,0.04,62,,21,0.16,147,1.12,374,2.85,60,0.46,159,1.21,33,0.25,53,0.4,-,-,177,1.35,89,0.68,-,-,20,0.65,-,-,1,0.11,-,-,-,-,-,-
Tokyo,16,0.04,150,,107,0.42,335,1.3,941,3.66,97,0.38,304,1.18,98,0.38,174,0.68,3,0.01,401,1.56,66,0.26,1,0.03,22,0.59,-,-,5,0.2,9,0.36,1,0.04,-,-
Kanagawa,10,0.03,104,,50,0.26,176,0.9,630,3.21,102,0.52,171,0.87,76,0.39,147,0.75,2,0.01,213,1.09,50,0.26,3,0.08,42,1.05,1,0.1,2,0.2,1,0.1,1,0.1,-,-
Niigata,-,-,122,,36,0.59,65,1.07,118,1.93,44,0.72,28,0.46,24,0.39,41,0.67,2,0.03,334,5.48,7,0.11,-,-,1,0.1,1,0.08,-,-,-,-,-,-,-,-
Toyama,-,-,8,,15,0.52,29,1,103,3.55,19,0.66,31,1.07,2,0.07,17,0.59,-,-,47,1.62,3,0.1,-,-,4,0.57,-,-,-,-,10,2,-,-,-,-
Ishikawa,-,-,8,,11,0.38,27,0.93,77,2.66,9,0.31,142,4.9,10,0.34,12,0.41,-,-,38,1.31,17,0.59,-,-,3,0.43,-,-,-,-,3,0.6,-,-,-,-
Fukui,-,-,14,,12,0.55,42,1.91,114,5.18,30,1.36,34,1.55,-,-,4,0.18,-,-,28,1.27,12,0.55,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yamanashi,-,-,10,,11,0.46,14,0.58,65,2.71,10,0.42,16,0.67,-,-,11,0.46,1,0.04,25,1.04,1,0.04,-,-,5,0.56,-,-,-,-,-,-,-,-,-,-
