"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31th week, 2014",,,,,,"Data collected as of August 6, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,135,0.03,446,,1880,0.6,3427,1.09,10728,3.41,2018,0.64,3516,1.12,657,0.21,1937,0.62,48,0.02,13838,4.39,1063,0.34,19,0.03,475,0.69,12,0.03,25,0.05,111,0.24,2,0,5,0.01
Hokkaido,-,-,47,,162,1.13,202,1.41,214,1.5,92,0.64,176,1.23,8,0.06,62,0.43,2,0.01,181,1.27,27,0.19,-,-,17,0.61,1,0.04,-,-,12,0.52,-,-,-,-
Aomori,-,-,1,,7,0.17,62,1.48,50,1.19,18,0.43,12,0.29,19,0.45,27,0.64,-,-,163,3.88,4,0.1,1,0.09,2,0.18,-,-,6,1,7,1.17,-,-,1,0.17
Iwate,2,0.03,6,,12,0.3,36,0.9,119,2.98,17,0.43,43,1.08,15,0.38,24,0.6,-,-,178,4.45,4,0.1,-,-,4,0.29,-,-,-,-,7,0.37,-,-,-,-
Miyagi,-,-,7,,13,0.22,57,0.98,178,3.07,20,0.34,23,0.4,55,0.95,45,0.78,1,0.02,169,2.91,19,0.33,-,-,2,0.17,2,0.17,-,-,7,0.58,-,-,-,-
Akita,1,0.02,3,,5,0.15,22,0.65,67,1.97,16,0.47,3,0.09,4,0.12,8,0.24,-,-,146,4.29,8,0.24,-,-,3,0.43,-,-,-,-,2,0.25,-,-,-,-
Yamagata,-,-,3,,3,0.1,34,1.13,65,2.17,16,0.53,8,0.27,7,0.23,18,0.6,-,-,254,8.47,14,0.47,-,-,-,-,-,-,-,-,4,0.4,-,-,-,-
Fukushima,-,-,11,,30,0.67,44,0.98,65,1.44,21,0.47,9,0.2,14,0.31,28,0.62,-,-,141,3.13,60,1.33,-,-,8,0.67,-,-,-,-,4,0.57,-,-,-,-
Ibaraki,-,-,3,,30,0.4,79,1.05,339,4.52,28,0.37,45,0.6,12,0.16,24,0.32,1,0.01,362,4.83,14,0.19,-,-,22,1.29,-,-,1,0.08,2,0.15,-,-,1,0.08
