"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14th week, 2016",,,,,,"Data collected as of April 13, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,34672,7.02,456,,716,0.23,5820,1.85,16861,5.35,1086,0.34,74,0.02,1061,0.34,1413,0.45,46,0.01,68,0.02,2568,0.81,13,0.02,395,0.57,14,0.03,20,0.04,156,0.33,6,0.01,319,0.68
Hokkaido,2050,9.11,7,,26,0.18,472,3.32,345,2.43,46,0.32,5,0.04,79,0.56,42,0.3,1,0.01,-,-,197,1.39,-,-,9,0.32,-,-,-,-,3,0.13,-,-,11,0.48
Aomori,823,12.66,-,,13,0.31,75,1.79,163,3.88,9,0.21,-,-,5,0.12,17,0.4,-,-,1,0.02,23,0.55,-,-,3,0.27,2,0.33,1,0.17,3,0.5,-,-,9,1.5
Iwate,772,12.06,4,,5,0.13,175,4.38,272,6.8,8,0.2,-,-,3,0.08,12,0.3,-,-,-,-,12,0.3,-,-,5,0.36,-,-,-,-,5,0.26,-,-,5,0.26
Miyagi,1037,10.92,4,,9,0.15,114,1.93,257,4.36,19,0.32,-,-,4,0.07,35,0.59,1,0.02,-,-,23,0.39,-,-,1,0.08,1,0.08,-,-,1,0.08,-,-,-,-
Akita,672,12.44,-,,5,0.14,40,1.14,121,3.46,6,0.17,-,-,47,1.34,8,0.23,2,0.06,-,-,1,0.03,-,-,1,0.14,-,-,-,-,5,0.63,-,-,5,0.63
Yamagata,490,10.21,-,,8,0.27,116,3.87,161,5.37,5,0.17,1,0.03,45,1.5,27,0.9,-,-,-,-,88,2.93,-,-,-,-,-,-,-,-,1,0.1,-,-,1,0.1
Fukushima,807,10.48,4,,11,0.24,70,1.52,143,3.11,11,0.24,-,-,19,0.41,38,0.83,1,0.02,-,-,10,0.22,-,-,10,0.83,-,-,-,-,-,-,-,-,1,0.14
Ibaraki,557,4.64,3,,10,0.13,111,1.48,344,4.59,37,0.49,-,-,15,0.2,21,0.28,-,-,1,0.01,51,0.68,-,-,16,0.94,-,-,-,-,2,0.15,-,-,1,0.08
Tochigi,347,4.57,2,,5,0.1,63,1.31,113,2.35,12,0.25,-,-,23,0.48,24,0.5,-,-,-,-,20,0.42,-,-,2,0.17,-,-,-,-,3,0.43,-,-,2,0.29
Gunma,360,3.79,-,,4,0.07,132,2.28,235,4.05,19,0.33,1,0.02,22,0.38,25,0.43,7,0.12,1,0.02,14,0.24,-,-,8,0.57,-,-,-,-,2,0.25,-,-,3,0.38
Saitama,1206,4.86,9,,30,0.19,322,2.05,697,4.44,90,0.57,4,0.03,32,0.2,74,0.47,2,0.01,2,0.01,152,0.97,1,0.02,22,0.54,-,-,1,0.1,2,0.2,-,-,2,0.2
Chiba,1077,5.03,4,,19,0.14,300,2.24,563,4.2,40,0.3,4,0.03,52,0.39,48,0.36,2,0.01,-,-,130,0.97,-,-,13,0.37,1,0.11,1,0.11,3,0.33,-,-,5,0.56
Tokyo,2028,4.91,17,,54,0.21,517,2,1259,4.86,108,0.42,9,0.03,53,0.2,118,0.46,2,0.01,2,0.01,112,0.43,-,-,26,0.67,3,0.13,1,0.04,5,0.21,1,0.04,5,0.21
Kanagawa,1335,3.9,14,,21,0.1,299,1.39,1037,4.82,97,0.45,6,0.03,13,0.06,105,0.49,1,0,3,0.01,156,0.73,2,0.04,71,1.45,-,-,1,0.1,3,0.3,-,-,7,0.7
Niigata,1335,14.51,7,,15,0.26,150,2.59,341,5.88,18,0.31,2,0.03,5,0.09,34,0.59,1,0.02,-,-,55,0.95,1,0.1,5,0.5,-,-,-,-,2,0.15,1,0.08,4,0.31
Toyama,411,9.13,3,,4,0.15,68,2.62,130,5,4,0.15,-,-,5,0.19,8,0.31,-,-,2,0.08,27,1.04,-,-,-,-,-,-,-,-,2,0.4,-,-,1,0.2
Ishikawa,537,11.19,2,,10,0.34,68,2.34,112,3.86,10,0.34,-,-,12,0.41,13,0.45,-,-,-,-,68,2.34,-,-,2,0.29,1,0.2,1,0.2,5,1,-,-,5,1
Fukui,494,15.44,1,,7,0.32,39,1.77,162,7.36,8,0.36,2,0.09,18,0.82,4,0.18,-,-,-,-,7,0.32,-,-,-,-,-,-,-,-,3,0.5,-,-,7,1.17
Yamanashi,205,5,-,,3,0.13,38,1.58,105,4.38,8,0.33,1,0.04,10,0.42,11,0.46,-,-,-,-,2,0.08,-,-,5,0.56,1,0.1,-,-,2,0.2,-,-,-,-
Nagano,904,10.39,2,,3,0.06,83,1.54,255,4.72,18,0.33,-,-,18,0.33,24,0.44,-,-,1,0.02,29,0.54,-,-,3,0.27,-,-,-,-,8,0.73,-,-,8,0.73
Gifu,651,7.48,5,,11,0.21,55,1.04,179,3.38,20,0.38,-,-,6,0.11,10,0.19,1,0.02,1,0.02,16,0.3,-,-,1,0.09,-,-,-,-,2,0.4,-,-,6,1.2
Shizuoka,668,4.81,13,,11,0.12,209,2.35,484,5.44,18,0.2,-,-,28,0.31,33,0.37,1,0.01,-,-,72,0.81,-,-,9,0.41,-,-,-,-,9,0.9,1,0.1,1,0.1
Aichi,1445,7.41,12,,31,0.17,233,1.29,770,4.25,57,0.31,1,0.01,46,0.25,64,0.35,-,-,-,-,75,0.41,-,-,13,0.38,1,0.07,1,0.07,11,0.79,-,-,23,1.64
Mie,546,7.58,2,,13,0.29,50,1.11,286,6.36,14,0.31,1,0.02,42,0.93,19,0.42,-,-,-,-,15,0.33,-,-,3,0.25,-,-,1,0.11,1,0.11,1,0.11,2,0.22
Shiga,400,7.55,-,,5,0.16,34,1.06,187,5.84,17,0.53,1,0.03,6,0.19,14,0.44,-,-,-,-,9,0.28,-,-,1,0.13,-,-,-,-,1,0.14,-,-,4,0.57
Kyoto,658,5.31,6,,9,0.12,67,0.88,429,5.64,13,0.17,-,-,8,0.11,18,0.24,-,-,1,0.01,55,0.72,-,-,1,0.06,-,-,-,-,2,0.29,-,-,7,1
Osaka,1333,4.34,29,,45,0.23,313,1.57,1427,7.14,54,0.27,1,0.01,41,0.21,82,0.41,4,0.02,10,0.05,160,0.8,3,0.06,13,0.26,-,-,2,0.12,8,0.47,-,-,22,1.29
Hyogo,1137,5.71,12,,34,0.26,174,1.35,889,6.89,41,0.32,-,-,30,0.23,52,0.4,1,0.01,2,0.02,135,1.05,1,0.03,15,0.43,-,-,2,0.18,5,0.45,-,-,12,1.09
Nara,267,4.94,3,,7,0.21,41,1.21,166,4.88,13,0.38,-,-,13,0.38,22,0.65,-,-,1,0.03,59,1.74,-,-,3,0.33,-,-,-,-,1,0.17,-,-,3,0.5
Wakayama,198,3.96,6,,2,0.06,22,0.71,143,4.61,8,0.26,1,0.03,8,0.26,13,0.42,2,0.06,-,-,12,0.39,-,-,-,-,-,-,-,-,-,-,1,0.09,4,0.36
Tottori,273,9.41,-,,15,0.79,83,4.37,101,5.32,-,-,-,-,17,0.89,9,0.47,1,0.05,2,0.11,1,0.05,5,1,4,0.8,-,-,-,-,3,0.6,-,-,7,1.4
Shimane,203,5.34,4,,12,0.52,40,1.74,223,9.7,3,0.13,3,0.13,10,0.43,20,0.87,-,-,4,0.17,7,0.3,-,-,1,0.33,-,-,-,-,-,-,-,-,39,4.88
