"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"32th week, 2013",,,,,,"Data collected as of August 14, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,94,0.02,1305,,1635,0.54,2446,0.8,8960,2.93,1841,0.6,24280,7.95,193,0.06,1783,0.58,42,0.01,8929,2.92,675,0.22,6,0.01,483,0.74,8,0.02,41,0.09,178,0.38,14,0.03
Hokkaido,1,0,63,,83,0.58,151,1.06,170,1.19,70,0.49,267,1.87,3,0.02,47,0.33,-,-,107,0.75,7,0.05,-,-,5,0.17,-,-,-,-,3,0.13,-,-
Aomori,-,-,19,,6,0.15,26,0.63,58,1.41,18,0.44,223,5.44,1,0.02,19,0.46,2,0.05,135,3.29,30,0.73,-,-,5,0.45,-,-,-,-,5,0.83,-,-
Iwate,-,-,2,,6,0.15,46,1.18,84,2.15,19,0.49,210,5.38,10,0.26,21,0.54,2,0.05,122,3.13,21,0.54,-,-,5,0.36,-,-,-,-,9,0.47,-,-
Miyagi,2,0.02,32,,25,0.43,58,1,104,1.79,27,0.47,358,6.17,20,0.34,34,0.59,-,-,214,3.69,21,0.36,1,0.08,1,0.08,-,-,-,-,17,1.42,-,-
Akita,-,-,2,,11,0.32,21,0.62,75,2.21,17,0.5,112,3.29,2,0.06,16,0.47,-,-,56,1.65,12,0.35,-,-,-,-,-,-,-,-,-,-,-,-
Yamagata,-,-,9,,8,0.28,32,1.1,61,2.1,17,0.59,241,8.31,-,-,31,1.07,-,-,281,9.69,10,0.34,-,-,1,0.13,-,-,-,-,3,0.3,-,-
Fukushima,-,-,48,,12,0.27,26,0.58,76,1.69,29,0.64,378,8.4,-,-,26,0.58,-,-,199,4.42,23,0.51,-,-,3,0.25,-,-,-,-,3,0.43,2,0.29
Ibaraki,-,-,15,,33,0.44,67,0.89,185,2.47,19,0.25,520,6.93,1,0.01,29,0.39,1,0.01,114,1.52,5,0.07,-,-,20,1.18,-,-,1,0.08,4,0.31,-,-
Tochigi,-,-,4,,5,0.11,19,0.4,40,0.85,23,0.49,444,9.45,1,0.02,35,0.74,3,0.06,140,2.98,7,0.15,-,-,4,0.33,-,-,-,-,3,0.43,2,0.29
Gunma,-,-,4,,15,0.25,61,1.02,210,3.5,25,0.42,442,7.37,-,-,27,0.45,-,-,244,4.07,10,0.17,-,-,16,1.14,-,-,1,0.13,2,0.25,-,-
Saitama,-,-,68,,115,0.78,124,0.84,499,3.39,76,0.52,2066,14.05,7,0.05,97,0.66,2,0.01,381,2.59,34,0.23,-,-,28,0.76,-,-,4,0.4,1,0.1,3,0.3
Chiba,1,0.01,54,,56,0.46,122,1.01,313,2.59,61,0.5,1182,9.77,20,0.17,65,0.54,1,0.01,323,2.67,21,0.17,1,0.03,18,0.6,-,-,-,-,4,0.44,1,0.11
Tokyo,5,0.01,133,,115,0.48,236,0.99,725,3.03,125,0.52,2844,11.9,31,0.13,143,0.6,4,0.02,755,3.16,41,0.17,-,-,17,0.49,-,-,3,0.12,8,0.32,-,-
Kanagawa,1,0,55,,63,0.35,75,0.42,486,2.7,131,0.73,1543,8.57,11,0.06,96,0.53,1,0.01,463,2.57,25,0.14,-,-,74,2.11,-,-,3,0.38,3,0.38,2,0.25
Niigata,-,-,33,,21,0.34,70,1.15,105,1.72,37,0.61,1283,21.03,25,0.41,43,0.7,1,0.02,638,10.46,3,0.05,-,-,1,0.1,-,-,-,-,4,0.31,2,0.15
Toyama,-,-,7,,5,0.17,32,1.1,80,2.76,37,1.28,167,5.76,29,1,8,0.28,-,-,126,4.34,4,0.14,-,-,1,0.17,-,-,-,-,8,1.6,-,-
Ishikawa,-,-,2,,11,0.38,24,0.83,61,2.1,18,0.62,221,7.62,-,-,14,0.48,-,-,93,3.21,4,0.14,-,-,1,0.14,-,-,-,-,4,0.8,-,-
Fukui,1,0.03,23,,3,0.14,23,1.05,105,4.77,14,0.64,256,11.64,-,-,14,0.64,-,-,83,3.77,18,0.82,-,-,1,0.33,3,0.5,-,-,1,0.17,-,-
Yamanashi,-,-,2,,8,0.33,20,0.83,40,1.67,16,0.67,430,17.92,-,-,12,0.5,-,-,39,1.63,3,0.13,-,-,2,0.22,-,-,-,-,-,-,-,-
Nagano,-,-,-,,17,0.32,52,0.98,168,3.17,31,0.58,755,14.25,2,0.04,26,0.49,-,-,315,5.94,11,0.21,-,-,8,0.73,-,-,-,-,13,1.18,-,-
Gifu,2,0.02,11,,15,0.28,33,0.62,125,2.36,30,0.57,375,7.08,1,0.02,23,0.43,-,-,207,3.91,18,0.34,-,-,2,0.2,-,-,1,0.2,2,0.4,-,-
Shizuoka,1,0.01,9,,37,0.42,80,0.9,277,3.11,34,0.38,979,11,1,0.01,49,0.55,-,-,155,1.74,9,0.1,-,-,12,0.55,3,0.3,-,-,7,0.7,-,-
Aichi,-,-,49,,71,0.39,68,0.38,394,2.18,106,0.59,1753,9.69,4,0.02,103,0.57,4,0.02,521,2.88,45,0.25,-,-,5,0.15,1,0.08,-,-,16,1.23,-,-
Mie,-,-,28,,25,0.56,11,0.24,153,3.4,32,0.71,472,10.49,-,-,36,0.8,-,-,256,5.69,3,0.07,-,-,2,0.17,-,-,1,0.11,2,0.22,-,-
Shiga,-,-,-,,12,0.38,17,0.53,65,2.03,23,0.72,231,7.22,-,-,18,0.56,-,-,94,2.94,8,0.25,-,-,6,0.75,-,-,-,-,2,0.29,-,-
Kyoto,-,-,1,,29,0.41,28,0.4,131,1.87,49,0.7,323,4.61,-,-,22,0.31,-,-,160,2.29,5,0.07,-,-,5,0.28,-,-,-,-,-,-,-,-
Osaka,2,0.01,91,,73,0.37,164,0.82,591,2.96,140,0.7,1156,5.78,6,0.03,104,0.52,5,0.03,574,2.87,12,0.06,-,-,37,0.71,-,-,1,0.06,3,0.18,-,-
Hyogo,3,0.02,22,,44,0.36,80,0.65,454,3.69,72,0.59,1017,8.27,6,0.05,62,0.5,6,0.05,496,4.03,10,0.08,-,-,45,1.36,-,-,-,-,4,0.36,-,-
Nara,-,-,5,,1,0.03,10,0.29,61,1.79,19,0.56,200,5.88,-,-,10,0.29,-,-,61,1.79,5,0.15,-,-,1,0.11,-,-,-,-,-,-,-,-
Wakayama,-,-,3,,12,0.4,5,0.17,42,1.4,24,0.8,199,6.63,-,-,10,0.33,-,-,104,3.47,2,0.07,-,-,-,-,-,-,-,-,5,0.45,-,-
Tottori,-,-,7,,7,0.37,26,1.37,54,2.84,13,0.68,122,6.42,-,-,12,0.63,-,-,30,1.58,-,-,-,-,-,-,-,-,2,0.4,1,0.2,-,-
