"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"50th week, 2017",,,,,,"Data collected as of December 20, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,36664,7.4,2266,,2689,0.85,10118,3.2,27353,8.65,2104,0.67,2545,0.81,276,0.09,1347,0.43,32,0.01,295,0.09,877,0.28,12,0.02,594,0.85,6,0.01,14,0.03,175,0.37,4,0.01,16,0.03
Hokkaido,1662,7.49,128,,269,1.94,758,5.45,567,4.08,145,1.04,37,0.27,4,0.03,43,0.31,4,0.03,10,0.07,9,0.06,-,-,19,0.66,-,-,-,-,8,0.35,-,-,-,-
Aomori,191,2.94,30,,22,0.52,99,2.36,153,3.64,30,0.71,83,1.98,-,-,20,0.48,-,-,13,0.31,31,0.74,1,0.09,1,0.09,-,-,-,-,8,1.33,-,-,-,-
Iwate,244,3.75,20,,26,0.65,169,4.23,175,4.38,13,0.33,27,0.68,8,0.2,17,0.43,-,-,5,0.13,42,1.05,-,-,12,0.86,-,-,-,-,9,0.47,-,-,-,-
Miyagi,671,7.06,62,,44,0.75,210,3.56,505,8.56,40,0.68,52,0.88,-,-,33,0.56,-,-,4,0.07,9,0.15,-,-,8,0.67,-,-,1,0.08,11,0.92,-,-,-,-
Akita,190,3.52,14,,18,0.51,50,1.43,72,2.06,21,0.6,12,0.34,1,0.03,11,0.31,-,-,2,0.06,13,0.37,-,-,5,0.71,-,-,-,-,18,2.25,-,-,1,0.13
Yamagata,122,2.54,31,,61,2.03,230,7.67,295,9.83,32,1.07,49,1.63,4,0.13,15,0.5,-,-,1,0.03,1,0.03,-,-,8,1,-,-,-,-,14,1.4,-,-,-,-
Fukushima,205,2.66,32,,18,0.39,167,3.63,230,5,40,0.87,49,1.07,12,0.26,35,0.76,1,0.02,7,0.15,17,0.37,-,-,16,1.33,-,-,1,0.14,4,0.57,-,-,-,-
Ibaraki,471,3.93,41,,39,0.52,233,3.11,463,6.17,44,0.59,75,1,3,0.04,21,0.28,1,0.01,2,0.03,12,0.16,-,-,22,1.29,-,-,-,-,4,0.31,-,-,-,-
Tochigi,581,7.64,33,,21,0.44,71,1.48,260,5.42,28,0.58,59,1.23,19,0.4,18,0.38,-,-,1,0.02,1,0.02,-,-,9,0.75,-,-,-,-,5,0.71,-,-,-,-
Gunma,519,5.46,36,,112,1.93,229,3.95,485,8.36,63,1.09,48,0.83,9,0.16,22,0.38,-,-,4,0.07,43,0.74,-,-,31,2.21,-,-,-,-,4,0.5,-,-,-,-
Saitama,2941,11.44,46,,197,1.21,661,4.06,2151,13.2,130,0.8,123,0.75,23,0.14,83,0.51,-,-,24,0.15,17,0.1,2,0.05,44,1.07,-,-,1,0.1,2,0.2,-,-,-,-
Chiba,1625,7.59,53,,128,0.96,491,3.66,1246,9.3,102,0.76,160,1.19,7,0.05,51,0.38,-,-,6,0.04,22,0.16,1,0.03,35,1,1,0.11,1,0.11,3,0.33,-,-,-,-
Tokyo,3756,9.03,88,,197,0.75,1064,4.06,3374,12.88,205,0.78,153,0.58,30,0.11,130,0.5,2,0.01,14,0.05,31,0.12,1,0.03,27,0.69,-,-,-,-,4,0.16,-,-,1,0.04
Kanagawa,2444,7.15,52,,163,0.77,765,3.61,2552,12.04,198,0.93,136,0.64,83,0.39,101,0.48,1,0,12,0.06,41,0.19,1,0.02,82,1.64,-,-,-,-,1,0.1,-,-,2,0.2
Niigata,580,6.44,55,,123,2.16,180,3.16,565,9.91,59,1.04,66,1.16,6,0.11,34,0.6,2,0.04,26,0.46,47,0.82,-,-,16,1.6,-,-,-,-,8,0.62,-,-,-,-
Toyama,69,1.44,15,,80,2.76,56,1.93,274,9.45,15,0.52,51,1.76,-,-,7,0.24,-,-,1,0.03,4,0.14,-,-,2,0.29,-,-,-,-,1,0.2,1,0.2,-,-
Ishikawa,250,5.21,7,,31,1.07,139,4.79,347,11.97,17,0.59,16,0.55,-,-,7,0.24,-,-,2,0.07,7,0.24,-,-,5,0.71,-,-,-,-,2,0.4,-,-,-,-
Fukui,223,6.97,19,,31,1.41,80,3.64,122,5.55,11,0.5,28,1.27,-,-,12,0.55,2,0.09,11,0.5,8,0.36,-,-,-,-,-,-,-,-,1,0.17,-,-,-,-
Yamanashi,229,5.59,21,,15,0.63,67,2.79,208,8.67,8,0.33,24,1,2,0.08,5,0.21,6,0.25,1,0.04,4,0.17,1,0.11,5,0.56,-,-,1,0.1,2,0.2,1,0.1,-,-
Nagano,847,9.74,92,,23,0.43,107,1.98,365,6.76,21,0.39,49,0.91,4,0.07,18,0.33,-,-,10,0.19,21,0.39,-,-,5,0.45,-,-,-,-,4,0.36,-,-,1,0.09
Gifu,259,2.98,22,,50,0.94,76,1.43,318,6,16,0.3,44,0.83,-,-,18,0.34,1,0.02,3,0.06,11,0.21,-,-,3,0.27,-,-,1,0.2,4,0.8,-,-,-,-
Shizuoka,1026,7.38,53,,72,0.81,265,2.98,770,8.65,24,0.27,36,0.4,1,0.01,27,0.3,-,-,11,0.12,55,0.62,-,-,20,0.91,-,-,-,-,7,0.7,-,-,-,-
Aichi,935,4.79,84,,99,0.54,399,2.19,1250,6.87,81,0.45,137,0.75,12,0.07,67,0.37,1,0.01,5,0.03,28,0.15,-,-,18,0.51,-,-,-,-,7,0.47,-,-,-,-
Mie,539,7.49,45,,58,1.29,145,3.22,284,6.31,24,0.53,22,0.49,-,-,14,0.31,-,-,-,-,8,0.18,-,-,-,-,-,-,1,0.11,3,0.33,-,-,1,0.11
Shiga,249,4.7,23,,9,0.28,58,1.81,254,7.94,12,0.38,12,0.38,-,-,10,0.31,-,-,5,0.16,10,0.31,-,-,1,0.13,-,-,1,0.14,1,0.14,-,-,-,-
Kyoto,626,4.97,22,,29,0.38,146,1.9,664,8.62,50,0.65,28,0.36,2,0.03,37,0.48,-,-,5,0.06,11,0.14,-,-,7,0.41,-,-,-,-,2,0.29,-,-,-,-
Osaka,1592,5.2,311,,107,0.54,586,2.93,1469,7.35,153,0.77,97,0.49,24,0.12,65,0.33,2,0.01,25,0.13,35,0.18,-,-,17,0.33,1,0.06,1,0.06,6,0.35,-,-,-,-
Hyogo,937,4.71,191,,75,0.58,256,1.98,1016,7.88,77,0.6,42,0.33,3,0.02,41,0.32,1,0.01,7,0.05,28,0.22,-,-,26,0.74,-,-,1,0.08,2,0.15,-,-,-,-
Nara,217,4.02,122,,25,0.74,98,2.88,172,5.06,37,1.09,29,0.85,2,0.06,11,0.32,-,-,5,0.15,3,0.09,-,-,4,0.4,-,-,-,-,-,-,-,-,-,-
Wakayama,163,3.33,31,,17,0.57,33,1.1,175,5.83,4,0.13,10,0.33,-,-,11,0.37,-,-,7,0.23,12,0.4,1,0.25,6,1.5,1,0.09,-,-,2,0.18,-,-,3,0.27
Tottori,179,6.17,6,,9,0.47,120,6.32,114,6,4,0.21,26,1.37,-,-,8,0.42,-,-,1,0.05,4,0.21,-,-,6,1.2,-,-,-,-,-,-,-,-,-,-
Shimane,282,7.42,14,,3,0.13,71,3.09,130,5.65,6,0.26,23,1,-,-,16,0.7,-,-,1,0.04,12,0.52,-,-,1,0.33,-,-,-,-,-,-,-,-,-,-
Okayama,1145,13.63,21,,15,0.28,108,2,505,9.35,21,0.39,24,0.44,3,0.06,26,0.48,-,-,1,0.02,3,0.06,-,-,6,0.5,-,-,-,-,-,-,-,-,-,-
Hiroshima,1104,9.6,55,,35,0.49,201,2.79,684,9.5,30,0.42,45,0.63,-,-,20,0.28,1,0.01,1,0.01,5,0.07,1,0.05,18,0.95,-,-,2,0.1,-,-,-,-,1,0.05
Yamaguchi,802,11.79,78,,25,0.52,148,3.08,363,7.56,11,0.23,19,0.4,-,-,18,0.38,1,0.02,-,-,40,0.83,-,-,10,1.11,-,-,1,0.11,3,0.33,-,-,3,0.33
Tokushima,296,8,35,,21,0.91,64,2.78,152,6.61,13,0.57,33,1.43,-,-,16,0.7,-,-,-,-,18,0.78,-,-,3,0.75,-,-,-,-,-,-,-,-,-,-
Kagawa,146,3.11,32,,14,0.5,70,2.5,270,9.64,11,0.39,23,0.82,-,-,11,0.39,-,-,4,0.14,4,0.14,-,-,4,0.8,-,-,-,-,2,0.4,-,-,-,-
