"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"50th week, 2017",,,,,,"Data collected as of December 20, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Shiga,12605,242.4,766,24.71,551,17.77,1722,55.55,8285,267.26,693,22.35,3820,123.23,25,0.81,591,19.06,6,0.19,1003,32.35,821,26.48,1,0.13,77,9.63,7,1,22,3.14,43,6.14,2,0.29,16,2.29
Kyoto,29180,235.32,1987,26.14,1589,20.91,5607,73.78,18143,238.72,896,11.79,6116,80.47,87,1.14,1284,16.89,24,0.32,1452,19.11,1224,16.11,7,0.41,311,18.29,3,0.43,6,0.86,63,9,-,-,69,9.86
Osaka,71222,232.75,11128,55.92,5059,25.42,20695,103.99,50731,254.93,3817,19.18,22163,111.37,478,2.4,4462,22.42,107,0.54,4922,24.73,4918,24.71,41,0.79,1055,20.29,18,1.13,41,2.56,291,18.19,3,0.19,235,14.69
Hyogo,47497,239.88,6088,47.56,3582,27.98,9176,71.69,39074,305.27,2146,16.77,15106,118.02,547,4.27,2456,19.19,44,0.34,3324,25.97,3350,26.17,16,0.46,813,23.23,32,2.46,50,3.85,168,12.92,11,0.85,164,12.62
Nara,10868,201.26,2096,61.65,1126,33.12,3409,100.26,6928,203.76,742,21.82,3302,97.12,108,3.18,815,23.97,11,0.32,679,19.97,818,24.06,2,0.2,277,27.7,19,3.17,28,4.67,124,20.67,1,0.17,53,8.83
Wakayama,9025,184.18,1298,43.27,604,20.13,1213,40.43,5692,189.73,416,13.87,2431,81.03,38,1.27,616,20.53,11,0.37,645,21.5,1856,61.87,15,3.75,121,30.25,6,0.6,22,2.2,109,10.9,6,0.6,78,7.8
Tottori,6361,219.34,888,46.74,619,32.58,5130,270,4777,251.42,394,20.74,2060,108.42,31,1.63,399,21,28,1.47,612,32.21,869,45.74,2,0.4,269,53.8,10,2,28,5.6,68,13.6,-,-,74,14.8
Shimane,7877,212.89,1149,52.23,384,17.45,2807,127.59,5773,262.41,271,12.32,1900,86.36,222,10.09,667,30.32,13,0.59,447,20.32,1305,59.32,-,-,14,4.67,3,0.38,19,2.38,64,8,2,0.25,49,6.13
Okayama,23900,284.52,1637,30.31,949,17.57,2949,54.61,16151,299.09,683,12.65,5252,97.26,118,2.19,1053,19.5,20,0.37,1085,20.09,783,14.5,11,0.92,422,35.17,2,0.4,4,0.8,67,13.4,1,0.2,37,7.4
Hiroshima,29666,260.23,3419,48.15,1893,26.66,8022,112.99,17633,248.35,1130,15.92,7697,108.41,233,3.28,1333,18.77,50,0.7,1121,15.79,1080,15.21,10,0.53,779,41,7,0.35,13,0.65,168,8.4,2,0.1,111,5.55
Yamaguchi,21042,309.44,2856,59.5,1076,22.42,5269,109.77,10117,210.77,654,13.63,4833,100.69,140,2.92,1224,25.5,34,0.71,2155,44.9,2864,59.67,-,-,503,55.89,6,0.67,5,0.56,145,16.11,1,0.11,93,10.33
Tokushima,9060,244.86,1987,86.39,682,29.65,2125,92.39,6319,274.74,333,14.48,1974,85.83,90,3.91,820,35.65,11,0.48,683,29.7,786,34.17,1,0.25,43,10.75,-,-,2,0.33,13,2.17,-,-,12,2
Kagawa,9321,198.32,1437,51.32,670,23.93,2783,99.39,9428,336.71,336,12,3216,114.86,76,2.71,676,24.14,17,0.61,799,28.54,1088,38.86,5,1,190,38,4,0.8,6,1.2,121,24.2,-,-,155,31
Ehime,18360,300.98,2330,62.97,683,18.46,5039,136.19,14684,396.86,535,14.46,5214,140.92,287,7.76,1176,31.78,11,0.3,688,18.59,2609,70.51,1,0.13,840,105,5,0.83,2,0.33,100,16.67,-,-,33,5.5
Kochi,14773,307.77,1776,59.2,390,13,2478,82.6,5575,185.83,593,19.77,3330,111,115,3.83,525,17.5,27,0.9,603,20.1,193,6.43,-,-,17,5.67,6,0.75,7,0.88,87,10.88,13,1.63,88,11
Fukuoka,77904,393.45,8190,68.25,3233,26.94,20845,173.71,44432,370.27,3119,25.99,14023,116.86,350,2.92,3853,32.11,112,0.93,6894,57.45,3373,28.11,3,0.12,967,37.19,65,4.33,40,2.67,414,27.6,-,-,52,3.47
Saga,13640,358.95,1090,49.55,730,33.18,1971,89.59,4811,218.68,438,19.91,3778,171.73,44,2,800,36.36,9,0.41,1151,52.32,207,9.41,-,-,130,43.33,6,1,15,2.5,42,7,1,0.17,127,21.17
Nagasaki,26041,372.01,2338,53.14,520,11.82,5830,132.5,8606,195.59,545,12.39,3715,84.43,32,0.73,966,21.95,17,0.39,1171,26.61,916,20.82,11,1.38,96,12,3,0.25,44,3.67,130,10.83,-,-,128,10.67
Kumamoto,25960,324.5,3266,65.32,1599,31.98,4481,89.62,18058,361.16,943,18.86,6372,127.44,104,2.08,1655,33.1,10,0.2,3099,61.98,1234,24.68,6,0.67,656,72.89,16,1.07,41,2.73,109,7.27,-,-,124,8.27
Oita,21916,377.86,1309,36.36,699,19.42,5188,144.11,19815,550.42,803,22.31,4990,138.61,40,1.11,1221,33.92,26,0.72,1893,52.58,1375,38.19,-,-,155,31,2,0.18,3,0.27,120,10.91,1,0.09,46,4.18
Miyazaki,25011,431.22,2362,67.49,1813,51.8,3766,107.6,15705,448.71,937,26.77,5676,162.17,320,9.14,1508,43.09,30,0.86,2247,64.2,613,17.51,5,1,669,133.8,-,-,3,0.43,30,4.29,1,0.14,115,16.43
Kagoshima,29285,318.32,3283,60.8,3639,67.39,4891,90.57,20600,381.48,1005,18.61,5921,109.65,96,1.78,1091,20.2,17,0.31,2340,43.33,4560,84.44,2,0.29,431,61.57,8,0.67,11,0.92,36,3,-,-,109,9.08
Okinawa,31181,547.04,2293,67.44,1255,36.91,1672,49.18,6606,194.29,759,22.32,2126,62.53,60,1.76,545,16.03,118,3.47,410,12.06,217,6.38,10,1.11,988,109.78,25,3.57,74,10.57,162,23.14,4,0.57,87,12.43
