"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"39th week, 2013",,,,,,"Data collected as of October 2, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
Tochigi,1,0.01,20,,4,0.08,22,0.46,51,1.06,25,0.52,75,1.56,-,-,19,0.4,1,0.02,7,0.15,8,0.17,-,-,5,0.42,-,-,-,-,2,0.29,2,0.29
Gunma,-,-,20,,1,0.02,51,0.85,137,2.28,30,0.5,112,1.87,-,-,18,0.3,-,-,12,0.2,10,0.17,-,-,6,0.43,1,0.13,1,0.13,3,0.38,-,-
Saitama,2,0.01,101,,65,0.41,149,0.94,435,2.75,65,0.41,224,1.42,5,0.03,72,0.46,2,0.01,51,0.32,43,0.27,-,-,26,0.63,-,-,-,-,3,0.3,1,0.1
Chiba,4,0.02,73,,18,0.14,126,0.95,304,2.29,56,0.42,236,1.77,12,0.09,60,0.45,3,0.02,37,0.28,37,0.28,-,-,15,0.44,-,-,1,0.11,-,-,-,-
Tokyo,1,0,245,,66,0.25,209,0.8,736,2.81,112,0.43,325,1.24,16,0.06,137,0.52,3,0.01,74,0.28,48,0.18,-,-,13,0.34,2,0.08,3,0.12,6,0.24,1,0.04
Kanagawa,1,0,71,,34,0.17,90,0.45,461,2.28,81,0.4,241,1.19,9,0.04,104,0.51,-,-,55,0.27,53,0.26,1,0.02,55,1.28,-,-,1,0.11,-,-,-,-
Niigata,-,-,144,,10,0.16,50,0.82,66,1.08,43,0.7,304,4.98,8,0.13,29,0.48,1,0.02,63,1.03,5,0.08,-,-,5,0.5,-,-,-,-,4,0.31,4,0.31
Toyama,-,-,25,,4,0.14,34,1.17,117,4.03,16,0.55,86,2.97,5,0.17,7,0.24,-,-,28,0.97,2,0.07,-,-,-,-,-,-,-,-,5,1,-,-
Ishikawa,-,-,20,,4,0.14,31,1.07,67,2.31,22,0.76,58,2,-,-,14,0.48,-,-,7,0.24,3,0.1,-,-,-,-,-,-,-,-,5,1,-,-
Fukui,-,-,29,,4,0.18,33,1.5,88,4,11,0.5,63,2.86,1,0.05,8,0.36,1,0.05,6,0.27,25,1.14,-,-,-,-,-,-,1,0.17,1,0.17,-,-
Yamanashi,-,-,8,,1,0.04,16,0.67,43,1.79,2,0.08,49,2.04,1,0.04,9,0.38,-,-,5,0.21,4,0.17,-,-,2,0.22,-,-,-,-,-,-,-,-
Nagano,7,0.08,13,,4,0.08,59,1.11,134,2.53,18,0.34,186,3.51,-,-,16,0.3,-,-,43,0.81,2,0.04,2,0.18,8,0.73,-,-,-,-,2,0.18,-,-
Gifu,7,0.08,50,,18,0.34,15,0.28,73,1.38,17,0.32,120,2.26,1,0.02,31,0.58,-,-,6,0.11,8,0.15,-,-,4,0.36,-,-,-,-,-,-,-,-
Shizuoka,10,0.07,44,,22,0.25,58,0.65,212,2.38,16,0.18,207,2.33,2,0.02,43,0.48,-,-,57,0.64,12,0.13,-,-,21,0.95,-,-,1,0.1,2,0.2,-,-
Aichi,1,0.01,97,,32,0.18,86,0.47,348,1.91,71,0.39,345,1.9,1,0.01,81,0.45,2,0.01,49,0.27,52,0.29,1,0.03,10,0.29,1,0.08,-,-,15,1.15,1,0.08
Mie,4,0.06,20,,6,0.13,14,0.31,91,2.02,25,0.56,150,3.33,1,0.02,26,0.58,-,-,48,1.07,3,0.07,-,-,1,0.08,-,-,2,0.22,4,0.44,-,-
Shiga,-,-,7,,3,0.09,11,0.34,65,2.03,20,0.63,111,3.47,-,-,14,0.44,-,-,15,0.47,3,0.09,-,-,2,0.25,-,-,2,0.29,-,-,-,-
Kyoto,1,0.01,46,,12,0.16,25,0.34,125,1.69,36,0.49,134,1.81,8,0.11,33,0.45,-,-,12,0.16,10,0.14,-,-,9,0.5,-,-,1,0.14,-,-,-,-
Osaka,2,0.01,244,,64,0.32,206,1.04,554,2.78,95,0.48,218,1.1,8,0.04,103,0.52,5,0.03,55,0.28,16,0.08,-,-,28,0.54,-,-,2,0.12,5,0.29,-,-
Hyogo,1,0.01,163,,35,0.27,48,0.38,374,2.92,48,0.38,149,1.16,8,0.06,57,0.45,3,0.02,43,0.34,22,0.17,1,0.03,18,0.51,-,-,-,-,2,0.18,-,-
Nara,-,-,22,,6,0.18,10,0.29,58,1.71,15,0.44,32,0.94,1,0.03,9,0.26,-,-,4,0.12,5,0.15,-,-,5,0.56,-,-,-,-,-,-,-,-
Wakayama,-,-,40,,4,0.13,4,0.13,25,0.81,13,0.42,33,1.06,-,-,7,0.23,-,-,10,0.32,4,0.13,-,-,3,0.75,-,-,3,0.27,5,0.45,-,-
Tottori,-,-,22,,11,0.58,27,1.42,53,2.79,9,0.47,29,1.53,-,-,9,0.47,1,0.05,9,0.47,1,0.05,-,-,3,1,-,-,1,0.2,-,-,-,-
Shimane,17,0.45,45,,12,0.52,11,0.48,112,4.87,12,0.52,34,1.48,-,-,8,0.35,-,-,3,0.13,1,0.04,-,-,1,0.33,-,-,2,0.25,4,0.5,-,-
Okayama,-,-,28,,3,0.06,25,0.46,208,3.85,23,0.43,66,1.22,2,0.04,16,0.3,-,-,7,0.13,1,0.02,-,-,9,0.75,1,0.2,-,-,2,0.4,-,-
Hiroshima,-,-,78,,59,0.83,53,0.75,232,3.27,40,0.56,39,0.55,1,0.01,33,0.46,1,0.01,16,0.23,10,0.14,1,0.05,12,0.63,1,0.05,2,0.1,-,-,-,-
Yamaguchi,1,0.01,96,,7,0.15,38,0.81,157,3.34,16,0.34,18,0.38,1,0.02,28,0.6,-,-,24,0.51,4,0.09,-,-,2,0.22,-,-,1,0.11,4,0.44,-,-
Tokushima,-,-,44,,2,0.09,10,0.43,84,3.65,13,0.57,43,1.87,1,0.04,17,0.74,-,-,5,0.22,3,0.13,-,-,-,-,-,-,-,-,-,-,-,-
Kagawa,-,-,36,,5,0.17,18,0.6,70,2.33,16,0.53,25,0.83,-,-,22,0.73,-,-,12,0.4,3,0.1,-,-,2,0.67,-,-,-,-,2,0.4,-,-
Ehime,2,0.03,37,,1,0.03,29,0.78,166,4.49,9,0.24,105,2.84,-,-,22,0.59,-,-,14,0.38,5,0.14,-,-,7,0.88,-,-,-,-,2,0.33,-,-
Kochi,1,0.02,8,,8,0.27,8,0.27,41,1.37,10,0.33,80,2.67,1,0.03,10,0.33,-,-,17,0.57,40,1.33,-,-,2,0.67,-,-,1,0.13,1,0.13,-,-
Fukuoka,-,-,231,,58,0.48,114,0.95,500,4.17,54,0.45,90,0.75,1,0.01,81,0.68,7,0.06,20,0.17,102,0.85,-,-,14,0.54,-,-,1,0.08,-,-,-,-
Saga,-,-,19,,25,1.09,8,0.35,23,1,7,0.3,21,0.91,1,0.04,19,0.83,-,-,2,0.09,7,0.3,-,-,5,1.25,-,-,-,-,1,0.17,-,-
Nagasaki,1,0.01,70,,33,0.75,31,0.7,149,3.39,19,0.43,55,1.25,1,0.02,19,0.43,1,0.02,2,0.05,12,0.27,2,0.25,8,1,-,-,-,-,2,0.17,-,-
Kumamoto,-,-,126,,50,1,35,0.7,254,5.08,22,0.44,38,0.76,-,-,45,0.9,-,-,8,0.16,-,-,-,-,19,2.11,-,-,2,0.13,2,0.13,-,-
Oita,3,0.05,31,,49,1.36,17,0.47,195,5.42,28,0.78,20,0.56,-,-,20,0.56,2,0.06,12,0.33,14,0.39,-,-,3,0.6,-,-,-,-,1,0.09,-,-
Miyazaki,-,-,89,,49,1.36,28,0.78,221,6.14,30,0.83,81,2.25,5,0.14,26,0.72,-,-,29,0.81,11,0.31,-,-,21,3.5,-,-,-,-,-,-,-,-
Kagoshima,1,0.01,105,,48,0.87,49,0.89,221,4.02,46,0.84,135,2.45,1,0.02,23,0.42,-,-,12,0.22,12,0.22,-,-,6,0.86,-,-,-,-,1,0.08,-,-
Okinawa,45,0.78,9,,32,0.94,17,0.5,67,1.97,12,0.35,21,0.62,2,0.06,14,0.41,2,0.06,5,0.15,10,0.29,-,-,19,1.9,1,0.14,1,0.14,4,0.57,-,-
