"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"39th week, 2013",,,,,,"Data collected as of October 2, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,119,0.02,2962,,928,0.29,2273,0.72,8257,2.62,1381,0.44,5899,1.87,127,0.04,1495,0.48,36,0.01,1261,0.4,712,0.23,8,0.01,414,0.61,9,0.02,29,0.06,152,0.33,10,0.02
Hokkaido,-,-,95,,17,0.12,144,1.01,167,1.17,68,0.48,717,5.01,1,0.01,42,0.29,-,-,177,1.24,20,0.14,-,-,6,0.21,-,-,-,-,8,0.35,-,-
Aomori,1,0.02,15,,1,0.02,16,0.39,34,0.83,15,0.37,83,2.02,3,0.07,16,0.39,-,-,31,0.76,14,0.34,-,-,1,0.09,-,-,-,-,2,0.33,-,-
Iwate,-,-,57,,2,0.05,30,0.75,82,2.05,19,0.48,130,3.25,7,0.18,21,0.53,1,0.03,29,0.73,16,0.4,-,-,4,0.29,1,0.05,-,-,19,1,-,-
Miyagi,-,-,58,,8,0.14,48,0.83,107,1.84,17,0.29,218,3.76,9,0.16,30,0.52,-,-,48,0.83,10,0.17,-,-,2,0.17,-,-,-,-,11,0.92,-,-
Akita,-,-,10,,-,-,18,0.51,52,1.49,4,0.11,94,2.69,-,-,8,0.23,-,-,32,0.91,9,0.26,-,-,4,0.57,-,-,-,-,6,0.75,-,-
Yamagata,-,-,42,,15,0.5,39,1.3,44,1.47,3,0.1,107,3.57,-,-,15,0.5,-,-,22,0.73,-,-,-,-,2,0.25,1,0.1,-,-,8,0.8,1,0.1
Fukushima,1,0.01,70,,7,0.16,37,0.82,64,1.42,25,0.56,116,2.58,1,0.02,29,0.64,-,-,30,0.67,27,0.6,-,-,4,0.33,-,-,-,-,6,0.86,-,-
Ibaraki,4,0.03,39,,9,0.12,76,1.01,390,5.2,27,0.36,76,1.01,2,0.03,25,0.33,-,-,8,0.11,5,0.07,-,-,22,1.29,-,-,-,-,2,0.15,-,-
