"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10th week, 2018",,,,,,"Data collected as of March 14, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Tochigi,838,11.03,9,0.19,6,0.13,81,1.69,130,2.71,13,0.27,1,0.02,6,0.13,17,0.35,-,-,1,0.02,-,-,5,0.42,-,-,1,0.14,1,0.14,-,-,2,0.29
Gunma,1141,12.97,11,0.2,15,0.28,127,2.35,249,4.61,11,0.2,9,0.17,3,0.06,22,0.41,-,-,15,0.28,-,-,17,1.21,-,-,-,-,1,0.11,-,-,5,0.56
Saitama,2148,8.39,72,0.44,38,0.23,580,3.58,931,5.75,65,0.4,9,0.06,6,0.04,67,0.41,1,0.01,10,0.06,-,-,16,0.41,-,-,-,-,2,0.2,-,-,1,0.1
Chiba,2091,9.77,22,0.16,26,0.19,421,3.12,511,3.79,48,0.36,2,0.01,15,0.11,43,0.32,1,0.01,7,0.05,-,-,12,0.34,-,-,1,0.11,1,0.11,-,-,3,0.33
Tokyo,3258,7.91,57,0.22,39,0.15,627,2.42,1221,4.71,83,0.32,12,0.05,20,0.08,101,0.39,-,-,20,0.08,1,0.03,6,0.16,-,-,-,-,3,0.12,5,0.2,6,0.24
Kanagawa,3015,8.76,53,0.25,24,0.11,480,2.24,882,4.12,56,0.26,10,0.05,30,0.14,84,0.39,2,0.01,18,0.08,-,-,57,1.24,-,-,-,-,3,0.25,-,-,2,0.17
Niigata,1766,19.62,19,0.33,40,0.7,258,4.53,163,2.86,15,0.26,9,0.16,8,0.14,31,0.54,-,-,16,0.28,-,-,20,2,-,-,-,-,-,-,1,0.08,1,0.08
Toyama,932,19.42,27,0.93,21,0.72,54,1.86,147,5.07,7,0.24,9,0.31,4,0.14,10,0.34,-,-,2,0.07,-,-,-,-,1,0.2,-,-,1,0.2,-,-,1,0.2
Ishikawa,946,19.71,6,0.21,15,0.52,195,6.72,120,4.14,6,0.21,6,0.21,15,0.52,14,0.48,-,-,-,-,-,-,-,-,-,-,-,-,2,0.4,-,-,-,-
Fukui,678,21.19,10,0.45,10,0.45,104,4.73,100,4.55,17,0.77,-,-,-,-,13,0.59,-,-,7,0.32,-,-,-,-,1,0.17,-,-,-,-,-,-,3,0.5
Yamanashi,532,12.98,1,0.04,4,0.17,43,1.79,64,2.67,5,0.21,6,0.25,1,0.04,7,0.29,-,-,3,0.13,-,-,3,0.33,-,-,-,-,1,0.1,-,-,-,-
Nagano,1569,18.03,8,0.15,5,0.09,133,2.46,259,4.8,6,0.11,2,0.04,1,0.02,17,0.31,-,-,11,0.2,2,0.18,5,0.45,-,-,-,-,3,0.27,-,-,1,0.09
Gifu,1038,11.93,6,0.11,3,0.06,63,1.19,193,3.64,8,0.15,2,0.04,2,0.04,14,0.26,-,-,13,0.25,-,-,3,0.27,-,-,-,-,1,0.2,-,-,4,0.8
Shizuoka,1730,12.45,27,0.3,7,0.08,151,1.7,400,4.49,15,0.17,4,0.04,3,0.03,20,0.22,1,0.01,22,0.25,-,-,7,0.32,-,-,-,-,1,0.1,-,-,-,-
Aichi,2852,14.63,33,0.18,27,0.15,304,1.67,830,4.56,31,0.17,9,0.05,4,0.02,42,0.23,1,0.01,19,0.1,-,-,8,0.23,-,-,-,-,1,0.07,-,-,3,0.2
Mie,880,12.22,17,0.38,18,0.4,109,2.42,209,4.64,12,0.27,2,0.04,-,-,13,0.29,-,-,3,0.07,-,-,-,-,-,-,-,-,1,0.11,-,-,-,-
Shiga,628,11.85,8,0.25,6,0.19,47,1.47,125,3.91,3,0.09,4,0.13,-,-,15,0.47,-,-,10,0.31,-,-,4,0.5,-,-,-,-,-,-,-,-,-,-
Kyoto,1357,10.77,16,0.21,17,0.22,111,1.44,338,4.39,6,0.08,1,0.01,1,0.01,14,0.18,-,-,3,0.04,-,-,7,0.39,1,0.14,-,-,-,-,-,-,4,0.57
Osaka,3086,10.08,116,0.58,48,0.24,398,1.99,1020,5.1,81,0.41,12,0.06,12,0.06,62,0.31,4,0.02,16,0.08,-,-,19,0.37,-,-,1,0.06,1,0.06,-,-,5,0.29
Hyogo,2132,10.71,44,0.34,38,0.29,201,1.56,747,5.79,17,0.13,4,0.03,4,0.03,26,0.2,1,0.01,10,0.08,1,0.03,20,0.57,-,-,1,0.07,3,0.21,-,-,6,0.43
Nara,519,9.61,5,0.15,10,0.29,74,2.18,184,5.41,4,0.12,1,0.03,3,0.09,14,0.41,-,-,-,-,-,-,3,0.3,-,-,-,-,2,0.33,-,-,-,-
Wakayama,396,8.08,13,0.43,5,0.17,25,0.83,70,2.33,4,0.13,1,0.03,1,0.03,6,0.2,1,0.03,4,0.13,-,-,1,0.25,-,-,-,-,-,-,2,0.18,4,0.36
Tottori,363,12.52,1,0.05,5,0.26,100,5.26,122,6.42,-,-,-,-,1,0.05,5,0.26,-,-,-,-,-,-,1,0.2,-,-,-,-,-,-,-,-,-,-
Shimane,438,11.53,6,0.26,1,0.04,61,2.65,122,5.3,2,0.09,2,0.09,-,-,14,0.61,1,0.04,3,0.13,-,-,-,-,-,-,1,0.13,-,-,-,-,4,0.5
Okayama,1165,13.87,8,0.15,9,0.17,124,2.3,390,7.22,16,0.3,4,0.07,1,0.02,16,0.3,1,0.02,3,0.06,-,-,4,0.33,-,-,-,-,-,-,-,-,1,0.2
Hiroshima,1145,9.96,21,0.29,29,0.4,197,2.74,729,10.13,7,0.1,3,0.04,-,-,22,0.31,-,-,7,0.1,1,0.05,13,0.68,-,-,-,-,-,-,-,-,29,1.38
Yamaguchi,828,12.18,60,1.25,23,0.48,133,2.77,295,6.15,8,0.17,2,0.04,-,-,22,0.46,1,0.02,2,0.04,-,-,2,0.22,-,-,-,-,1,0.11,-,-,-,-
Tokushima,504,13.62,16,0.7,3,0.13,48,2.09,89,3.87,3,0.13,-,-,-,-,17,0.74,1,0.04,-,-,-,-,1,0.25,-,-,-,-,1,0.14,-,-,-,-
Kagawa,547,11.64,9,0.32,10,0.36,51,1.82,142,5.07,6,0.21,1,0.04,-,-,17,0.61,-,-,4,0.14,-,-,2,0.4,-,-,-,-,-,-,-,-,-,-
Ehime,885,14.51,22,0.59,5,0.14,89,2.41,247,6.68,1,0.03,-,-,3,0.08,16,0.43,-,-,3,0.08,-,-,6,0.75,-,-,-,-,1,0.17,-,-,2,0.33
Kochi,653,13.6,6,0.2,7,0.23,40,1.33,94,3.13,1,0.03,8,0.27,1,0.03,9,0.3,-,-,1,0.03,-,-,-,-,-,-,-,-,1,0.13,1,0.13,1,0.13
Fukuoka,1761,8.89,123,1.03,45,0.38,504,4.2,1033,8.61,55,0.46,74,0.62,1,0.01,66,0.55,4,0.03,20,0.17,-,-,18,0.69,2,0.13,-,-,2,0.13,-,-,-,-
Saga,371,9.76,8,0.36,8,0.36,35,1.59,76,3.45,4,0.18,6,0.27,-,-,12,0.55,-,-,1,0.05,-,-,7,1.75,-,-,-,-,-,-,-,-,2,0.33
Nagasaki,652,9.31,21,0.48,15,0.34,152,3.45,289,6.57,11,0.25,17,0.39,1,0.02,6,0.14,-,-,-,-,-,-,1,0.13,-,-,-,-,3,0.25,-,-,1,0.08
Kumamoto,622,7.78,29,0.58,16,0.32,86,1.72,337,6.74,6,0.12,6,0.12,-,-,19,0.38,8,0.16,9,0.18,-,-,10,1.11,-,-,1,0.07,1,0.07,-,-,1,0.07
Oita,499,8.6,13,0.36,4,0.11,71,1.97,330,9.17,14,0.39,3,0.08,-,-,19,0.53,-,-,6,0.17,-,-,1,0.2,-,-,-,-,-,-,-,-,8,0.73
Miyazaki,529,8.97,35,0.97,34,0.94,65,1.81,497,13.81,11,0.31,37,1.03,3,0.08,24,0.67,3,0.08,24,0.67,-,-,12,2,-,-,-,-,-,-,-,-,18,2.57
Kagoshima,788,8.47,78,1.42,65,1.18,209,3.8,450,8.18,22,0.4,50,0.91,4,0.07,24,0.44,1,0.02,34,0.62,-,-,9,1.29,-,-,-,-,3,0.25,-,-,-,-
Okinawa,1121,19.67,56,1.65,7,0.21,77,2.26,143,4.21,43,1.26,25,0.74,4,0.12,17,0.5,1,0.03,4,0.12,1,0.11,15,1.67,1,0.14,1,0.14,-,-,-,-,-,-
