"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10th week, 2018",,,,,,"Data collected as of March 14, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,59575,12.05,1282,0.41,861,0.27,8317,2.64,15770,5,826,0.26,421,0.13,180,0.06,1090,0.35,36,0.01,396,0.13,8,0.01,367,0.53,6,0.01,8,0.02,58,0.12,9,0.02,134,0.28
Hokkaido,4304,19.39,122,0.88,65,0.47,730,5.25,226,1.63,25,0.18,11,0.08,1,0.01,22,0.16,-,-,10,0.07,1,0.03,6,0.21,-,-,1,0.04,2,0.09,-,-,3,0.13
Aomori,1072,16.49,6,0.14,9,0.21,70,1.67,166,3.95,4,0.1,17,0.4,-,-,12,0.29,-,-,15,0.36,-,-,5,0.45,-,-,-,-,2,0.33,-,-,7,1.17
Iwate,1222,18.8,5,0.13,4,0.1,173,4.33,192,4.8,6,0.15,6,0.15,5,0.13,11,0.28,-,-,7,0.18,-,-,8,0.57,-,-,-,-,1,0.05,-,-,-,-
Miyagi,1819,19.15,11,0.19,19,0.32,234,3.97,261,4.42,12,0.2,8,0.14,5,0.08,17,0.29,-,-,5,0.08,1,0.08,1,0.08,-,-,-,-,4,0.33,-,-,1,0.08
Akita,1300,24.07,5,0.14,12,0.34,59,1.69,90,2.57,8,0.23,1,0.03,2,0.06,2,0.06,-,-,11,0.31,-,-,1,0.14,-,-,-,-,2,0.25,-,-,1,0.13
Yamagata,833,17.35,5,0.17,12,0.4,105,3.5,149,4.97,12,0.4,18,0.6,2,0.07,21,0.7,2,0.07,3,0.1,-,-,3,0.38,-,-,-,-,1,0.1,-,-,2,0.2
Fukushima,1323,17.18,24,0.52,16,0.35,125,2.72,132,2.87,16,0.35,7,0.15,6,0.13,14,0.3,-,-,10,0.22,-,-,12,1,-,-,-,-,2,0.29,-,-,1,0.14
Ibaraki,1299,10.83,12,0.16,16,0.21,193,2.57,276,3.68,20,0.27,-,-,1,0.01,14,0.19,1,0.01,4,0.05,-,-,16,0.94,-,-,-,-,3,0.23,-,-,1,0.08
