"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10th week, 2018",,,,,,"Data collected as of March 14, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Niigata,28282,314.24,248,4.35,442,7.75,1811,31.77,1915,33.6,237,4.16,93,1.63,91,1.6,224,3.93,14,0.25,185,3.25,4,0.4,143,14.3,-,-,-,-,19,1.46,1,0.08,3,0.23
Toyama,12924,269.25,171,5.9,303,10.45,456,15.72,1545,53.28,93,3.21,98,3.38,22,0.76,97,3.34,3,0.1,14,0.48,-,-,15,2.14,2,0.4,-,-,14,2.8,-,-,3,0.6
Ishikawa,12679,264.15,112,3.86,211,7.28,1336,46.07,1300,44.83,155,5.34,45,1.55,53,1.83,96,3.31,-,-,20,0.69,-,-,21,3,1,0.2,1,0.2,33,6.6,-,-,1,0.2
Fukui,9868,308.38,70,3.18,80,3.64,792,36,1325,60.23,47,2.14,55,2.5,1,0.05,76,3.45,4,0.18,29,1.32,-,-,4,1.33,4,0.67,-,-,1,0.17,2,0.33,4,0.67
Yamanashi,13968,340.68,50,2.08,33,1.38,507,21.13,1068,44.5,40,1.67,57,2.38,12,0.5,33,1.38,2,0.08,30,1.25,-,-,35,3.89,1,0.1,1,0.1,12,1.2,1,0.1,1,0.1
Nagano,29817,346.71,197,3.72,51,0.96,1256,23.7,2569,48.47,141,2.66,62,1.17,14,0.26,113,2.13,4,0.08,108,2.04,4,0.36,36,3.27,1,0.09,-,-,19,1.73,-,-,19,1.73
Gifu,23832,277.12,129,2.48,141,2.71,573,11.02,1874,36.04,79,1.52,61,1.17,6,0.12,124,2.38,-,-,101,1.94,-,-,29,2.64,1,0.2,-,-,13,2.6,-,-,12,2.4
Shizuoka,47828,344.09,250,2.81,146,1.64,1567,17.61,4425,49.72,116,1.3,44,0.49,21,0.24,206,2.31,9,0.1,233,2.62,-,-,115,5.23,1,0.1,3,0.3,14,1.4,1,0.1,2,0.2
Aichi,74439,381.74,524,2.88,338,1.86,3139,17.25,8172,44.9,359,1.97,141,0.77,49,0.27,442,2.43,14,0.08,233,1.28,1,0.03,143,4.09,3,0.2,1,0.07,28,1.87,1,0.07,33,2.2
Mie,25343,351.99,275,6.11,229,5.09,831,18.47,2356,52.36,96,2.13,30,0.67,6,0.13,140,3.11,8,0.18,50,1.11,-,-,7,0.58,2,0.22,4,0.44,12,1.33,1,0.11,3,0.33
Shiga,16508,317.46,96,3.1,55,1.77,369,11.9,973,31.39,68,2.19,37,1.19,7,0.23,86,2.77,8,0.26,79,2.55,-,-,22,2.75,1,0.14,3,0.43,-,-,-,-,3,0.43
Kyoto,37445,299.56,182,2.36,124,1.61,973,12.64,3213,41.73,125,1.62,69,0.9,17,0.22,153,1.99,14,0.18,50,0.65,2,0.12,52,3.06,1,0.14,-,-,16,2.29,-,-,11,1.57
Osaka,84146,276.8,1277,6.45,404,2.04,3573,18.05,9637,48.67,550,2.78,103,0.52,104,0.53,591,2.98,46,0.23,243,1.23,8,0.15,198,3.81,3,0.18,4,0.24,21,1.24,1,0.06,32,1.88
Hyogo,61388,308.48,730,5.66,433,3.36,1803,13.98,7269,56.35,362,2.81,72,0.56,37,0.29,330,2.56,12,0.09,107,0.83,8,0.23,159,4.54,8,0.57,6,0.43,23,1.64,2,0.14,41,2.93
Nara,14875,275.46,188,5.53,82,2.41,598,17.59,1660,48.82,83,2.44,29,0.85,17,0.5,117,3.44,21,0.62,17,0.5,-,-,18,1.8,2,0.33,2,0.33,8,1.33,-,-,15,2.5
Wakayama,13996,285.63,127,4.23,91,3.03,265,8.83,921,30.7,44,1.47,7,0.23,10,0.33,84,2.8,7,0.23,46,1.53,3,0.75,11,2.75,2,0.18,2,0.18,8,0.73,3,0.27,21,1.91
Tottori,9682,333.86,27,1.42,61,3.21,1187,62.47,922,48.53,39,2.05,24,1.26,11,0.58,52,2.74,3,0.16,2,0.11,1,0.2,7,1.4,2,0.4,1,0.2,3,0.6,-,-,3,0.6
Shimane,9107,239.66,50,2.17,41,1.78,684,29.74,1120,48.7,28,1.22,63,2.74,3,0.13,87,3.78,5,0.22,63,2.74,-,-,2,0.67,2,0.25,2,0.25,4,0.5,-,-,9,1.13
Okayama,26359,313.8,103,1.91,96,1.78,1021,18.91,3363,62.28,86,1.59,69,1.28,11,0.2,154,2.85,3,0.06,40,0.74,5,0.42,45,3.75,2,0.4,-,-,3,0.6,-,-,6,1.2
Hiroshima,31661,277.73,250,3.52,248,3.49,1625,22.89,5383,75.82,160,2.25,87,1.23,14,0.2,183,2.58,10,0.14,54,0.76,4,0.21,116,6.11,2,0.1,-,-,10,0.48,-,-,132,6.29
Yamaguchi,25239,371.16,494,10.29,185,3.85,1231,25.65,2385,49.69,96,2,50,1.04,7,0.15,167,3.48,3,0.06,94,1.96,-,-,54,6,1,0.11,2,0.22,9,1,-,-,26,2.89
Tokushima,11119,300.51,192,8.35,94,4.09,384,16.7,970,42.17,39,1.7,27,1.17,12,0.52,125,5.43,5,0.22,57,2.48,-,-,11,2.75,1,0.14,-,-,5,0.71,-,-,-,-
Kagawa,13702,291.53,114,4.07,79,2.82,542,19.36,1542,55.07,52,1.86,36,1.29,3,0.11,102,3.64,12,0.43,34,1.21,1,0.2,28,5.6,1,0.2,1,0.2,14,2.8,-,-,2,0.4
Ehime,21410,350.98,178,4.81,43,1.16,1223,33.05,2487,67.22,69,1.86,29,0.78,7,0.19,165,4.46,5,0.14,90,2.43,-,-,112,14,-,-,-,-,31,5.17,-,-,4,0.67
Kochi,20017,417.02,114,3.8,39,1.3,432,14.4,939,31.3,49,1.63,105,3.5,10,0.33,69,2.3,4,0.13,4,0.13,-,-,6,2,1,0.13,1,0.13,15,1.88,6,0.75,7,0.88
Fukuoka,86506,436.9,811,6.76,430,3.58,4137,34.48,7960,66.33,489,4.08,491,4.09,37,0.31,601,5.01,25,0.21,233,1.94,1,0.04,218,8.38,5,0.33,2,0.13,27,1.8,-,-,20,1.33
Saga,14651,385.55,109,4.95,123,5.59,401,18.23,878,39.91,54,2.45,142,6.45,5,0.23,139,6.32,1,0.05,11,0.5,-,-,36,9,2,0.33,1,0.17,5,0.83,-,-,13,2.17
Nagasaki,25585,365.5,137,3.11,96,2.18,1172,26.64,1985,45.11,152,3.45,432,9.82,9,0.2,126,2.86,5,0.11,18,0.41,2,0.25,27,3.38,-,-,2,0.17,17,1.42,-,-,8,0.67
Kumamoto,28532,356.65,197,3.94,272,5.44,632,12.64,3458,69.16,116,2.32,124,2.48,8,0.16,279,5.58,43,0.86,47,0.94,-,-,111,12.33,3,0.2,4,0.27,13,0.87,-,-,8,0.53
Oita,25960,447.59,138,3.83,63,1.75,654,18.17,5205,144.58,158,4.39,91,2.53,5,0.14,162,4.5,5,0.14,106,2.94,-,-,33,6.6,1,0.09,-,-,12,1.09,-,-,19,1.73
Miyazaki,26395,447.37,301,8.36,210,5.83,559,15.53,3540,98.33,96,2.67,238,6.61,15,0.42,230,6.39,16,0.44,238,6.61,-,-,128,21.33,-,-,-,-,2,0.29,-,-,72,10.29
Kagoshima,39220,421.72,460,8.36,498,9.05,1545,28.09,4416,80.29,240,4.36,345,6.27,17,0.31,167,3.04,15,0.27,422,7.67,1,0.14,43,6.14,-,-,1,0.08,6,0.5,-,-,2,0.17
Okinawa,24884,436.56,175,5.15,64,1.88,571,16.79,1078,31.71,204,6,217,6.38,8,0.24,92,2.71,10,0.29,36,1.06,2,0.22,110,12.22,8,1.14,15,2.14,6,0.86,1,0.14,11,1.57
