"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47th week, 2014",,,,,,"Data collected as of November 26, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,4619,0.94,5151,,1658,0.53,7781,2.49,23219,7.42,3435,1.1,2548,0.81,902,0.29,1737,0.55,40,0.01,292,0.09,883,0.28,7,0.01,370,0.55,4,0.01,8,0.02,181,0.38,5,0.01,8,0.02
Hokkaido,117,0.52,276,,313,2.19,637,4.45,437,3.06,239,1.67,169,1.18,40,0.28,43,0.3,2,0.01,28,0.2,58,0.41,-,-,18,0.64,-,-,-,-,13,0.57,-,-,2,0.09
Aomori,2,0.03,42,,40,0.95,35,0.83,189,4.5,46,1.1,6,0.14,26,0.62,22,0.52,-,-,1,0.02,1,0.02,-,-,5,0.45,-,-,-,-,5,0.83,-,-,1,0.17
Iwate,397,6.2,66,,8,0.2,167,4.18,166,4.15,50,1.25,2,0.05,32,0.8,22,0.55,-,-,1,0.03,7,0.18,-,-,6,0.43,-,-,-,-,16,0.84,-,-,-,-
Miyagi,19,0.2,151,,20,0.34,169,2.91,283,4.88,64,1.1,36,0.62,75,1.29,36,0.62,-,-,2,0.03,15,0.26,-,-,5,0.42,1,0.08,-,-,10,0.83,-,-,-,-
Akita,15,0.28,41,,7,0.2,58,1.66,105,3,38,1.09,2,0.06,1,0.03,10,0.29,-,-,-,-,7,0.2,-,-,1,0.14,-,-,-,-,8,1,-,-,-,-
Yamagata,49,1.02,120,,33,1.1,100,3.33,246,8.2,77,2.57,83,2.77,-,-,15,0.5,2,0.07,-,-,16,0.53,-,-,1,0.13,-,-,-,-,1,0.1,-,-,-,-
Fukushima,210,2.76,135,,26,0.58,95,2.11,149,3.31,69,1.53,51,1.13,30,0.67,26,0.58,-,-,6,0.13,49,1.09,-,-,12,1,-,-,-,-,2,0.29,1,0.14,-,-
Ibaraki,60,0.5,114,,13,0.17,164,2.19,440,5.87,52,0.69,85,1.13,15,0.2,16,0.21,1,0.01,2,0.03,5,0.07,-,-,5,0.29,-,-,-,-,1,0.08,-,-,-,-
Tochigi,36,0.47,109,,7,0.15,68,1.42,163,3.4,27,0.56,44,0.92,8,0.17,27,0.56,-,-,6,0.13,13,0.27,-,-,20,1.67,-,-,1,0.14,8,1.14,-,-,-,-
Gunma,59,0.6,115,,31,0.52,179,2.98,264,4.4,40,0.67,53,0.88,19,0.32,25,0.42,-,-,3,0.05,9,0.15,-,-,24,1.85,-,-,-,-,9,1.13,-,-,-,-
Saitama,435,1.83,310,,64,0.42,405,2.66,1246,8.2,161,1.06,97,0.64,75,0.49,111,0.73,2,0.01,12,0.08,58,0.38,-,-,15,0.37,-,-,-,-,6,0.6,-,-,-,-
Chiba,335,1.63,125,,51,0.39,367,2.82,1053,8.1,156,1.2,142,1.09,52,0.4,59,0.45,7,0.05,14,0.11,45,0.35,1,0.03,16,0.53,-,-,1,0.11,2,0.22,1,0.11,-,-
Tokyo,791,1.92,382,,157,0.6,706,2.69,2202,8.4,229,0.87,146,0.56,167,0.64,149,0.57,4,0.02,22,0.08,52,0.2,-,-,27,0.71,-,-,1,0.04,10,0.4,1,0.04,-,-
Kanagawa,614,1.96,156,,67,0.34,435,2.19,1864,9.37,257,1.29,108,0.54,147,0.74,119,0.6,1,0.01,3,0.02,28,0.14,-,-,39,0.95,-,-,-,-,-,-,-,-,-,-
Niigata,31,0.32,133,,78,1.28,237,3.89,434,7.11,124,2.03,22,0.36,25,0.41,36,0.59,-,-,39,0.64,19,0.31,-,-,4,0.4,-,-,-,-,2,0.15,1,0.08,-,-
Toyama,10,0.21,68,,44,1.52,73,2.52,201,6.93,21,0.72,29,1,2,0.07,14,0.48,-,-,4,0.14,1,0.03,-,-,2,0.29,-,-,-,-,9,1.8,-,-,-,-
Ishikawa,21,0.44,97,,16,0.55,77,2.66,262,9.03,49,1.69,17,0.59,13,0.45,15,0.52,-,-,1,0.03,8,0.28,-,-,1,0.14,-,-,-,-,8,1.6,-,-,-,-
Fukui,28,0.88,31,,13,0.59,61,2.77,307,13.95,38,1.73,17,0.77,-,-,8,0.36,-,-,2,0.09,13,0.59,-,-,1,0.33,-,-,-,-,-,-,-,-,-,-
