"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"45th week, 2018",,,,,,"Data collected as of November 14, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1705,0.35,1880,0.6,1415,0.45,7671,2.43,17200,5.44,1208,0.38,2389,0.76,2030,0.64,1459,0.46,658,0.21,396,0.13,8,0.01,605,0.87,8,0.02,19,0.04,166,0.35,1,0,10,0.02
Hokkaido,37,0.17,143,1.02,58,0.41,515,3.68,278,1.99,66,0.47,107,0.76,17,0.12,38,0.27,54,0.39,10,0.07,-,-,19,0.68,-,-,-,-,18,0.78,-,-,1,0.04
Aomori,35,0.54,22,0.52,17,0.4,34,0.81,152,3.62,6,0.14,39,0.93,31,0.74,14,0.33,3,0.07,13,0.31,-,-,4,0.36,-,-,1,0.17,6,1,-,-,-,-
Iwate,13,0.2,49,1.23,30,0.75,91,2.28,127,3.18,12,0.3,73,1.83,42,1.05,16,0.4,16,0.4,13,0.33,-,-,11,0.79,-,-,-,-,11,0.58,-,-,1,0.05
Miyagi,51,0.54,41,0.69,23,0.39,197,3.34,290,4.92,52,0.88,57,0.97,292,4.95,45,0.76,13,0.22,5,0.08,1,0.08,3,0.25,-,-,-,-,7,0.58,-,-,-,-
Akita,-,-,28,0.8,17,0.49,44,1.26,80,2.29,17,0.49,11,0.31,5,0.14,8,0.23,7,0.2,1,0.03,-,-,1,0.14,-,-,-,-,11,1.38,-,-,-,-
Yamagata,18,0.38,64,2.13,19,0.63,102,3.4,127,4.23,30,1,13,0.43,20,0.67,24,0.8,5,0.17,2,0.07,-,-,-,-,1,0.1,-,-,3,0.3,-,-,-,-
Fukushima,9,0.11,85,1.7,18,0.36,116,2.32,185,3.7,39,0.78,32,0.64,30,0.6,35,0.7,10,0.2,6,0.12,-,-,18,1.38,-,-,-,-,-,-,-,-,-,-
Ibaraki,55,0.46,40,0.53,32,0.43,123,1.64,241,3.21,26,0.35,38,0.51,26,0.35,19,0.25,13,0.17,9,0.12,-,-,18,1.06,-,-,-,-,4,0.31,-,-,-,-
Tochigi,17,0.22,41,0.85,8,0.17,115,2.4,79,1.65,5,0.1,37,0.77,38,0.79,26,0.54,11,0.23,3,0.06,-,-,4,0.33,-,-,-,-,-,-,-,-,-,-
Gunma,-,-,40,0.74,33,0.61,121,2.24,348,6.44,14,0.26,16,0.3,16,0.3,42,0.78,5,0.09,5,0.09,-,-,7,0.47,-,-,1,0.11,2,0.22,-,-,-,-
Saitama,158,0.62,91,0.56,42,0.26,565,3.49,946,5.84,82,0.51,193,1.19,165,1.02,96,0.59,24,0.15,27,0.17,-,-,39,0.95,-,-,1,0.09,1,0.09,-,-,-,-
