"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8th week, 2016",,,,,,"Data collected as of March 2, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,178685,36.12,1032,,1015,0.32,10140,3.21,19909,6.31,1061,0.34,76,0.02,1449,0.46,1067,0.34,37,0.01,39,0.01,2526,0.8,7,0.01,389,0.57,5,0.01,15,0.03,228,0.48,12,0.03,213,0.45
Hokkaido,6629,29.33,36,,30,0.21,851,5.99,360,2.54,49,0.35,8,0.06,102,0.72,26,0.18,-,-,2,0.01,192,1.35,-,-,12,0.43,-,-,-,-,10,0.43,-,-,9,0.39
Aomori,1098,16.89,-,,17,0.4,81,1.93,149,3.55,18,0.43,1,0.02,4,0.1,13,0.31,-,-,-,-,27,0.64,-,-,6,0.55,-,-,-,-,4,0.67,-,-,3,0.5
Iwate,1746,26.86,5,,7,0.18,241,6.03,353,8.83,20,0.5,-,-,8,0.2,16,0.4,-,-,-,-,17,0.43,-,-,5,0.36,-,-,-,-,1,0.05,-,-,2,0.11
Miyagi,2827,29.76,13,,12,0.2,432,7.32,358,6.07,27,0.46,1,0.02,7,0.12,26,0.44,-,-,-,-,25,0.42,-,-,-,-,-,-,-,-,7,0.58,-,-,-,-
Akita,755,13.98,1,,11,0.31,62,1.77,159,4.54,3,0.09,-,-,85,2.43,4,0.11,-,-,-,-,2,0.06,-,-,3,0.43,-,-,-,-,3,0.38,-,-,16,2
Yamagata,1462,30.46,1,,12,0.4,241,8.03,226,7.53,18,0.6,2,0.07,55,1.83,22,0.73,-,-,-,-,44,1.47,-,-,-,-,-,-,-,-,4,0.4,-,-,-,-
Fukushima,2523,32.77,12,,6,0.13,108,2.35,158,3.43,15,0.33,3,0.07,24,0.52,17,0.37,-,-,-,-,5,0.11,-,-,4,0.33,-,-,-,-,2,0.29,-,-,-,-
Ibaraki,3282,27.35,6,,13,0.17,154,2.05,482,6.43,16,0.21,1,0.01,20,0.27,14,0.19,-,-,1,0.01,77,1.03,-,-,17,1,-,-,1,0.08,5,0.38,-,-,-,-
