"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14th week, 2015",,,,,,"Data collected as of April 8, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,10547,2.14,764,,970,0.31,6707,2.13,19318,6.13,1671,0.53,1406,0.45,1463,0.46,1513,0.48,37,0.01,111,0.04,1057,0.34,7,0.01,364,0.53,9,0.02,10,0.02,101,0.21,6,0.01,274,0.58
Hokkaido,552,2.43,59,,82,0.57,432,3.02,448,3.13,57,0.4,49,0.34,62,0.43,42,0.29,1,0.01,-,-,73,0.51,-,-,7,0.25,-,-,1,0.04,2,0.09,-,-,15,0.65
Aomori,72,1.11,8,,10,0.24,84,2,143,3.4,10,0.24,20,0.48,30,0.71,13,0.31,-,-,-,-,4,0.1,-,-,8,0.73,-,-,-,-,1,0.17,-,-,4,0.67
Iwate,114,1.75,7,,15,0.38,96,2.4,192,4.8,33,0.83,1,0.03,13,0.33,13,0.33,1,0.03,-,-,3,0.08,-,-,2,0.14,-,-,-,-,2,0.11,-,-,5,0.26
Miyagi,211,2.18,4,,17,0.28,96,1.6,323,5.38,40,0.67,16,0.27,38,0.63,34,0.57,-,-,-,-,4,0.07,-,-,6,0.5,-,-,-,-,6,0.5,-,-,5,0.42
Akita,119,2.2,2,,8,0.23,25,0.71,70,2,10,0.29,-,-,7,0.2,6,0.17,-,-,-,-,6,0.17,-,-,2,0.29,-,-,-,-,1,0.13,-,-,-,-
Yamagata,174,3.63,4,,13,0.43,94,3.13,195,6.5,12,0.4,22,0.73,10,0.33,21,0.7,-,-,-,-,22,0.73,-,-,-,-,-,-,-,-,-,-,-,-,2,0.2
Fukushima,282,3.71,17,,17,0.36,112,2.38,235,5,28,0.6,23,0.49,27,0.57,28,0.6,-,-,2,0.04,23,0.49,-,-,6,0.5,-,-,-,-,3,0.43,-,-,5,0.71
Ibaraki,143,1.19,9,,21,0.28,167,2.2,503,6.62,25,0.33,7,0.09,28,0.37,28,0.37,-,-,3,0.04,14,0.18,-,-,12,0.71,-,-,-,-,-,-,-,-,6,0.46
