"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1st week, 2016",,,,,,"Data collected as of January 13, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,9964,2.02,3630,,1696,0.54,6771,2.16,24300,7.74,2736,0.87,164,0.05,2610,0.83,1239,0.39,41,0.01,45,0.01,3771,1.2,9,0.01,689,1.01,10,0.02,15,0.03,429,0.91,9,0.02,55,0.12
Hokkaido,1093,4.84,147,,116,0.82,491,3.46,433,3.05,101,0.71,17,0.12,273,1.92,39,0.27,2,0.01,1,0.01,306,2.15,-,-,6,0.21,1,0.04,-,-,11,0.48,-,-,11,0.48
Aomori,142,2.18,31,,23,0.55,52,1.24,201,4.79,14,0.33,-,-,24,0.57,14,0.33,-,-,-,-,38,0.9,-,-,7,0.64,2,0.33,1,0.17,3,0.5,-,-,-,-
Iwate,156,2.4,33,,4,0.1,125,3.13,255,6.38,14,0.35,2,0.05,15,0.38,18,0.45,1,0.03,2,0.05,29,0.73,-,-,13,0.93,1,0.05,-,-,14,0.74,-,-,-,-
Miyagi,176,1.85,47,,12,0.2,157,2.66,587,9.95,66,1.12,1,0.02,24,0.41,23,0.39,-,-,-,-,51,0.86,-,-,4,0.33,-,-,-,-,18,1.5,-,-,1,0.08
Akita,424,7.85,9,,11,0.31,38,1.09,153,4.37,25,0.71,3,0.09,79,2.26,5,0.14,1,0.03,-,-,3,0.09,-,-,1,0.14,-,-,-,-,4,0.5,-,-,1,0.13
Yamagata,88,1.83,16,,25,0.83,136,4.53,336,11.2,28,0.93,5,0.17,92,3.07,27,0.9,-,-,-,-,75,2.5,-,-,3,0.38,-,-,1,0.1,3,0.3,1,0.1,-,-
Fukushima,190,2.47,51,,32,0.7,72,1.57,267,5.8,37,0.8,3,0.07,46,1,25,0.54,1,0.02,2,0.04,14,0.3,-,-,16,1.33,-,-,-,-,5,0.71,-,-,-,-
Ibaraki,275,2.29,55,,28,0.37,120,1.6,595,7.93,69,0.92,4,0.05,43,0.57,20,0.27,-,-,2,0.03,130,1.73,-,-,30,1.76,-,-,-,-,11,0.85,-,-,-,-
Tochigi,87,1.14,33,,9,0.19,77,1.6,238,4.96,31,0.65,2,0.04,42,0.88,29,0.6,-,-,-,-,33,0.69,-,-,22,1.83,-,-,-,-,4,0.57,-,-,-,-
