"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21th week, 2014",,,,,,"Data collected as of May 28, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,2756,0.56,262,,1961,0.62,9049,2.87,27855,8.83,3617,1.15,796,0.25,747,0.24,2041,0.65,26,0.01,786,0.25,912,0.29,7,0.01,395,0.58,8,0.02,12,0.03,124,0.26,6,0.01,300,0.63
Hokkaido,98,0.43,33,,139,0.97,519,3.63,1085,7.59,198,1.38,8,0.06,9,0.06,45,0.31,1,0.01,2,0.01,21,0.15,-,-,12,0.43,-,-,1,0.04,6,0.26,-,-,25,1.09
Aomori,31,0.48,-,,5,0.12,46,1.1,294,7,48,1.14,-,-,19,0.45,16,0.38,-,-,5,0.12,12,0.29,-,-,2,0.18,-,-,-,-,3,0.5,-,-,6,1
Iwate,135,2.11,2,,6,0.15,106,2.65,401,10.03,53,1.33,1,0.03,29,0.73,25,0.63,-,-,-,-,17,0.43,-,-,7,0.5,-,-,1,0.05,8,0.42,-,-,9,0.47
Miyagi,47,0.51,7,,21,0.36,143,2.47,671,11.57,30,0.52,1,0.02,48,0.83,41,0.71,1,0.02,1,0.02,17,0.29,1,0.08,5,0.42,-,-,-,-,13,1.08,-,-,1,0.08
Akita,54,0.98,10,,9,0.26,48,1.37,232,6.63,29,0.83,1,0.03,1,0.03,12,0.34,-,-,-,-,5,0.14,-,-,4,0.57,-,-,-,-,5,0.63,-,-,7,0.88
Yamagata,141,2.94,2,,18,0.6,132,4.4,357,11.9,17,0.57,3,0.1,7,0.23,21,0.7,-,-,1,0.03,21,0.7,-,-,-,-,-,-,1,0.1,3,0.3,1,0.1,10,1
Fukushima,65,0.86,11,,16,0.36,91,2.02,325,7.22,52,1.16,1,0.02,16,0.36,32,0.71,-,-,1,0.02,57,1.27,-,-,16,1.33,-,-,-,-,4,0.57,1,0.14,5,0.71
Ibaraki,6,0.05,2,,42,0.56,227,3.03,496,6.61,91,1.21,3,0.04,17,0.23,33,0.44,-,-,2,0.03,3,0.04,-,-,21,1.24,1,0.08,-,-,1,0.08,-,-,6,0.46
Tochigi,13,0.17,-,,13,0.27,74,1.54,167,3.48,55,1.15,10,0.21,8,0.17,35,0.73,-,-,-,-,7,0.15,-,-,5,0.42,-,-,-,-,2,0.29,-,-,4,0.57
Gunma,40,0.41,-,,24,0.4,189,3.15,380,6.33,55,0.92,3,0.05,2,0.03,36,0.6,-,-,2,0.03,3,0.05,1,0.07,15,1.07,-,-,-,-,1,0.13,-,-,16,2
Saitama,27,0.11,4,,87,0.55,614,3.86,1299,8.17,170,1.07,11,0.07,37,0.23,106,0.67,1,0.01,24,0.15,44,0.28,1,0.02,11,0.26,-,-,-,-,3,0.3,1,0.1,2,0.2
Chiba,55,0.26,6,,68,0.52,374,2.83,814,6.17,140,1.06,14,0.11,38,0.29,77,0.58,1,0.01,1,0.01,51,0.39,1,0.03,19,0.56,-,-,-,-,1,0.11,-,-,8,0.89
Tokyo,49,0.12,16,,144,0.55,893,3.4,1933,7.35,324,1.23,61,0.23,98,0.37,195,0.74,-,-,29,0.11,58,0.22,-,-,21,0.55,2,0.08,2,0.08,3,0.12,-,-,6,0.24
Kanagawa,42,0.13,8,,88,0.43,430,2.08,1483,7.16,247,1.19,17,0.08,161,0.78,160,0.77,1,0,13,0.06,51,0.25,1,0.02,49,1.17,-,-,-,-,1,0.1,1,0.1,7,0.7
Niigata,34,0.35,23,,52,0.85,337,5.52,632,10.36,108,1.77,3,0.05,112,1.84,45,0.74,2,0.03,1,0.02,9,0.15,-,-,4,0.4,-,-,-,-,2,0.15,1,0.08,1,0.08
Toyama,43,0.9,-,,34,1.17,111,3.83,240,8.28,59,2.03,-,-,44,1.52,11,0.38,-,-,2,0.07,5,0.17,-,-,5,0.71,1,0.2,-,-,5,1,-,-,5,1
Ishikawa,11,0.23,2,,46,1.59,122,4.21,269,9.28,57,1.97,7,0.24,10,0.34,21,0.72,-,-,3,0.1,14,0.48,-,-,1,0.14,-,-,-,-,2,0.4,-,-,9,1.8
Fukui,8,0.25,5,,38,1.73,92,4.18,310,14.09,37,1.68,1,0.05,4,0.18,13,0.59,-,-,5,0.23,12,0.55,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yamanashi,39,0.98,1,,13,0.54,51,2.13,187,7.79,26,1.08,2,0.08,-,-,10,0.42,-,-,4,0.17,-,-,-,-,2,0.22,-,-,-,-,-,-,-,-,3,0.3
Nagano,105,1.21,-,,11,0.2,182,3.37,643,11.91,116,2.15,2,0.04,4,0.07,22,0.41,-,-,10,0.19,2,0.04,-,-,11,1,1,0.09,-,-,4,0.36,-,-,16,1.45
Gifu,75,0.86,-,,18,0.34,67,1.26,308,5.81,25,0.47,19,0.36,-,-,28,0.53,-,-,3,0.06,11,0.21,-,-,1,0.09,-,-,-,-,2,0.4,-,-,4,0.8
Shizuoka,54,0.39,4,,59,0.66,235,2.64,546,6.13,95,1.07,2,0.02,25,0.28,60,0.67,-,-,6,0.07,19,0.21,-,-,15,0.68,-,-,1,0.1,5,0.5,-,-,-,-
Aichi,96,0.49,7,,77,0.43,551,3.04,1236,6.83,140,0.77,20,0.11,5,0.03,122,0.67,-,-,7,0.04,56,0.31,-,-,16,0.47,1,0.07,-,-,5,0.36,-,-,10,0.71
Mie,21,0.29,2,,30,0.67,117,2.6,570,12.67,55,1.22,11,0.24,3,0.07,36,0.8,-,-,8,0.18,13,0.29,-,-,2,0.17,-,-,-,-,-,-,-,-,3,0.33
Shiga,15,0.28,-,,12,0.38,77,2.41,356,11.13,20,0.63,1,0.03,-,-,12,0.38,-,-,16,0.5,1,0.03,-,-,2,0.25,-,-,-,-,1,0.14,-,-,5,0.71
Kyoto,46,0.37,2,,32,0.43,146,1.97,742,10.03,25,0.34,2,0.03,2,0.03,40,0.54,-,-,14,0.19,9,0.12,-,-,7,0.39,-,-,-,-,-,-,-,-,5,0.71
Osaka,145,0.47,28,,170,0.85,652,3.28,2255,11.33,220,1.11,31,0.16,9,0.05,140,0.7,1,0.01,63,0.32,36,0.18,1,0.02,12,0.23,1,0.06,1,0.06,5,0.29,-,-,15,0.88
Hyogo,83,0.42,10,,106,0.82,223,1.73,1643,12.74,138,1.07,21,0.16,16,0.12,75,0.58,1,0.01,31,0.24,45,0.35,-,-,28,0.8,1,0.08,-,-,4,0.33,-,-,3,0.25
Nara,28,0.52,-,,30,0.88,68,2,336,9.88,28,0.82,1,0.03,3,0.09,17,0.5,-,-,15,0.44,2,0.06,-,-,4,0.44,-,-,-,-,-,-,-,-,7,1.17
Wakayama,22,0.44,-,,10,0.32,31,1,257,8.29,30,0.97,1,0.03,-,-,16,0.52,-,-,10,0.32,2,0.06,-,-,3,0.75,-,-,1,0.09,6,0.55,-,-,9,0.82
Tottori,4,0.14,1,,11,0.58,95,5,184,9.68,14,0.74,-,-,1,0.05,12,0.63,2,0.11,3,0.16,3,0.16,-,-,4,1.33,-,-,-,-,-,-,-,-,3,0.6
Shimane,25,0.66,1,,19,0.83,101,4.39,209,9.09,23,1,2,0.09,-,-,16,0.7,-,-,1,0.04,1,0.04,-,-,2,0.67,-,-,-,-,1,0.13,-,-,9,1.13
Okayama,61,0.73,-,,30,0.56,99,1.83,579,10.72,36,0.67,4,0.07,-,-,29,0.54,-,-,10,0.19,8,0.15,1,0.08,2,0.17,-,-,-,-,-,-,-,-,-,-
Hiroshima,90,0.79,3,,65,0.92,198,2.79,675,9.51,77,1.08,4,0.06,4,0.06,42,0.59,-,-,21,0.3,54,0.76,-,-,18,0.95,-,-,-,-,1,0.05,1,0.05,11,0.52
Yamaguchi,69,1,2,,34,0.71,152,3.17,503,10.48,42,0.88,28,0.58,1,0.02,27,0.56,1,0.02,46,0.96,5,0.1,-,-,8,0.89,-,-,-,-,3,0.33,-,-,10,1.11
