"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5th week, 2013",,,,,,"Data collected as of February 6, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
Tokyo,15006,35.9,125,,54,0.2,584,2.21,2101,7.96,155,0.59,24,0.09,30,0.11,134,0.51,-,-,3,0.01,38,0.14,1,0.03,23,0.64,-,-,2,0.08,13,0.54,2,0.08
Kanagawa,12667,37.7,47,,30,0.14,361,1.73,1383,6.62,129,0.62,28,0.13,15,0.07,116,0.56,-,-,2,0.01,43,0.21,1,0.02,28,0.62,-,-,-,-,5,0.63,1,0.13
Niigata,4903,51.61,7,,24,0.4,179,2.98,364,6.07,52,0.87,23,0.38,11,0.18,27,0.45,-,-,8,0.13,5,0.08,2,0.2,6,0.6,-,-,-,-,9,0.69,2,0.15
Toyama,1676,34.92,11,,14,0.48,146,5.03,281,9.69,15,0.52,5,0.17,7,0.24,12,0.41,-,-,2,0.07,2,0.07,1,0.14,1,0.14,-,-,-,-,3,0.6,-,-
Ishikawa,1543,32.15,-,,14,0.48,175,6.03,182,6.28,5,0.17,13,0.45,1,0.03,9,0.31,-,-,-,-,-,-,-,-,1,0.14,-,-,-,-,10,2,-,-
Fukui,751,23.47,16,,6,0.27,65,2.95,239,10.86,29,1.32,1,0.05,-,-,11,0.5,1,0.05,1,0.05,22,1,-,-,2,0.67,-,-,-,-,1,0.17,-,-
Yamanashi,1531,38.28,6,,1,0.04,38,1.58,186,7.75,17,0.71,3,0.13,1,0.04,3,0.13,-,-,-,-,3,0.13,1,0.11,6,0.67,-,-,-,-,3,0.3,-,-
Nagano,3550,40.8,51,,3,0.06,101,1.87,383,7.09,44,0.81,2,0.04,8,0.15,21,0.39,-,-,-,-,1,0.02,-,-,8,0.73,1,0.09,-,-,11,1,-,-
Gifu,2700,31.03,23,,14,0.26,45,0.85,264,4.98,47,0.89,4,0.08,1,0.02,21,0.4,-,-,-,-,20,0.38,-,-,4,0.36,-,-,-,-,3,0.6,-,-
Shizuoka,5271,37.92,70,,10,0.11,117,1.31,779,8.75,49,0.55,15,0.17,1,0.01,46,0.52,7,0.08,-,-,14,0.16,-,-,9,0.41,-,-,-,-,6,0.6,-,-
Aichi,9413,48.27,77,,38,0.21,172,0.95,1565,8.65,149,0.82,7,0.04,8,0.04,69,0.38,3,0.02,-,-,67,0.37,1,0.03,8,0.24,1,0.07,-,-,11,0.79,-,-
Mie,2055,28.54,29,,16,0.36,66,1.47,325,7.22,48,1.07,9,0.2,3,0.07,27,0.6,-,-,-,-,26,0.58,-,-,2,0.17,-,-,-,-,2,0.22,1,0.11
Shiga,1514,28.57,19,,7,0.22,38,1.19,151,4.72,46,1.44,-,-,4,0.13,17,0.53,-,-,1,0.03,3,0.09,-,-,3,0.38,-,-,-,-,6,0.86,-,-
Kyoto,3644,29.63,21,,6,0.08,81,1.08,518,6.91,66,0.88,1,0.01,2,0.03,22,0.29,-,-,4,0.05,6,0.08,-,-,9,0.5,-,-,-,-,1,0.17,-,-
Osaka,8354,27.04,180,,34,0.17,441,2.21,1404,7.02,189,0.95,27,0.14,12,0.06,73,0.37,1,0.01,8,0.04,23,0.12,-,-,15,0.29,-,-,-,-,10,0.59,-,-
Hyogo,7257,36.47,58,,41,0.32,117,0.91,1086,8.42,158,1.22,1,0.01,9,0.07,46,0.36,1,0.01,-,-,11,0.09,-,-,11,0.31,-,-,-,-,15,1.36,2,0.18
Nara,1489,27.07,10,,9,0.26,33,0.94,177,5.06,24,0.69,-,-,2,0.06,7,0.2,-,-,-,-,1,0.03,-,-,1,0.11,1,0.17,-,-,2,0.33,-,-
Wakayama,1084,21.68,25,,3,0.1,23,0.74,146,4.71,18,0.58,-,-,-,-,12,0.39,-,-,-,-,1,0.03,1,0.25,-,-,-,-,-,-,8,0.73,-,-
Tottori,852,29.38,5,,4,0.21,103,5.42,104,5.47,21,1.11,3,0.16,1,0.05,12,0.63,-,-,-,-,1,0.05,-,-,-,-,-,-,-,-,5,1,-,-
Shimane,999,26.29,15,,4,0.17,28,1.22,206,8.96,20,0.87,11,0.48,-,-,16,0.7,-,-,-,-,3,0.13,-,-,-,-,-,-,-,-,2,0.25,-,-
Okayama,2670,31.79,25,,5,0.09,34,0.63,422,7.81,46,0.85,16,0.3,-,-,23,0.43,-,-,-,-,5,0.09,1,0.08,2,0.17,-,-,-,-,4,0.8,1,0.2
Hiroshima,4546,39.53,58,,20,0.28,109,1.51,651,9.04,39,0.54,18,0.25,4,0.06,29,0.4,2,0.03,3,0.04,9,0.13,-,-,12,0.63,1,0.05,-,-,6,0.29,-,-
Yamaguchi,1928,27.94,60,,17,0.35,118,2.46,471,9.81,82,1.71,-,-,5,0.1,34,0.71,-,-,2,0.04,8,0.17,-,-,1,0.11,-,-,-,-,4,0.44,-,-
Tokushima,944,24.84,42,,7,0.3,33,1.43,197,8.57,16,0.7,-,-,-,-,11,0.48,-,-,-,-,1,0.04,-,-,-,-,1,0.2,-,-,1,0.2,-,-
Kagawa,1772,36.16,22,,7,0.23,15,0.5,212,7.07,28,0.93,6,0.2,3,0.1,15,0.5,-,-,1,0.03,1,0.03,-,-,6,2,-,-,-,-,-,-,-,-
Ehime,2761,45.26,52,,3,0.08,81,2.19,370,10,56,1.51,6,0.16,2,0.05,29,0.78,1,0.03,-,-,6,0.16,-,-,11,1.38,-,-,-,-,4,0.67,-,-
Kochi,1536,32,82,,1,0.03,19,0.63,295,9.83,42,1.4,12,0.4,4,0.13,6,0.2,-,-,-,-,4,0.13,-,-,1,0.33,-,-,-,-,4,0.5,1,0.13
Fukuoka,8026,40.54,68,,65,0.54,308,2.57,1050,8.75,256,2.13,122,1.02,2,0.02,85,0.71,4,0.03,3,0.03,55,0.46,-,-,7,0.27,-,-,1,0.07,3,0.2,1,0.07
Saga,1013,26.66,7,,7,0.32,37,1.68,130,5.91,35,1.59,1,0.05,-,-,27,1.23,1,0.05,-,-,-,-,-,-,1,0.25,-,-,-,-,8,1.33,-,-
Nagasaki,3033,43.33,26,,19,0.43,47,1.07,500,11.36,63,1.43,1,0.02,-,-,13,0.3,-,-,6,0.14,18,0.41,9,1.13,3,0.38,-,-,-,-,5,0.42,-,-
Kumamoto,2088,26.1,33,,45,0.9,70,1.4,826,16.52,99,1.98,57,1.14,3,0.06,48,0.96,-,-,1,0.02,15,0.3,-,-,12,1.33,-,-,-,-,-,-,-,-
Oita,2232,38.48,15,,16,0.44,44,1.22,490,13.61,50,1.39,36,1,3,0.08,23,0.64,-,-,-,-,21,0.58,-,-,-,-,-,-,1,0.09,5,0.45,-,-
Miyazaki,2399,40.66,34,,46,1.28,76,2.11,586,16.28,117,3.25,1,0.03,1,0.03,38,1.06,-,-,1,0.03,14,0.39,-,-,28,4.67,-,-,1,0.14,1,0.14,-,-
Kagoshima,4025,43.28,35,,33,0.6,96,1.75,708,12.87,97,1.76,16,0.29,2,0.04,22,0.4,-,-,-,-,9,0.16,-,-,7,1,-,-,1,0.08,9,0.75,-,-
Okinawa,2394,41.28,14,,1,0.03,25,0.74,158,4.65,102,3,16,0.47,5,0.15,9,0.26,1,0.03,-,-,17,0.5,1,0.1,19,1.9,1,0.14,-,-,5,0.71,-,-
