"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16th week, 2018",,,,,,"Data collected as of April 25, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1741203,352.11,20659,6.54,14543,4.61,117409,37.18,246532,78.07,14341,4.54,8506,2.69,3696,1.17,18022,5.71,846,0.27,7318,2.32,188,0.27,7071,10.14,142,0.3,173,0.36,1246,2.6,62,0.13,1951,4.07
Hokkaido,72818,329.49,2010,14.46,1010,7.27,9549,68.7,4005,28.81,678,4.88,192,1.38,35,0.25,471,3.39,11,0.08,154,1.11,5,0.18,196,7,2,0.09,9,0.39,57,2.48,-,-,79,3.43
Aomori,22408,344.74,133,3.17,133,3.17,1170,27.86,2881,68.6,153,3.64,268,6.38,17,0.4,226,5.38,21,0.5,290,6.9,1,0.09,73,6.64,3,0.5,2,0.33,51,8.5,-,-,80,13.33
Iwate,25204,387.75,231,5.78,171,4.28,2429,60.73,2386,59.65,152,3.8,146,3.65,165,4.13,208,5.2,6,0.15,271,6.78,-,-,118,8.43,3,0.16,1,0.05,56,2.95,5,0.26,12,0.63
Miyagi,33491,352.54,483,8.19,233,3.95,2890,48.98,3662,62.07,355,6.02,178,3.02,56,0.95,367,6.22,12,0.2,48,0.81,5,0.42,48,4,-,-,-,-,53,4.42,1,0.08,17,1.42
Akita,19333,364.77,133,3.91,99,2.91,745,21.91,1406,41.35,104,3.06,33,0.97,11,0.32,106,3.12,10,0.29,118,3.47,2,0.29,20,2.86,2,0.25,-,-,126,15.75,1,0.13,28,3.5
Yamagata,15830,336.81,240,8.28,221,7.62,1933,66.66,2206,76.07,195,6.72,231,7.97,75,2.59,217,7.48,29,1,45,1.55,-,-,15,1.88,4,0.4,3,0.3,47,4.7,-,-,16,1.6
Fukushima,30415,389.94,544,11.83,264,5.74,1815,39.46,1738,37.78,230,5,174,3.78,95,2.07,356,7.74,12,0.26,167,3.63,2,0.17,264,22,2,0.33,3,0.5,16,2.67,1,0.17,14,2.33
Ibaraki,41113,342.61,310,4.13,382,5.09,3046,40.61,4521,60.28,298,3.97,69,0.92,36,0.48,241,3.21,16,0.21,86,1.15,4,0.24,339,19.94,1,0.08,2,0.15,79,6.08,-,-,12,0.92
Tochigi,21301,280.28,186,3.88,100,2.08,1020,21.25,2054,42.79,231,4.81,54,1.13,135,2.81,260,5.42,1,0.02,39,0.81,-,-,135,11.25,3,0.43,2,0.29,32,4.57,-,-,20,2.86
Gunma,29455,334.72,191,3.54,375,6.94,2314,42.85,4082,75.59,233,4.31,144,2.67,40,0.74,341,6.31,24,0.44,245,4.54,3,0.2,297,19.8,1,0.11,3,0.33,33,3.67,-,-,23,2.56
Saitama,97185,379.63,956,5.9,639,3.94,7772,47.98,13929,85.98,1074,6.63,127,0.78,218,1.35,999,6.17,31,0.19,210,1.3,16,0.4,365,9.13,2,0.2,14,1.4,16,1.6,3,0.3,12,1.2
Chiba,79728,374.31,444,3.31,474,3.54,5590,41.72,8861,66.13,628,4.69,108,0.81,162,1.21,654,4.88,35,0.26,205,1.53,6,0.18,310,9.12,6,0.67,8,0.89,16,1.78,3,0.33,22,2.44
Tokyo,125126,302.97,1136,4.37,764,2.94,9770,37.58,21498,82.68,1236,4.75,227,0.87,549,2.11,1725,6.63,41,0.16,316,1.22,3,0.08,209,5.65,8,0.32,10,0.4,26,1.04,16,0.64,72,2.88
Kanagawa,119846,345.38,706,3.27,550,2.55,6931,32.09,14596,67.57,1103,5.11,230,1.06,942,4.36,1318,6.1,27,0.13,399,1.85,8,0.16,1253,24.57,4,0.36,7,0.64,18,1.64,-,-,33,3
Niigata,34249,380.54,477,8.37,635,11.14,3229,56.65,3031,53.18,338,5.93,156,2.74,136,2.39,373,6.54,18,0.32,259,4.54,14,1.4,261,26.1,-,-,-,-,28,2.15,3,0.23,7,0.54
Toyama,15118,314.96,269,9.28,452,15.59,802,27.66,2378,82,126,4.34,112,3.86,54,1.86,164,5.66,3,0.1,19,0.66,1,0.14,17,2.43,3,0.6,-,-,15,3,-,-,11,2.2
Ishikawa,14956,311.58,204,7.03,297,10.24,2087,71.97,2103,72.52,211,7.28,49,1.69,93,3.21,159,5.48,2,0.07,33,1.14,-,-,36,5.14,1,0.2,1,0.2,46,9.2,-,-,6,1.2
Fukui,11471,358.47,131,5.95,141,6.41,1359,61.77,2105,95.68,73,3.32,91,4.14,13,0.59,126,5.73,4,0.18,55,2.5,-,-,6,2,6,1,1,0.17,4,0.67,3,0.5,59,9.83
Yamanashi,14951,364.66,62,2.58,57,2.38,835,34.79,1548,64.5,77,3.21,79,3.29,17,0.71,89,3.71,2,0.08,37,1.54,3,0.33,67,7.44,2,0.2,1,0.1,16,1.6,1,0.1,3,0.3
Nagano,32979,383.48,261,4.92,88,1.66,1956,36.91,3930,74.15,233,4.4,78,1.47,24,0.45,199,3.75,8,0.15,152,2.87,5,0.45,56,5.09,3,0.27,-,-,29,2.64,1,0.09,47,4.27
Gifu,25530,296.86,198,3.81,203,3.9,866,16.65,3245,62.4,94,1.81,68,1.31,11,0.21,214,4.12,3,0.06,139,2.67,1,0.09,46,4.18,1,0.2,1,0.2,17,3.4,-,-,73,14.6
Shizuoka,49995,362.28,411,4.62,261,2.93,2474,27.8,6534,73.42,203,2.28,58,0.65,70,0.79,378,4.25,20,0.22,363,4.08,2,0.09,157,7.14,2,0.22,7,0.78,16,1.78,2,0.22,15,1.67
Aichi,79140,405.85,714,3.92,521,2.86,4923,27.05,12941,71.1,571,3.14,175,0.96,81,0.45,807,4.43,24,0.13,343,1.88,1,0.03,212,6.06,4,0.27,4,0.27,39,2.6,1,0.07,99,6.6
Mie,26506,373.32,369,8.39,328,7.45,1557,35.39,3789,86.11,173,3.93,48,1.09,11,0.25,242,5.5,10,0.23,88,2,3,0.25,12,1,3,0.33,5,0.56,14,1.56,1,0.11,8,0.89
Shiga,17394,334.5,129,4.16,97,3.13,574,18.52,1738,56.06,118,3.81,63,2.03,20,0.65,164,5.29,12,0.39,123,3.97,-,-,44,5.5,1,0.14,5,0.71,-,-,-,-,5,0.71
Kyoto,39500,316,234,3.08,190,2.5,1610,21.18,5344,70.32,200,2.63,110,1.45,30,0.39,280,3.68,20,0.26,71,0.93,2,0.12,88,5.18,1,0.14,-,-,18,2.57,-,-,26,3.71
Osaka,88253,290.31,1834,9.26,676,3.41,5789,29.24,16546,83.57,965,4.87,158,0.8,160,0.81,1093,5.52,67,0.34,367,1.85,15,0.29,311,5.98,5,0.29,8,0.47,29,1.71,1,0.06,117,6.88
Hyogo,64677,326.65,922,7.2,654,5.11,2824,22.06,11207,87.55,587,4.59,94,0.73,55,0.43,617,4.82,18,0.14,173,1.35,20,0.57,274,7.83,10,0.71,8,0.57,31,2.21,2,0.14,79,5.64
