"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16th week, 2018",,,,,,"Data collected as of April 25, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Chiba,165,0.79,21,0.16,44,0.34,376,2.87,570,4.35,42,0.32,7,0.05,22,0.17,66,0.5,9,0.07,17,0.13,-,-,18,0.53,-,-,1,0.11,-,-,-,-,3,0.33
Tokyo,370,0.9,90,0.34,63,0.24,779,2.97,1701,6.49,84,0.32,22,0.08,64,0.24,149,0.57,1,0,31,0.12,-,-,20,0.53,2,0.08,-,-,1,0.04,-,-,8,0.32
Kanagawa,237,0.68,46,0.21,39,0.18,529,2.45,1086,5.03,62,0.29,19,0.09,101,0.47,114,0.53,-,-,24,0.11,1,0.02,90,1.76,-,-,-,-,-,-,-,-,2,0.22
Niigata,564,6.27,69,1.21,39,0.68,287,5.04,274,4.81,6,0.11,8,0.14,9,0.16,39,0.68,1,0.02,16,0.28,2,0.2,25,2.5,-,-,-,-,-,-,-,-,-,-
Toyama,107,2.23,17,0.59,20,0.69,70,2.41,168,5.79,6,0.21,3,0.1,4,0.14,10,0.34,-,-,2,0.07,1,0.14,1,0.14,-,-,-,-,-,-,-,-,4,0.8
Ishikawa,177,3.69,13,0.45,20,0.69,103,3.55,166,5.72,8,0.28,-,-,6,0.21,13,0.45,1,0.03,2,0.07,-,-,1,0.14,-,-,-,-,3,0.6,-,-,-,-
Fukui,100,2.86,14,0.64,13,0.59,105,4.77,155,7.05,4,0.18,-,-,3,0.14,11,0.5,-,-,2,0.09,-,-,-,-,1,0.17,-,-,-,-,-,-,9,1.5
Yamanashi,134,3.27,5,0.21,13,0.54,78,3.25,113,4.71,7,0.29,2,0.08,-,-,18,0.75,-,-,-,-,-,-,12,1.33,-,-,-,-,1,0.1,-,-,2,0.2
Nagano,302,3.47,8,0.15,14,0.26,164,3.04,322,5.96,10,0.19,3,0.06,4,0.07,21,0.39,2,0.04,11,0.2,-,-,4,0.36,1,0.09,-,-,1,0.09,-,-,4,0.36
Gifu,147,1.69,9,0.17,14,0.26,43,0.81,309,5.83,2,0.04,1,0.02,2,0.04,25,0.47,-,-,3,0.06,1,0.09,3,0.27,-,-,-,-,3,0.6,-,-,14,2.8
Shizuoka,159,1.14,27,0.3,15,0.17,197,2.21,453,5.09,9,0.1,7,0.08,6,0.07,33,0.37,3,0.03,25,0.28,1,0.05,12,0.55,1,0.11,-,-,-,-,-,-,5,0.56
Aichi,235,1.21,37,0.2,31,0.17,338,1.86,975,5.36,40,0.22,6,0.03,12,0.07,80,0.44,1,0.01,15,0.08,-,-,20,0.57,-,-,-,-,-,-,-,-,14,0.93
Mie,42,0.59,10,0.23,15,0.34,160,3.64,288,6.55,6,0.14,4,0.09,1,0.02,16,0.36,1,0.02,5,0.11,2,0.17,-,-,-,-,-,-,-,-,-,-,-,-
Shiga,35,0.66,11,0.34,13,0.41,23,0.72,158,4.94,7,0.22,4,0.13,3,0.09,17,0.53,2,0.06,2,0.06,-,-,3,0.38,-,-,-,-,-,-,-,-,1,0.14
Kyoto,66,0.53,7,0.09,8,0.11,110,1.45,390,5.13,12,0.16,12,0.16,2,0.03,24,0.32,2,0.03,1,0.01,-,-,10,0.56,-,-,-,-,-,-,-,-,1,0.14
Osaka,199,0.66,92,0.47,58,0.29,428,2.17,1546,7.85,69,0.35,8,0.04,12,0.06,112,0.57,5,0.03,22,0.11,3,0.06,26,0.5,1,0.06,1,0.06,1,0.06,-,-,27,1.59
Hyogo,202,1.02,27,0.21,36,0.28,152,1.18,803,6.22,31,0.24,3,0.02,3,0.02,54,0.42,2,0.02,18,0.14,2,0.06,23,0.66,-,-,-,-,1,0.07,-,-,4,0.29
Nara,20,0.37,3,0.09,15,0.44,73,2.15,188,5.53,9,0.26,2,0.06,14,0.41,13,0.38,2,0.06,1,0.03,-,-,4,0.4,-,-,-,-,3,0.5,-,-,4,0.67
Wakayama,17,0.35,7,0.23,6,0.2,22,0.73,104,3.47,7,0.23,-,-,1,0.03,13,0.43,2,0.07,3,0.1,7,1.75,-,-,-,-,-,-,-,-,1,0.09,2,0.18
Tottori,93,3.21,8,0.42,8,0.42,109,5.74,227,11.95,4,0.21,1,0.05,-,-,13,0.68,-,-,2,0.11,-,-,2,0.4,-,-,-,-,-,-,-,-,11,2.2
Shimane,31,0.82,5,0.22,12,0.52,56,2.43,269,11.7,4,0.17,1,0.04,-,-,14,0.61,-,-,4,0.17,-,-,1,0.33,-,-,-,-,-,-,-,-,2,0.25
Okayama,66,0.79,4,0.07,6,0.11,96,1.78,395,7.31,21,0.39,2,0.04,3,0.06,28,0.52,3,0.06,3,0.06,3,0.25,4,0.33,-,-,-,-,-,-,-,-,2,0.4
Hiroshima,86,0.75,16,0.22,33,0.46,144,2,684,9.5,22,0.31,12,0.17,1,0.01,33,0.46,8,0.11,8,0.11,1,0.05,27,1.42,-,-,1,0.05,1,0.05,1,0.05,22,1.05
Yamaguchi,155,2.31,15,0.32,23,0.49,160,3.4,274,5.83,33,0.7,20,0.43,3,0.06,32,0.68,-,-,8,0.17,-,-,4,0.44,-,-,-,-,-,-,-,-,13,1.44
Tokushima,32,0.86,18,0.78,5,0.22,47,2.04,137,5.96,6,0.26,2,0.09,1,0.04,18,0.78,-,-,1,0.04,-,-,2,0.5,-,-,1,0.14,-,-,-,-,-,-
Kagawa,55,1.17,6,0.21,9,0.32,56,2,210,7.5,11,0.39,-,-,-,-,22,0.79,1,0.04,1,0.04,1,0.2,2,0.4,1,0.2,-,-,-,-,-,-,1,0.2
Ehime,51,0.84,22,0.59,10,0.27,106,2.86,391,10.57,12,0.32,1,0.03,-,-,25,0.68,1,0.03,8,0.22,-,-,14,1.75,-,-,-,-,2,0.33,-,-,1,0.17
Kochi,24,0.5,4,0.13,5,0.17,36,1.2,141,4.7,3,0.1,7,0.23,1,0.03,11,0.37,-,-,2,0.07,-,-,2,0.67,-,-,-,-,-,-,1,0.13,2,0.25
Fukuoka,176,0.89,86,0.72,64,0.53,363,3.03,1162,9.68,56,0.47,124,1.03,10,0.08,110,0.92,8,0.07,18,0.15,-,-,39,1.5,-,-,1,0.07,1,0.07,-,-,4,0.27
Saga,74,1.9,-,-,14,0.61,32,1.39,155,6.74,11,0.48,17,0.74,-,-,21,0.91,-,-,-,-,-,-,1,0.25,-,-,-,-,2,0.33,-,-,3,0.5
Nagasaki,76,1.09,22,0.5,19,0.43,142,3.23,253,5.75,11,0.25,33,0.75,-,-,13,0.3,6,0.14,3,0.07,-,-,5,0.63,1,0.08,-,-,2,0.17,-,-,8,0.67
Kumamoto,65,0.81,7,0.14,16,0.32,66,1.32,395,7.9,12,0.24,83,1.66,2,0.04,49,0.98,7,0.14,3,0.06,-,-,9,1,1,0.07,-,-,-,-,-,-,2,0.13
Oita,135,2.33,16,0.44,8,0.22,69,1.92,471,13.08,12,0.33,31,0.86,-,-,20,0.56,1,0.03,10,0.28,-,-,13,2.6,-,-,-,-,1,0.09,-,-,2,0.18
Miyazaki,116,1.97,20,0.56,33,0.92,74,2.06,467,12.97,24,0.67,145,4.03,3,0.08,35,0.97,5,0.14,31,0.86,-,-,13,2.17,1,0.14,-,-,-,-,-,-,4,0.57
Kagoshima,64,0.7,35,0.65,59,1.09,164,3.04,438,8.11,25,0.46,112,2.07,3,0.06,31,0.57,3,0.06,23,0.43,-,-,6,0.86,-,-,-,-,-,-,-,-,1,0.08
Okinawa,190,3.33,86,2.53,10,0.29,79,2.32,144,4.24,12,0.35,14,0.41,6,0.18,24,0.71,-,-,4,0.12,1,0.11,12,1.33,1,0.14,5,0.71,2,0.29,-,-,1,0.14
