"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16th week, 2018",,,,,,"Data collected as of April 25, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,8690,1.76,1285,0.41,1079,0.34,8391,2.66,19614,6.21,924,0.29,783,0.25,382,0.12,1693,0.54,88,0.03,448,0.14,29,0.04,550,0.79,14,0.03,12,0.03,57,0.12,3,0.01,246,0.52
Hokkaido,1051,4.96,168,1.21,58,0.42,657,4.73,355,2.55,40,0.29,15,0.11,1,0.01,42,0.3,-,-,18,0.13,-,-,9,0.36,-,-,1,0.04,2,0.09,-,-,10,0.43
Aomori,393,6.05,8,0.19,11,0.26,79,1.88,346,8.24,8,0.19,9,0.21,2,0.05,31,0.74,-,-,25,0.6,-,-,8,0.73,-,-,-,-,5,0.83,-,-,18,3
Iwate,526,8.09,13,0.33,26,0.65,150,3.75,182,4.55,7,0.18,1,0.03,15,0.38,23,0.58,-,-,16,0.4,-,-,3,0.21,-,-,-,-,1,0.05,-,-,5,0.26
Miyagi,316,3.33,31,0.53,12,0.2,173,2.93,301,5.1,22,0.37,2,0.03,5,0.08,35,0.59,-,-,2,0.03,1,0.08,3,0.25,-,-,-,-,3,0.25,-,-,3,0.25
Akita,312,5.78,4,0.11,10,0.29,41,1.17,192,5.49,1,0.03,1,0.03,1,0.03,7,0.2,1,0.03,3,0.09,-,-,-,-,-,-,-,-,6,0.75,-,-,13,1.63
Yamagata,310,6.46,36,1.2,15,0.5,112,3.73,224,7.47,9,0.3,7,0.23,9,0.3,18,0.6,-,-,5,0.17,-,-,1,0.13,-,-,1,0.1,3,0.3,-,-,4,0.4
Fukushima,513,6.18,50,1,14,0.28,134,2.68,159,3.18,14,0.28,6,0.12,8,0.16,32,0.64,-,-,10,0.2,-,-,23,1.77,-,-,-,-,-,-,-,-,3,0.5
Ibaraki,110,0.92,21,0.28,29,0.39,233,3.11,306,4.08,22,0.29,9,0.12,2,0.03,27,0.36,1,0.01,9,0.12,-,-,22,1.29,-,-,-,-,8,0.62,-,-,-,-
Tochigi,75,0.99,8,0.17,6,0.13,86,1.79,218,4.54,13,0.27,2,0.04,17,0.35,26,0.54,-,-,4,0.08,-,-,3,0.25,1,0.14,-,-,4,0.57,-,-,1,0.14
Gunma,105,1.19,6,0.11,17,0.31,218,4.04,285,5.28,18,0.33,9,0.17,-,-,19,0.35,5,0.09,12,0.22,1,0.07,19,1.27,-,-,-,-,-,-,-,-,4,0.44
Saitama,212,0.82,57,0.35,71,0.43,672,4.1,1064,6.49,70,0.43,6,0.04,20,0.12,106,0.65,4,0.02,15,0.09,1,0.03,31,0.79,2,0.18,-,-,-,-,-,-,2,0.18
