"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40th week, 2014",,,,,,"Data collected as of October 8, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,332,0.07,2881,,841,0.27,3975,1.26,9855,3.13,1842,0.59,2244,0.71,489,0.16,1762,0.56,39,0.01,1577,0.5,945,0.3,5,0.01,375,0.55,4,0.01,20,0.04,122,0.26,7,0.01,4,0.01
Hokkaido,-,-,50,,91,0.64,276,1.93,208,1.45,85,0.59,118,0.83,7,0.05,51,0.36,2,0.01,188,1.31,22,0.15,-,-,9,0.32,1,0.04,-,-,12,0.52,-,-,2,0.09
Aomori,-,-,10,,5,0.12,43,1.02,69,1.64,28,0.67,6,0.14,11,0.26,13,0.31,3,0.07,8,0.19,4,0.1,-,-,2,0.18,-,-,-,-,3,0.5,-,-,-,-
Iwate,-,-,14,,6,0.15,50,1.25,84,2.1,11,0.28,21,0.53,5,0.13,19,0.48,-,-,23,0.58,7,0.18,-,-,3,0.21,-,-,3,0.16,5,0.26,-,-,-,-
Miyagi,3,0.03,19,,10,0.17,76,1.31,138,2.38,38,0.66,12,0.21,41,0.71,26,0.45,-,-,78,1.34,22,0.38,-,-,5,0.42,-,-,-,-,3,0.25,-,-,-,-
Akita,-,-,10,,1,0.03,35,1,64,1.83,20,0.57,3,0.09,-,-,9,0.26,-,-,2,0.06,13,0.37,-,-,1,0.14,-,-,-,-,3,0.38,-,-,-,-
Yamagata,-,-,25,,14,0.47,45,1.5,89,2.97,27,0.9,41,1.37,3,0.1,22,0.73,1,0.03,26,0.87,11,0.37,-,-,6,0.75,-,-,-,-,1,0.1,1,0.1,-,-
Fukushima,-,-,29,,19,0.42,39,0.87,86,1.91,28,0.62,25,0.56,15,0.33,23,0.51,-,-,63,1.4,57,1.27,-,-,9,0.75,-,-,-,-,1,0.14,-,-,-,-
Ibaraki,-,-,13,,11,0.15,74,0.99,265,3.53,25,0.33,88,1.17,5,0.07,17,0.23,-,-,29,0.39,6,0.08,-,-,11,0.65,-,-,-,-,3,0.23,-,-,-,-
