"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"32nd week, 2016",,,,,,"Data collected as of August 17, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,120,0.03,1052,,1093,0.36,3280,1.08,8813,2.89,803,0.26,1738,0.57,499,0.16,1291,0.42,48,0.02,7852,2.58,3202,1.05,4,0.01,409,0.62,8,0.02,39,0.08,436,0.93,4,0.01,7,0.01
Hokkaido,-,-,99,,47,0.33,192,1.35,139,0.98,37,0.26,44,0.31,24,0.17,43,0.3,1,0.01,572,4.03,174,1.23,-,-,3,0.11,-,-,1,0.04,10,0.43,-,-,3,0.13
Aomori,2,0.03,6,,11,0.26,45,1.07,64,1.52,8,0.19,14,0.33,6,0.14,20,0.48,-,-,41,0.98,18,0.43,-,-,4,0.36,1,0.17,-,-,5,0.83,-,-,-,-
Iwate,-,-,5,,7,0.18,70,1.75,80,2,4,0.1,7,0.18,2,0.05,13,0.33,-,-,76,1.9,32,0.8,-,-,7,0.5,1,0.05,1,0.05,13,0.68,-,-,1,0.05
Miyagi,2,0.02,8,,14,0.24,59,1,104,1.76,13,0.22,117,1.98,1,0.02,26,0.44,3,0.05,342,5.8,14,0.24,-,-,1,0.08,-,-,-,-,9,0.75,-,-,1,0.08
Akita,-,-,-,,6,0.17,18,0.51,43,1.23,7,0.2,19,0.54,4,0.11,18,0.51,2,0.06,54,1.54,3,0.09,-,-,1,0.14,-,-,1,0.13,5,0.63,-,-,-,-
Yamagata,-,-,14,,10,0.33,57,1.9,60,2,4,0.13,21,0.7,4,0.13,20,0.67,1,0.03,370,12.33,51,1.7,-,-,1,0.13,-,-,-,-,7,0.7,-,-,-,-
Fukushima,1,0.01,21,,15,0.33,59,1.28,65,1.41,16,0.35,20,0.43,16,0.35,38,0.83,1,0.02,275,5.98,7,0.15,-,-,6,0.5,-,-,-,-,2,0.29,-,-,-,-
Ibaraki,2,0.02,3,,10,0.13,95,1.27,209,2.79,12,0.16,67,0.89,3,0.04,11,0.15,3,0.04,185,2.47,56,0.75,-,-,21,1.24,-,-,1,0.08,9,0.69,-,-,-,-
Tochigi,-,-,3,,5,0.11,26,0.55,42,0.89,8,0.17,59,1.26,18,0.38,24,0.51,1,0.02,195,4.15,38,0.81,-,-,13,1.08,-,-,-,-,3,0.43,-,-,-,-
Gunma,-,-,9,,11,0.2,69,1.23,131,2.34,12,0.21,6,0.11,10,0.18,21,0.38,5,0.09,208,3.71,45,0.8,-,-,11,0.79,-,-,-,-,13,1.63,-,-,-,-
Saitama,-,-,32,,25,0.18,155,1.12,426,3.06,40,0.29,89,0.64,13,0.09,53,0.38,1,0.01,564,4.06,132,0.95,-,-,17,0.59,-,-,-,-,12,1.2,1,0.1,-,-
Chiba,3,0.02,22,,27,0.23,210,1.75,224,1.87,32,0.27,174,1.45,14,0.12,45,0.38,3,0.03,350,2.92,82,0.68,1,0.04,20,0.71,1,0.11,-,-,10,1.11,-,-,-,-
Tokyo,6,0.02,103,,82,0.34,245,1.02,793,3.3,69,0.29,184,0.77,34,0.14,90,0.38,1,0,834,3.48,171,0.71,1,0.03,25,0.66,-,-,5,0.2,23,0.92,-,-,-,-
Kanagawa,1,0,50,,45,0.25,138,0.77,531,2.97,56,0.31,108,0.6,35,0.2,65,0.36,1,0.01,638,3.56,231,1.29,-,-,63,1.97,-,-,-,-,5,0.63,-,-,-,-
Niigata,7,0.08,29,,13,0.22,49,0.84,91,1.57,11,0.19,21,0.36,15,0.26,29,0.5,-,-,400,6.9,114,1.97,-,-,10,1,-,-,1,0.08,2,0.15,1,0.08,-,-
Toyama,3,0.06,8,,8,0.29,18,0.64,74,2.64,9,0.32,7,0.25,13,0.46,8,0.29,-,-,149,5.32,63,2.25,-,-,-,-,-,-,-,-,6,1.2,-,-,-,-
Ishikawa,1,0.02,6,,19,0.66,31,1.07,80,2.76,4,0.14,19,0.66,3,0.1,13,0.45,-,-,101,3.48,22,0.76,-,-,1,0.14,-,-,1,0.2,4,0.8,-,-,-,-
Fukui,-,-,7,,24,1.09,20,0.91,81,3.68,5,0.23,3,0.14,3,0.14,2,0.09,-,-,45,2.05,24,1.09,-,-,-,-,-,-,-,-,5,0.83,-,-,-,-
Yamanashi,-,-,-,,9,0.38,22,0.92,47,1.96,11,0.46,44,1.83,13,0.54,5,0.21,2,0.08,115,4.79,8,0.33,1,0.11,2,0.22,-,-,2,0.2,-,-,-,-,-,-
Nagano,-,-,5,,14,0.26,75,1.39,163,3.02,12,0.22,28,0.52,12,0.22,27,0.5,2,0.04,300,5.56,60,1.11,-,-,5,0.45,-,-,1,0.09,9,0.82,-,-,-,-
Gifu,1,0.01,3,,8,0.16,48,0.96,81,1.62,12,0.24,23,0.46,2,0.04,10,0.2,1,0.02,94,1.88,46,0.92,-,-,1,0.09,-,-,-,-,13,2.6,-,-,-,-
Shizuoka,13,0.09,8,,30,0.34,137,1.54,223,2.51,10,0.11,54,0.61,7,0.08,29,0.33,1,0.01,207,2.33,44,0.49,-,-,3,0.14,1,0.1,3,0.3,9,0.9,-,-,-,-
Aichi,6,0.03,18,,45,0.25,126,0.7,378,2.09,42,0.23,53,0.29,34,0.19,45,0.25,-,-,345,1.91,136,0.75,-,-,26,0.76,1,0.07,-,-,20,1.43,-,-,-,-
Mie,1,0.01,13,,14,0.31,24,0.53,176,3.91,9,0.2,8,0.18,15,0.33,16,0.36,-,-,87,1.93,9,0.2,-,-,1,0.08,-,-,-,-,4,0.44,2,0.22,-,-
Shiga,-,-,4,,11,0.38,20,0.69,100,3.45,11,0.38,12,0.41,1,0.03,10,0.34,-,-,59,2.03,39,1.34,-,-,2,0.25,-,-,-,-,2,0.29,-,-,-,-
Kyoto,3,0.03,2,,15,0.2,58,0.78,187,2.53,20,0.27,72,0.97,8,0.11,31,0.42,-,-,50,0.68,70,0.95,-,-,7,0.39,-,-,3,0.43,3,0.43,-,-,-,-
Osaka,12,0.04,71,,99,0.49,209,1.04,555,2.76,53,0.26,57,0.28,12,0.06,75,0.37,7,0.03,244,1.21,356,1.77,-,-,19,0.37,-,-,2,0.12,29,1.71,-,-,-,-
Hyogo,-,-,43,,43,0.35,90,0.73,490,3.95,34,0.27,29,0.23,17,0.14,46,0.37,-,-,172,1.39,123,0.99,-,-,6,0.18,-,-,2,0.18,15,1.36,-,-,-,-
