"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3rd week, 2014",,,,,,"Data collected as of January 22, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,58233,11.78,1987,,1113,0.35,5319,1.69,32502,10.31,3462,1.1,311,0.1,420,0.13,1506,0.48,33,0.01,48,0.02,634,0.2,9,0.01,374,0.55,6,0.01,11,0.02,105,0.22,4,0.01,41,0.09
Hokkaido,1102,4.85,108,,49,0.34,287,2.01,368,2.57,208,1.45,13,0.09,4,0.03,42,0.29,1,0.01,1,0.01,7,0.05,-,-,8,0.28,-,-,-,-,4,0.17,-,-,1,0.04
Aomori,412,6.44,7,,12,0.29,40,0.98,311,7.59,35,0.85,4,0.1,10,0.24,15,0.37,1,0.02,1,0.02,5,0.12,2,0.18,8,0.73,-,-,-,-,4,0.67,-,-,-,-
Iwate,297,4.64,14,,5,0.13,54,1.35,382,9.55,63,1.58,-,-,10,0.25,18,0.45,-,-,-,-,15,0.38,1,0.07,8,0.57,-,-,1,0.05,7,0.37,-,-,5,0.26
Miyagi,551,5.92,30,,8,0.14,151,2.6,759,13.09,53,0.91,2,0.03,43,0.74,32,0.55,-,-,-,-,12,0.21,-,-,-,-,-,-,-,-,5,0.42,-,-,-,-
Akita,327,5.95,2,,4,0.11,35,1,260,7.43,24,0.69,-,-,4,0.11,3,0.09,-,-,-,-,10,0.29,-,-,1,0.14,-,-,-,-,4,0.5,-,-,2,0.25
Yamagata,197,4.1,13,,16,0.53,113,3.77,464,15.47,21,0.7,1,0.03,6,0.2,13,0.43,1,0.03,-,-,7,0.23,-,-,-,-,-,-,-,-,3,0.3,-,-,1,0.1
Fukushima,710,9.34,33,,6,0.13,85,1.89,338,7.51,56,1.24,-,-,9,0.2,20,0.44,-,-,1,0.02,36,0.8,-,-,12,1,-,-,-,-,2,0.33,-,-,2,0.33
Ibaraki,1287,10.73,35,,9,0.12,135,1.8,963,12.84,59,0.79,2,0.03,2,0.03,15,0.2,1,0.01,1,0.01,1,0.01,-,-,11,0.65,-,-,-,-,1,0.08,-,-,1,0.08
Tochigi,628,8.26,17,,10,0.21,49,1.02,442,9.21,46,0.96,2,0.04,4,0.08,18,0.38,-,-,-,-,1,0.02,-,-,4,0.33,-,-,-,-,4,0.57,2,0.29,1,0.14
Gunma,1198,12.22,21,,10,0.17,115,1.92,567,9.45,62,1.03,1,0.02,2,0.03,28,0.47,-,-,1,0.02,5,0.08,-,-,17,1.21,-,-,-,-,-,-,-,-,-,-
Saitama,3263,13,46,,46,0.29,320,2,1838,11.49,174,1.09,3,0.02,13,0.08,79,0.49,-,-,1,0.01,40,0.25,-,-,10,0.24,-,-,2,0.2,2,0.2,-,-,-,-
Chiba,2853,13.46,37,,33,0.25,310,2.33,1547,11.63,174,1.31,8,0.06,21,0.16,68,0.51,1,0.01,1,0.01,36,0.27,-,-,18,0.55,-,-,-,-,1,0.11,-,-,-,-
Tokyo,4637,11.2,85,,58,0.22,404,1.54,2936,11.21,201,0.77,13,0.05,108,0.41,149,0.57,2,0.01,2,0.01,34,0.13,-,-,12,0.32,1,0.04,2,0.08,4,0.16,1,0.04,1,0.04
Kanagawa,3656,11.05,42,,42,0.2,230,1.12,2143,10.45,215,1.05,5,0.02,65,0.32,110,0.54,1,0,1,0,32,0.16,3,0.07,39,0.95,1,0.1,1,0.1,-,-,-,-,1,0.1
Niigata,544,5.67,54,,54,0.89,245,4.02,746,12.23,107,1.75,-,-,46,0.75,46,0.75,-,-,-,-,2,0.03,-,-,5,0.5,-,-,-,-,5,0.38,-,-,1,0.08
Toyama,419,8.73,17,,21,0.72,79,2.72,381,13.14,31,1.07,1,0.03,21,0.72,5,0.17,-,-,1,0.03,-,-,-,-,7,1,-,-,-,-,5,1,-,-,-,-
Ishikawa,383,7.98,24,,13,0.45,42,1.45,212,7.31,41,1.41,2,0.07,1,0.03,8,0.28,-,-,-,-,15,0.52,-,-,2,0.29,-,-,-,-,3,0.6,-,-,-,-
