"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25th week, 2014",,,,,,"Data collected as of June 25, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,508,0.1,256,,2647,0.84,7783,2.47,17215,5.46,3573,1.13,1824,0.58,1029,0.33,2101,0.67,53,0.02,4125,1.31,1096,0.35,7,0.01,448,0.66,9,0.02,22,0.05,121,0.26,5,0.01,66,0.14
Hokkaido,6,0.03,38,,201,1.41,431,3.01,671,4.69,173,1.21,50,0.35,1,0.01,42,0.29,1,0.01,16,0.11,41,0.29,-,-,3,0.11,-,-,-,-,3,0.13,-,-,11,0.48
Aomori,2,0.03,-,,10,0.24,45,1.07,158,3.76,21,0.5,2,0.05,20,0.48,18,0.43,1,0.02,5,0.12,8,0.19,-,-,6,0.55,1,0.17,6,1,4,0.67,-,-,-,-
Iwate,9,0.14,1,,20,0.5,76,1.9,183,4.58,94,2.35,1,0.03,27,0.68,22,0.55,1,0.03,8,0.2,16,0.4,-,-,6,0.43,-,-,-,-,12,0.63,-,-,-,-
Miyagi,5,0.05,10,,47,0.81,158,2.72,331,5.71,42,0.72,4,0.07,112,1.93,43,0.74,-,-,10,0.17,12,0.21,-,-,4,0.33,-,-,-,-,11,0.92,-,-,1,0.08
Akita,-,-,4,,13,0.37,46,1.31,95,2.71,22,0.63,4,0.11,3,0.09,10,0.29,-,-,7,0.2,9,0.26,-,-,1,0.14,-,-,-,-,4,0.5,-,-,4,0.5
Yamagata,3,0.06,-,,26,0.87,105,3.5,155,5.17,15,0.5,1,0.03,11,0.37,22,0.73,1,0.03,2,0.07,7,0.23,-,-,1,0.13,2,0.2,-,-,-,-,-,-,1,0.1
Fukushima,3,0.04,10,,26,0.58,100,2.22,175,3.89,46,1.02,6,0.13,19,0.42,29,0.64,2,0.04,5,0.11,49,1.09,-,-,12,1,-,-,-,-,4,0.57,-,-,-,-
Ibaraki,-,-,2,,49,0.65,171,2.28,316,4.21,77,1.03,21,0.28,22,0.29,35,0.47,-,-,12,0.16,9,0.12,-,-,16,0.94,-,-,-,-,-,-,-,-,-,-
