"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3rd week, 2015",,,,,,"Data collected as of January 21, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,183087,37,2181,,721,0.23,5797,1.84,23339,7.39,1630,0.52,730,0.23,1371,0.43,1312,0.42,23,0.01,61,0.02,828,0.26,10,0.01,315,0.46,9,0.02,12,0.03,128,0.27,2,0,68,0.14
Hokkaido,3277,14.44,140,,88,0.62,219,1.53,288,2.01,73,0.51,29,0.2,53,0.37,52,0.36,1,0.01,2,0.01,44,0.31,-,-,9,0.33,-,-,-,-,3,0.14,-,-,1,0.05
Aomori,1869,28.75,23,,4,0.1,35,0.83,204,4.86,7,0.17,2,0.05,18,0.43,9,0.21,-,-,1,0.02,1,0.02,-,-,10,0.91,-,-,-,-,4,0.67,-,-,2,0.33
Iwate,1739,26.75,13,,4,0.1,72,1.8,276,6.9,28,0.7,1,0.03,18,0.45,16,0.4,-,-,1,0.03,7,0.18,-,-,5,0.36,-,-,-,-,5,0.26,-,-,7,0.37
Miyagi,2764,29.72,39,,8,0.14,97,1.67,582,10.03,33,0.57,11,0.19,79,1.36,21,0.36,-,-,1,0.02,2,0.03,-,-,1,0.08,-,-,2,0.17,8,0.67,-,-,1,0.08
Akita,1354,25.07,5,,8,0.23,36,1.03,211,6.03,13,0.37,-,-,1,0.03,2,0.06,-,-,-,-,18,0.51,-,-,1,0.14,-,-,-,-,3,0.38,-,-,1,0.13
Yamagata,1230,25.63,12,,7,0.23,112,3.73,308,10.27,24,0.8,44,1.47,7,0.23,18,0.6,-,-,-,-,15,0.5,-,-,-,-,-,-,-,-,3,0.3,-,-,-,-
Fukushima,2693,35.43,59,,15,0.33,86,1.91,452,10.04,23,0.51,10,0.22,27,0.6,21,0.47,-,-,-,-,36,0.8,-,-,7,0.58,-,-,1,0.14,5,0.71,-,-,2,0.29
Ibaraki,3710,30.92,39,,7,0.09,102,1.36,732,9.76,43,0.57,11,0.15,14,0.19,11,0.15,-,-,-,-,9,0.12,-,-,11,0.65,-,-,-,-,6,0.46,-,-,-,-
Tochigi,2199,28.93,32,,6,0.13,55,1.15,266,5.54,22,0.46,10,0.21,29,0.6,25,0.52,2,0.04,-,-,2,0.04,-,-,6,0.5,-,-,-,-,2,0.29,-,-,2,0.29
Gunma,2853,29.11,49,,9,0.15,116,1.93,537,8.95,17,0.28,11,0.18,19,0.32,22,0.37,2,0.03,3,0.05,6,0.1,-,-,10,0.77,-,-,-,-,4,0.5,-,-,5,0.63
Saitama,5639,22.92,91,,39,0.25,280,1.78,1226,7.81,87,0.55,13,0.08,105,0.67,82,0.52,-,-,1,0.01,46,0.29,1,0.02,16,0.39,-,-,1,0.1,3,0.3,-,-,1,0.1
Chiba,7283,34.35,34,,42,0.32,212,1.61,1137,8.61,48,0.36,8,0.06,113,0.86,62,0.47,-,-,1,0.01,48,0.36,-,-,22,0.65,-,-,3,0.33,-,-,-,-,2,0.22
Tokyo,8198,19.71,118,,44,0.17,493,1.87,2224,8.46,104,0.4,26,0.1,237,0.9,102,0.39,3,0.01,2,0.01,57,0.22,1,0.03,17,0.44,1,0.04,1,0.04,6,0.24,-,-,6,0.24
Kanagawa,7859,23.39,83,,25,0.12,334,1.58,1599,7.58,149,0.71,23,0.11,275,1.3,98,0.46,2,0.01,-,-,40,0.19,1,0.02,29,0.63,1,0.1,1,0.1,2,0.2,-,-,2,0.2
Niigata,2837,29.55,44,,48,0.79,184,3.02,319,5.23,43,0.7,12,0.2,37,0.61,31,0.51,1,0.02,8,0.13,13,0.21,-,-,7,0.7,-,-,-,-,1,0.08,1,0.08,-,-
Toyama,1462,30.46,17,,16,0.55,68,2.34,280,9.66,23,0.79,6,0.21,-,-,12,0.41,-,-,2,0.07,10,0.34,-,-,1,0.14,-,-,-,-,12,2.4,-,-,-,-
