"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42th week, 2013",,,,,,"Data collected as of October 23, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,122,0.02,3272,,792,0.25,2397,0.76,9141,2.9,1745,0.55,4071,1.29,110,0.03,1554,0.49,35,0.01,607,0.19,680,0.22,6,0.01,322,0.47,12,0.03,25,0.05,165,0.35,11,0.02,2,0
Hokkaido,11,0.05,147,,33,0.23,183,1.28,250,1.75,101,0.71,448,3.13,2,0.01,54,0.38,2,0.01,73,0.51,20,0.14,-,-,5,0.17,-,-,-,-,6,0.26,-,-,-,-
Aomori,1,0.02,20,,17,0.41,19,0.46,25,0.61,36,0.88,47,1.15,1,0.02,12,0.29,-,-,6,0.15,8,0.2,-,-,2,0.18,-,-,-,-,9,1.5,-,-,-,-
Iwate,-,-,66,,2,0.05,37,0.93,58,1.45,34,0.85,56,1.4,3,0.08,19,0.48,1,0.03,9,0.23,15,0.38,-,-,3,0.21,-,-,-,-,17,0.89,-,-,-,-
Miyagi,-,-,32,,2,0.03,39,0.67,74,1.28,34,0.59,145,2.5,14,0.24,39,0.67,-,-,21,0.36,16,0.28,-,-,3,0.25,-,-,1,0.08,14,1.17,-,-,-,-
Akita,1,0.02,25,,2,0.06,12,0.34,39,1.11,10,0.29,36,1.03,-,-,7,0.2,-,-,3,0.09,8,0.23,-,-,-,-,-,-,-,-,2,0.25,-,-,-,-
Yamagata,-,-,47,,6,0.2,42,1.4,59,1.97,2,0.07,80,2.67,-,-,25,0.83,-,-,11,0.37,2,0.07,-,-,2,0.25,-,-,-,-,8,0.8,1,0.1,-,-
Fukushima,-,-,42,,3,0.07,31,0.69,57,1.27,27,0.6,88,1.96,3,0.07,16,0.36,-,-,16,0.36,40,0.89,-,-,2,0.17,-,-,-,-,8,1.14,-,-,-,-
Ibaraki,-,-,48,,12,0.16,73,0.97,382,5.09,31,0.41,37,0.49,1,0.01,24,0.32,1,0.01,3,0.04,3,0.04,-,-,15,0.88,-,-,-,-,3,0.23,-,-,-,-
Tochigi,-,-,66,,3,0.06,22,0.46,56,1.17,22,0.46,36,0.75,-,-,19,0.4,-,-,-,-,6,0.13,-,-,9,0.75,-,-,-,-,8,1.14,-,-,-,-
Gunma,-,-,65,,2,0.03,61,1.02,139,2.32,30,0.5,69,1.15,-,-,18,0.3,-,-,17,0.28,3,0.05,-,-,15,1.15,-,-,-,-,2,0.25,-,-,-,-
Saitama,-,-,199,,46,0.29,142,0.9,460,2.91,82,0.52,174,1.1,5,0.03,90,0.57,-,-,28,0.18,37,0.23,2,0.05,22,0.54,-,-,1,0.1,5,0.5,-,-,-,-
