"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8th week, 2017",,,,,,"Data collected as of March 1, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,83714,16.87,674,,1156,0.37,7773,2.46,16771,5.3,1032,0.33,397,0.13,224,0.07,1243,0.39,23,0.01,56,0.02,1979,0.63,6,0.01,303,0.44,6,0.01,16,0.03,176,0.37,4,0.01,119,0.25
Hokkaido,2745,12.15,33,,74,0.52,648,4.56,491,3.46,55,0.39,5,0.04,15,0.11,38,0.27,-,-,-,-,44,0.31,2,0.07,9,0.31,-,-,-,-,9,0.39,-,-,7,0.3
Aomori,1077,16.57,2,,12,0.29,96,2.29,140,3.33,3,0.07,7,0.17,5,0.12,15,0.36,-,-,1,0.02,15,0.36,-,-,1,0.09,-,-,-,-,3,0.5,-,-,2,0.33
Iwate,1015,15.62,5,,29,0.73,138,3.45,268,6.7,8,0.2,1,0.03,3,0.08,16,0.4,-,-,-,-,20,0.5,-,-,6,0.43,-,-,-,-,7,0.37,-,-,1,0.05
Miyagi,1821,19.17,10,,20,0.34,231,3.92,186,3.15,15,0.25,2,0.03,3,0.05,25,0.42,-,-,-,-,5,0.08,-,-,2,0.17,1,0.08,-,-,1,0.08,-,-,1,0.08
Akita,726,13.44,1,,11,0.31,65,1.86,76,2.17,7,0.2,20,0.57,2,0.06,3,0.09,-,-,2,0.06,1,0.03,-,-,2,0.29,-,-,-,-,3,0.38,-,-,-,-
Yamagata,590,12.29,2,,7,0.23,170,5.67,75,2.5,22,0.73,1,0.03,3,0.1,16,0.53,-,-,-,-,28,0.93,-,-,-,-,-,-,1,0.1,5,0.5,-,-,-,-
Fukushima,1492,19.38,7,,20,0.43,137,2.98,203,4.41,17,0.37,1,0.02,10,0.22,27,0.59,-,-,-,-,14,0.3,1,0.08,6,0.5,-,-,-,-,2,0.29,-,-,20,2.86
Ibaraki,2033,16.94,4,,23,0.31,215,2.87,318,4.24,18,0.24,6,0.08,-,-,23,0.31,1,0.01,-,-,32,0.43,-,-,12,0.71,-,-,-,-,3,0.23,-,-,5,0.38
