"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"52th week, 2014",,,,,,"Data collected as of January 6, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,130971,26.63,6110,,1720,0.55,7256,2.31,32203,10.26,3434,1.09,1823,0.58,1009,0.32,1217,0.39,36,0.01,152,0.05,981,0.31,8,0.01,362,0.54,4,0.01,7,0.01,131,0.28,9,0.02,28,0.06
Hokkaido,7627,33.6,393,,297,2.08,487,3.41,402,2.81,191,1.34,114,0.8,29,0.2,39,0.27,-,-,7,0.05,52,0.36,-,-,18,0.67,-,-,-,-,5,0.23,-,-,-,-
Aomori,961,14.78,70,,19,0.45,32,0.76,372,8.86,34,0.81,-,-,30,0.71,13,0.31,-,-,1,0.02,5,0.12,1,0.09,2,0.18,-,-,1,0.17,2,0.33,-,-,4,0.67
Iwate,2187,34.17,53,,16,0.4,131,3.28,344,8.6,30,0.75,1,0.03,22,0.55,17,0.43,-,-,1,0.03,6,0.15,-,-,12,0.86,-,-,-,-,16,0.84,-,-,-,-
Miyagi,2382,25.61,180,,24,0.41,140,2.41,403,6.95,77,1.33,14,0.24,77,1.33,29,0.5,-,-,3,0.05,13,0.22,-,-,10,0.83,-,-,-,-,8,0.67,-,-,2,0.17
Akita,994,18.41,33,,9,0.26,42,1.2,125,3.57,30,0.86,6,0.17,1,0.03,6,0.17,-,-,-,-,16,0.46,-,-,2,0.29,-,-,-,-,7,0.88,-,-,-,-
Yamagata,1266,26.38,51,,30,1,127,4.23,271,9.03,52,1.73,64,2.13,9,0.3,17,0.57,1,0.03,1,0.03,18,0.6,-,-,1,0.13,-,-,-,-,4,0.4,3,0.3,-,-
Fukushima,2001,26.33,254,,25,0.56,79,1.76,183,4.07,63,1.4,15,0.33,36,0.8,28,0.62,-,-,3,0.07,38,0.84,-,-,9,0.75,-,-,-,-,2,0.29,-,-,-,-
Ibaraki,2819,23.49,183,,16,0.21,197,2.63,797,10.63,97,1.29,28,0.37,8,0.11,18,0.24,1,0.01,1,0.01,10,0.13,-,-,14,0.82,-,-,-,-,2,0.15,-,-,-,-
Tochigi,1441,18.96,138,,7,0.15,37,0.77,403,8.4,42,0.88,39,0.81,13,0.27,19,0.4,-,-,3,0.06,9,0.19,-,-,7,0.58,-,-,1,0.14,3,0.43,-,-,1,0.14
Gunma,2415,24.64,141,,24,0.4,142,2.37,705,11.75,41,0.68,27,0.45,15,0.25,17,0.28,1,0.02,4,0.07,14,0.23,-,-,26,2,-,-,-,-,9,1.13,-,-,-,-
Saitama,11599,48.13,350,,68,0.44,337,2.19,1656,10.75,137,0.89,43,0.28,78,0.51,60,0.39,2,0.01,5,0.03,59,0.38,1,0.03,18,0.46,-,-,1,0.1,2,0.2,1,0.1,1,0.1
