"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2nd week, 2017",,,,,,"Data collected as of January 18, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,75576,15.25,1176,,906,0.29,4585,1.45,20506,6.48,1366,0.43,447,0.14,297,0.09,1208,0.38,21,0.01,103,0.03,2694,0.85,11,0.02,410,0.59,9,0.02,13,0.03,341,0.72,10,0.02,27,0.06
Hokkaido,2181,9.65,80,,51,0.36,277,1.95,367,2.58,101,0.71,5,0.04,9,0.06,41,0.29,1,0.01,2,0.01,103,0.73,1,0.03,8,0.28,-,-,1,0.04,12,0.52,-,-,2,0.09
Aomori,643,10.05,11,,8,0.2,35,0.85,265,6.46,7,0.17,9,0.22,4,0.1,11,0.27,-,-,4,0.1,12,0.29,-,-,9,0.82,1,0.17,-,-,8,1.33,-,-,2,0.33
Iwate,692,10.65,6,,19,0.48,58,1.45,264,6.6,13,0.33,2,0.05,2,0.05,19,0.48,-,-,-,-,15,0.38,-,-,5,0.36,-,-,-,-,7,0.37,-,-,-,-
Miyagi,1190,12.53,10,,12,0.2,100,1.69,274,4.64,28,0.47,4,0.07,3,0.05,27,0.46,1,0.02,2,0.03,9,0.15,-,-,4,0.33,-,-,-,-,9,0.75,-,-,-,-
Akita,884,16.37,9,,6,0.17,42,1.2,119,3.4,8,0.23,11,0.31,1,0.03,4,0.11,-,-,1,0.03,6,0.17,-,-,-,-,-,-,-,-,5,0.63,-,-,-,-
Yamagata,542,11.29,5,,4,0.13,101,3.37,200,6.67,16,0.53,1,0.03,-,-,19,0.63,-,-,6,0.2,47,1.57,-,-,2,0.25,-,-,-,-,4,0.4,-,-,1,0.1
Fukushima,1143,14.84,14,,9,0.2,80,1.74,274,5.96,29,0.63,2,0.04,16,0.35,25,0.54,1,0.02,1,0.02,12,0.26,-,-,9,0.75,-,-,-,-,8,1.14,-,-,7,1
Ibaraki,2217,18.48,10,,9,0.12,75,1,467,6.23,36,0.48,7,0.09,5,0.07,13,0.17,-,-,1,0.01,31,0.41,-,-,21,1.24,-,-,-,-,8,0.62,-,-,-,-
Tochigi,956,12.58,8,,7,0.15,62,1.29,183,3.81,15,0.31,2,0.04,-,-,21,0.44,-,-,1,0.02,7,0.15,-,-,10,0.83,-,-,-,-,7,1,2,0.29,-,-
Gunma,1649,17.36,9,,12,0.21,131,2.26,399,6.88,25,0.43,7,0.12,10,0.17,26,0.45,-,-,2,0.03,35,0.6,-,-,15,1.07,-,-,-,-,9,1.13,-,-,-,-
