"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"48th week, 2014",,,,,,"Data collected as of December 3, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,9396,1.9,5495,,1685,0.53,7554,2.4,24147,7.66,3680,1.17,2053,0.65,886,0.28,1565,0.5,26,0.01,245,0.08,959,0.3,5,0.01,386,0.57,12,0.03,6,0.01,158,0.33,3,0.01,16,0.03
Hokkaido,421,1.85,376,,337,2.36,580,4.06,383,2.68,274,1.92,160,1.12,36,0.25,60,0.42,2,0.01,18,0.13,26,0.18,-,-,16,0.57,-,-,-,-,12,0.52,-,-,-,-
Aomori,5,0.08,50,,46,1.1,35,0.83,160,3.81,37,0.88,6,0.14,28,0.67,28,0.67,-,-,1,0.02,4,0.1,-,-,8,0.73,-,-,-,-,2,0.33,-,-,3,0.5
Iwate,673,10.52,79,,8,0.2,134,3.35,178,4.45,26,0.65,3,0.08,25,0.63,17,0.43,-,-,1,0.03,6,0.15,-,-,6,0.43,1,0.05,-,-,13,0.68,-,-,-,-
Miyagi,115,1.24,212,,17,0.29,147,2.53,330,5.69,78,1.34,20,0.34,68,1.17,38,0.66,-,-,4,0.07,16,0.28,-,-,2,0.17,-,-,-,-,6,0.5,-,-,-,-
Akita,53,0.98,32,,8,0.23,38,1.09,135,3.86,37,1.06,4,0.11,-,-,11,0.31,-,-,-,-,23,0.66,-,-,2,0.29,-,-,-,-,7,0.88,-,-,1,0.13
Yamagata,83,1.73,104,,32,1.07,101,3.37,196,6.53,62,2.07,46,1.53,1,0.03,21,0.7,2,0.07,3,0.1,14,0.47,-,-,-,-,-,-,-,-,1,0.1,-,-,-,-
Fukushima,487,6.41,144,,28,0.62,76,1.69,129,2.87,65,1.44,28,0.62,29,0.64,31,0.69,-,-,5,0.11,43,0.96,-,-,18,1.5,-,-,-,-,4,0.57,-,-,-,-
Ibaraki,120,1,134,,21,0.28,155,2.07,518,6.91,60,0.8,57,0.76,12,0.16,22,0.29,1,0.01,1,0.01,10,0.13,-,-,14,0.82,-,-,-,-,3,0.23,-,-,-,-
Tochigi,66,0.87,103,,10,0.21,58,1.21,254,5.29,29,0.6,43,0.9,22,0.46,32,0.67,-,-,2,0.04,15,0.31,-,-,17,1.42,-,-,-,-,1,0.14,-,-,1,0.14
Gunma,99,1.01,105,,22,0.37,163,2.72,324,5.4,53,0.88,37,0.62,8,0.13,24,0.4,-,-,1,0.02,6,0.1,-,-,24,1.85,-,-,-,-,4,0.5,-,-,3,0.38
Saitama,1233,5.05,341,,57,0.37,489,3.13,1543,9.89,220,1.41,101,0.65,72,0.46,53,0.34,1,0.01,5,0.03,52,0.33,1,0.02,17,0.4,-,-,-,-,4,0.4,-,-,-,-
Chiba,614,2.9,104,,31,0.23,297,2.23,1120,8.42,155,1.17,87,0.65,49,0.37,57,0.43,-,-,5,0.04,62,0.47,-,-,17,0.5,-,-,2,0.22,3,0.33,1,0.11,-,-
Tokyo,1496,3.62,340,,113,0.43,786,3,2301,8.78,249,0.95,99,0.38,176,0.67,141,0.54,1,0,22,0.08,73,0.28,-,-,14,0.36,1,0.04,-,-,10,0.4,-,-,1,0.04
Kanagawa,1337,4.04,187,,55,0.27,435,2.11,1845,8.96,252,1.22,68,0.33,139,0.67,96,0.47,4,0.02,2,0.01,29,0.14,-,-,38,0.9,1,0.11,-,-,10,1.11,-,-,-,-
Niigata,78,0.81,134,,97,1.59,196,3.21,368,6.03,154,2.52,20,0.33,28,0.46,33,0.54,-,-,31,0.51,20,0.33,1,0.1,2,0.2,-,-,-,-,3,0.23,-,-,-,-
Toyama,16,0.33,114,,41,1.41,46,1.59,210,7.24,25,0.86,21,0.72,2,0.07,14,0.48,-,-,3,0.1,4,0.14,-,-,2,0.29,-,-,-,-,14,2.8,-,-,-,-
Ishikawa,25,0.52,113,,11,0.38,83,2.86,217,7.48,51,1.76,13,0.45,14,0.48,13,0.45,-,-,-,-,11,0.38,-,-,7,1,-,-,-,-,2,0.4,-,-,-,-
Fukui,32,1,32,,18,0.82,52,2.36,268,12.18,24,1.09,14,0.64,1,0.05,11,0.5,-,-,-,-,11,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yamanashi,13,0.33,18,,10,0.42,36,1.5,180,7.5,3,0.13,-,-,1,0.04,3,0.13,-,-,1,0.04,-,-,-,-,2,0.22,-,-,-,-,-,-,-,-,-,-
Nagano,126,1.45,132,,11,0.2,103,1.91,293,5.43,67,1.24,35,0.65,6,0.11,23,0.43,-,-,2,0.04,1,0.02,-,-,7,0.64,-,-,-,-,8,0.73,-,-,-,-
Gifu,34,0.39,76,,19,0.36,60,1.13,148,2.79,29,0.55,10,0.19,2,0.04,21,0.4,-,-,4,0.08,3,0.06,-,-,4,0.36,-,-,-,-,-,-,-,-,-,-
Shizuoka,199,1.43,213,,30,0.34,222,2.49,594,6.67,84,0.94,34,0.38,36,0.4,46,0.52,-,-,15,0.17,18,0.2,-,-,6,0.27,-,-,1,0.1,5,0.5,1,0.1,-,-
Aichi,218,1.12,315,,100,0.55,430,2.38,980,5.41,129,0.71,98,0.54,11,0.06,90,0.5,2,0.01,14,0.08,36,0.2,-,-,13,0.38,-,-,-,-,2,0.14,-,-,-,-
Mie,40,0.56,151,,28,0.62,62,1.38,264,5.87,22,0.49,21,0.47,3,0.07,24,0.53,-,-,1,0.02,6,0.13,-,-,3,0.25,1,0.11,-,-,2,0.22,-,-,-,-
Shiga,26,0.49,27,,9,0.28,79,2.47,259,8.09,23,0.72,14,0.44,4,0.13,13,0.41,-,-,3,0.09,10,0.31,-,-,-,-,-,-,-,-,1,0.14,-,-,-,-
