"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7th week, 2013",,,,,,"Data collected as of February 20, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
Chiba,2620,12.24,18,,23,0.17,374,2.79,954,7.12,100,0.75,3,0.02,9,0.07,60,0.45,1,0.01,-,-,27,0.2,-,-,18,0.53,-,-,-,-,5,0.56,-,-
Tokyo,3811,9.14,72,,46,0.18,495,1.89,1952,7.45,158,0.6,14,0.05,21,0.08,117,0.45,5,0.02,2,0.01,44,0.17,-,-,12,0.32,-,-,-,-,5,0.2,1,0.04
Kanagawa,3469,10.39,39,,35,0.17,232,1.12,1306,6.31,147,0.71,29,0.14,15,0.07,97,0.47,3,0.01,2,0.01,41,0.2,2,0.05,19,0.45,-,-,-,-,2,0.25,-,-
Niigata,1975,20.79,4,,18,0.3,159,2.65,237,3.95,59,0.98,15,0.25,6,0.1,31,0.52,1,0.02,2,0.03,2,0.03,1,0.1,8,0.8,-,-,-,-,5,0.38,2,0.15
Toyama,1094,22.79,8,,21,0.72,119,4.1,211,7.28,27,0.93,7,0.24,3,0.1,8,0.28,-,-,2,0.07,2,0.07,-,-,-,-,-,-,-,-,4,0.8,-,-
Ishikawa,912,19,2,,14,0.48,169,5.83,243,8.38,13,0.45,34,1.17,-,-,13,0.45,-,-,1,0.03,3,0.1,-,-,-,-,-,-,-,-,4,0.8,-,-
Fukui,781,24.41,4,,15,0.68,79,3.59,225,10.23,37,1.68,1,0.05,-,-,18,0.82,-,-,-,-,21,0.95,-,-,1,0.33,1,0.17,-,-,1,0.17,-,-
Yamanashi,548,13.7,4,,2,0.08,19,0.79,130,5.42,5,0.21,-,-,-,-,1,0.04,-,-,-,-,-,-,-,-,5,0.56,-,-,-,-,1,0.1,1,0.1
Nagano,1747,20.08,26,,1,0.02,100,1.85,331,6.13,54,1,1,0.02,5,0.09,15,0.28,-,-,-,-,1,0.02,-,-,6,0.55,-,-,-,-,8,0.73,-,-
Gifu,2302,26.46,5,,18,0.34,51,0.96,353,6.66,33,0.62,7,0.13,3,0.06,20,0.38,2,0.04,1,0.02,15,0.28,-,-,1,0.09,-,-,1,0.2,6,1.2,-,-
Shizuoka,2686,19.32,47,,19,0.21,107,1.2,592,6.65,65,0.73,16,0.18,2,0.02,26,0.29,4,0.04,-,-,13,0.15,-,-,9,0.41,-,-,-,-,10,1,-,-
Aichi,5905,30.44,47,,39,0.22,138,0.77,1530,8.5,111,0.62,4,0.02,9,0.05,56,0.31,-,-,1,0.01,46,0.26,-,-,11,0.32,-,-,-,-,9,0.64,-,-
Mie,1318,18.31,48,,10,0.22,59,1.31,330,7.33,39,0.87,9,0.2,-,-,23,0.51,-,-,-,-,11,0.24,-,-,1,0.08,-,-,-,-,2,0.22,-,-
Shiga,1279,24.13,16,,3,0.09,31,0.97,161,5.03,41,1.28,6,0.19,1,0.03,11,0.34,2,0.06,1,0.03,4,0.13,-,-,1,0.13,-,-,-,-,1,0.14,-,-
Kyoto,2058,17.01,14,,3,0.04,95,1.3,467,6.4,73,1,4,0.05,3,0.04,16,0.22,3,0.04,1,0.01,10,0.14,1,0.06,3,0.17,-,-,-,-,-,-,-,-
Osaka,4544,14.71,124,,27,0.14,359,1.8,1406,7.03,168,0.84,24,0.12,6,0.03,80,0.4,2,0.01,4,0.02,24,0.12,-,-,15,0.29,-,-,1,0.06,7,0.41,-,-
Hyogo,3579,17.98,43,,48,0.37,156,1.21,1192,9.24,130,1.01,8,0.06,7,0.05,41,0.32,-,-,3,0.02,19,0.15,-,-,6,0.17,-,-,-,-,4,0.36,1,0.09
Nara,738,13.42,13,,2,0.06,26,0.74,201,5.74,19,0.54,-,-,-,-,8,0.23,-,-,-,-,1,0.03,-,-,-,-,-,-,-,-,-,-,-,-
Wakayama,807,16.14,16,,-,-,21,0.68,121,3.9,26,0.84,1,0.03,-,-,13,0.42,-,-,-,-,1,0.03,-,-,1,0.25,-,-,-,-,5,0.45,-,-
Tottori,525,18.1,2,,3,0.16,79,4.16,127,6.68,37,1.95,9,0.47,2,0.11,2,0.11,-,-,-,-,3,0.16,-,-,-,-,-,-,-,-,1,0.2,-,-
Shimane,679,17.87,7,,8,0.35,19,0.83,231,10.04,25,1.09,11,0.48,-,-,10,0.43,-,-,-,-,2,0.09,-,-,-,-,-,-,-,-,2,0.25,-,-
Okayama,1561,18.58,13,,4,0.07,32,0.59,497,9.2,62,1.15,6,0.11,3,0.06,21,0.39,1,0.02,-,-,11,0.2,-,-,4,0.33,-,-,-,-,4,0.8,-,-
Hiroshima,3008,26.16,29,,34,0.47,105,1.46,521,7.24,67,0.93,9,0.13,7,0.1,29,0.4,2,0.03,2,0.03,9,0.13,-,-,13,0.68,-,-,-,-,2,0.1,-,-
Yamaguchi,1196,17.33,44,,14,0.29,121,2.52,440,9.17,80,1.67,6,0.13,3,0.06,29,0.6,-,-,1,0.02,3,0.06,-,-,-,-,-,-,-,-,2,0.22,-,-
Tokushima,772,20.32,15,,4,0.17,25,1.09,184,8,27,1.17,-,-,-,-,16,0.7,1,0.04,-,-,13,0.57,-,-,2,0.5,-,-,-,-,-,-,-,-
Kagawa,1059,21.61,8,,8,0.27,16,0.53,293,9.77,44,1.47,4,0.13,3,0.1,8,0.27,-,-,2,0.07,7,0.23,-,-,1,0.33,-,-,-,-,1,0.2,-,-
Ehime,1499,24.57,37,,5,0.14,77,2.08,289,7.81,75,2.03,2,0.05,1,0.03,26,0.7,-,-,2,0.05,1,0.03,-,-,7,0.88,-,-,-,-,1,0.17,-,-
Kochi,1216,25.33,43,,2,0.07,16,0.53,226,7.53,47,1.57,2,0.07,1,0.03,8,0.27,-,-,-,-,2,0.07,-,-,-,-,-,-,-,-,1,0.13,-,-
Fukuoka,3167,15.99,84,,47,0.39,247,2.06,1054,8.78,206,1.72,127,1.06,1,0.01,76,0.63,1,0.01,9,0.08,53,0.44,-,-,12,0.46,-,-,-,-,3,0.2,-,-
Saga,381,10.03,3,,12,0.55,35,1.59,120,5.45,47,2.14,4,0.18,1,0.05,14,0.64,-,-,-,-,5,0.23,-,-,1,0.25,-,-,-,-,6,1,-,-
Nagasaki,1166,16.66,18,,12,0.27,34,0.77,374,8.5,77,1.75,1,0.02,3,0.07,15,0.34,-,-,4,0.09,14,0.32,4,0.5,1,0.13,-,-,-,-,4,0.33,-,-
Kumamoto,1037,12.96,27,,25,0.5,80,1.6,696,13.92,94,1.88,21,0.42,1,0.02,40,0.8,-,-,4,0.08,6,0.12,-,-,9,1,-,-,-,-,1,0.07,-,-
Oita,1021,17.6,23,,27,0.75,55,1.53,409,11.36,59,1.64,32,0.89,1,0.03,18,0.5,-,-,-,-,24,0.67,-,-,2,0.4,1,0.09,-,-,3,0.27,-,-
Miyazaki,963,16.32,39,,44,1.22,86,2.39,556,15.44,130,3.61,-,-,1,0.03,25,0.69,-,-,-,-,22,0.61,-,-,14,2.33,-,-,-,-,2,0.29,-,-
Kagoshima,2400,25.81,42,,32,0.58,57,1.04,616,11.2,123,2.24,12,0.22,1,0.02,28,0.51,1,0.02,2,0.04,13,0.24,-,-,6,0.86,-,-,-,-,6,0.5,-,-
Okinawa,1470,25.34,22,,1,0.03,16,0.47,110,3.24,119,3.5,23,0.68,2,0.06,8,0.24,1,0.03,-,-,16,0.47,1,0.1,14,1.4,-,-,4,0.57,5,0.71,-,-
