"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14th week, 2014",,,,,,"Data collected as of April 9, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,30290,6.13,502,,876,0.28,4519,1.43,15990,5.07,3043,0.97,315,0.1,379,0.12,1568,0.5,29,0.01,89,0.03,740,0.23,11,0.02,322,0.47,13,0.03,6,0.01,92,0.19,5,0.01,123,0.26
Hokkaido,1585,6.98,29,,44,0.31,325,2.27,301,2.1,156,1.09,7,0.05,-,-,41,0.29,3,0.02,1,0.01,16,0.11,-,-,14,0.5,1,0.05,-,-,-,-,-,-,9,0.41
Aomori,786,12.28,6,,4,0.1,52,1.27,176,4.29,38,0.93,-,-,9,0.22,11,0.27,1,0.02,-,-,8,0.2,-,-,6,0.55,-,-,-,-,7,1.17,-,-,2,0.33
Iwate,785,12.27,4,,5,0.13,77,1.93,262,6.55,15,0.38,1,0.03,7,0.18,12,0.3,-,-,-,-,7,0.18,-,-,5,0.36,1,0.05,-,-,1,0.05,-,-,11,0.58
Miyagi,788,8.47,10,,7,0.12,92,1.59,279,4.81,42,0.72,1,0.02,33,0.57,38,0.66,-,-,-,-,16,0.28,-,-,3,0.25,1,0.08,-,-,6,0.5,-,-,5,0.42
Akita,508,9.24,3,,6,0.17,39,1.11,141,4.03,20,0.57,1,0.03,11,0.31,4,0.11,-,-,-,-,7,0.2,-,-,3,0.43,-,-,-,-,3,0.38,-,-,1,0.13
Yamagata,580,12.08,3,,10,0.33,104,3.47,242,8.07,23,0.77,-,-,2,0.07,8,0.27,-,-,-,-,4,0.13,-,-,1,0.13,-,-,-,-,-,-,1,0.1,2,0.2
Fukushima,735,9.67,23,,9,0.2,72,1.6,171,3.8,37,0.82,2,0.04,3,0.07,27,0.6,-,-,-,-,41,0.91,-,-,10,0.83,1,0.14,-,-,3,0.43,-,-,6,0.86
Ibaraki,573,4.78,7,,16,0.21,105,1.4,439,5.85,53,0.71,1,0.01,14,0.19,26,0.35,-,-,1,0.01,7,0.09,3,0.18,18,1.06,-,-,-,-,-,-,-,-,9,0.69
Tochigi,459,6.04,2,,1,0.02,51,1.06,97,2.02,26,0.54,1,0.02,2,0.04,33,0.69,-,-,-,-,5,0.1,-,-,2,0.17,-,-,-,-,2,0.29,-,-,-,-
Gunma,784,8,2,,15,0.25,121,2.02,251,4.18,58,0.97,1,0.02,2,0.03,21,0.35,-,-,1,0.02,9,0.15,1,0.07,17,1.21,-,-,-,-,-,-,-,-,3,0.38
Saitama,1222,4.95,16,,42,0.27,245,1.57,627,4.02,145,0.93,7,0.04,17,0.11,78,0.5,-,-,1,0.01,48,0.31,2,0.05,7,0.17,-,-,-,-,2,0.2,-,-,4,0.4
Chiba,1122,5.29,8,,15,0.11,196,1.47,598,4.5,128,0.96,-,-,16,0.12,64,0.48,-,-,1,0.01,36,0.27,-,-,7,0.21,-,-,-,-,-,-,-,-,1,0.11
Tokyo,2001,4.79,26,,33,0.13,455,1.73,1150,4.37,169,0.64,12,0.05,34,0.13,146,0.56,3,0.01,5,0.02,40,0.15,-,-,13,0.33,2,0.08,-,-,4,0.16,-,-,13,0.52
Kanagawa,1409,4.24,19,,15,0.07,187,0.9,929,4.49,225,1.09,4,0.02,65,0.31,124,0.6,-,-,1,0,39,0.19,2,0.05,22,0.51,1,0.1,2,0.2,1,0.1,1,0.1,2,0.2
Niigata,855,8.91,17,,31,0.51,196,3.21,244,4,91,1.49,1,0.02,81,1.33,32,0.52,-,-,-,-,7,0.11,-,-,3,0.3,-,-,-,-,4,0.31,-,-,1,0.08
Toyama,430,8.96,-,,17,0.59,82,2.83,107,3.69,31,1.07,-,-,28,0.97,8,0.28,-,-,-,-,3,0.1,-,-,8,1.14,-,-,-,-,6,1.2,-,-,-,-
Ishikawa,391,8.15,4,,24,0.83,63,2.17,132,4.55,62,2.14,2,0.07,2,0.07,14,0.48,-,-,-,-,11,0.38,-,-,2,0.29,-,-,-,-,1,0.2,-,-,-,-
Fukui,389,12.16,8,,11,0.5,57,2.59,154,7,54,2.45,-,-,-,-,11,0.5,-,-,-,-,10,0.45,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yamanashi,331,8.28,1,,3,0.13,27,1.13,81,3.38,5,0.21,-,-,-,-,4,0.17,-,-,-,-,1,0.04,-,-,-,-,-,-,-,-,2,0.2,-,-,-,-
Nagano,823,9.46,2,,2,0.04,68,1.26,221,4.09,46,0.85,1,0.02,4,0.07,23,0.43,1,0.02,1,0.02,5,0.09,-,-,5,0.45,-,-,-,-,6,0.55,-,-,2,0.18
Gifu,644,7.4,4,,8,0.15,32,0.6,192,3.62,32,0.6,3,0.06,-,-,32,0.6,-,-,-,-,5,0.09,-,-,1,0.09,-,-,-,-,1,0.2,-,-,-,-
Shizuoka,923,6.64,11,,16,0.18,68,0.76,372,4.18,124,1.39,2,0.02,6,0.07,45,0.51,-,-,-,-,13,0.15,-,-,10,0.45,-,-,-,-,1,0.1,-,-,2,0.2
Aichi,1183,6.07,20,,58,0.32,222,1.23,713,3.94,79,0.44,14,0.08,1,0.01,88,0.49,1,0.01,1,0.01,61,0.34,-,-,10,0.29,1,0.07,1,0.07,4,0.29,-,-,3,0.21
Mie,391,5.43,2,,19,0.42,57,1.27,238,5.29,37,0.82,2,0.04,1,0.02,25,0.56,1,0.02,1,0.02,8,0.18,-,-,4,0.33,-,-,-,-,-,-,-,-,-,-
Shiga,236,4.45,-,,11,0.34,33,1.03,132,4.13,31,0.97,6,0.19,2,0.06,12,0.38,-,-,5,0.16,4,0.13,-,-,4,0.5,-,-,-,-,1,0.14,-,-,-,-
Kyoto,576,4.72,5,,29,0.4,50,0.68,316,4.33,36,0.49,-,-,2,0.03,24,0.33,-,-,1,0.01,-,-,-,-,7,0.44,-,-,-,-,-,-,-,-,1,0.14
Osaka,1467,4.76,66,,56,0.28,259,1.3,1131,5.66,185,0.93,12,0.06,6,0.03,86,0.43,4,0.02,6,0.03,35,0.18,-,-,12,0.23,-,-,-,-,4,0.24,1,0.06,10,0.59
Hyogo,1031,5.21,18,,35,0.27,105,0.82,736,5.75,129,1.01,7,0.05,6,0.05,42,0.33,1,0.01,2,0.02,7,0.05,1,0.03,13,0.37,-,-,-,-,5,0.42,-,-,1,0.08
Nara,261,4.83,2,,11,0.32,14,0.41,117,3.44,25,0.74,-,-,3,0.09,15,0.44,-,-,1,0.03,2,0.06,-,-,2,0.22,-,-,-,-,1,0.17,-,-,1,0.17
Wakayama,163,3.26,4,,10,0.32,27,0.87,131,4.23,31,1,2,0.06,-,-,11,0.35,1,0.03,1,0.03,1,0.03,-,-,1,0.25,-,-,-,-,6,0.55,1,0.09,-,-
Tottori,245,8.45,3,,10,0.53,30,1.58,70,3.68,10,0.53,-,-,-,-,18,0.95,1,0.05,-,-,1,0.05,-,-,-,-,-,-,-,-,1,0.2,-,-,2,0.4
Shimane,293,7.71,6,,33,1.43,22,0.96,95,4.13,21,0.91,1,0.04,-,-,17,0.74,-,-,2,0.09,-,-,-,-,-,-,2,0.25,-,-,1,0.13,-,-,1,0.13
Okayama,384,4.57,3,,30,0.56,39,0.72,424,7.85,45,0.83,1,0.02,1,0.02,24,0.44,1,0.02,1,0.02,12,0.22,-,-,4,0.33,-,-,-,-,-,-,-,-,-,-
Hiroshima,559,4.86,15,,44,0.61,91,1.26,424,5.89,83,1.15,1,0.01,1,0.01,30,0.42,2,0.03,6,0.08,29,0.4,-,-,14,0.74,1,0.05,1,0.05,-,-,-,-,10,0.48
Yamaguchi,459,6.65,18,,23,0.48,111,2.31,250,5.21,24,0.5,5,0.1,1,0.02,35,0.73,-,-,11,0.23,2,0.04,-,-,1,0.11,-,-,-,-,1,0.11,-,-,1,0.11
Tokushima,114,3,4,,2,0.09,18,0.78,119,5.17,14,0.61,-,-,2,0.09,17,0.74,-,-,-,-,2,0.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kagawa,244,4.98,4,,11,0.37,36,1.2,197,6.57,35,1.17,-,-,-,-,10,0.33,-,-,-,-,2,0.07,-,-,3,0.6,1,0.2,1,0.2,-,-,-,-,1,0.2
Ehime,427,7,6,,8,0.22,27,0.73,404,10.92,46,1.24,1,0.03,-,-,33,0.89,-,-,-,-,5,0.14,-,-,13,1.63,-,-,-,-,-,-,1,0.17,5,0.83
Kochi,288,6,2,,6,0.2,9,0.3,201,6.7,29,0.97,-,-,1,0.03,11,0.37,-,-,1,0.03,50,1.67,-,-,4,1.33,1,0.13,-,-,7,0.88,-,-,2,0.25
Fukuoka,884,4.46,38,,33,0.28,231,1.93,938,7.82,170,1.42,46,0.38,5,0.04,90,0.75,1,0.01,8,0.07,70,0.58,-,-,17,0.65,-,-,1,0.07,1,0.07,-,-,-,-
Saga,162,4.15,5,,6,0.26,56,2.43,126,5.48,35,1.52,4,0.17,-,-,19,0.83,1,0.04,3,0.13,21,0.91,-,-,4,1,-,-,-,-,2,0.33,-,-,6,1
Nagasaki,374,5.34,4,,13,0.3,61,1.39,206,4.68,47,1.07,9,0.2,-,-,27,0.61,4,0.09,-,-,35,0.8,1,0.13,4,0.5,-,-,-,-,3,0.25,-,-,1,0.08
Kumamoto,386,4.83,5,,13,0.26,76,1.52,513,10.26,65,1.3,84,1.68,2,0.04,33,0.66,-,-,19,0.38,3,0.06,-,-,10,1.11,-,-,-,-,1,0.07,-,-,5,0.33
Oita,257,4.43,2,,12,0.33,51,1.42,403,11.19,49,1.36,19,0.53,2,0.06,27,0.75,-,-,5,0.14,23,0.64,-,-,1,0.2,-,-,-,-,3,0.27,-,-,-,-
Miyazaki,473,8.02,13,,14,0.39,68,1.89,400,11.11,29,0.81,50,1.39,2,0.06,41,1.14,1,0.03,1,0.03,4,0.11,-,-,21,3.5,-,-,-,-,-,-,-,-,-,-
Kagoshima,705,7.58,16,,50,0.91,74,1.35,457,8.31,106,1.93,4,0.07,1,0.02,25,0.45,-,-,1,0.02,13,0.24,-,-,3,0.43,-,-,-,-,-,-,-,-,-,-
Okinawa,605,10.43,36,,5,0.15,38,1.12,83,2.44,102,3,-,-,4,0.12,6,0.18,2,0.06,1,0.03,12,0.35,1,0.1,13,1.3,-,-,-,-,1,0.14,-,-,-,-
