"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28th week, 2017",,,,,,"Data collected as of July 19, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,994,0.2,1778,,2601,0.83,7453,2.37,15292,4.87,1108,0.35,25968,8.27,345,0.11,1743,0.55,47,0.01,7050,2.24,1628,0.52,8,0.01,606,0.88,9,0.02,18,0.04,120,0.25,1,0,18,0.04
Hokkaido,7,0.03,251,,370,2.64,403,2.88,277,1.98,37,0.26,939,6.71,11,0.08,44,0.31,3,0.02,208,1.49,37,0.26,-,-,18,0.62,-,-,-,-,6,0.26,-,-,3,0.13
Aomori,1,0.02,14,,9,0.21,43,1.02,146,3.48,7,0.17,128,3.05,4,0.1,23,0.55,-,-,40,0.95,20,0.48,-,-,1,0.09,-,-,2,0.33,6,1,-,-,-,-
Iwate,1,0.02,31,,29,0.73,60,1.5,161,4.03,8,0.2,27,0.68,5,0.13,18,0.45,1,0.03,10,0.25,43,1.08,-,-,5,0.36,-,-,-,-,3,0.16,-,-,1,0.05
Miyagi,-,-,63,,93,1.58,155,2.63,314,5.32,27,0.46,218,3.69,3,0.05,47,0.8,-,-,42,0.71,26,0.44,-,-,1,0.08,-,-,-,-,6,0.5,-,-,-,-
Akita,-,-,-,,16,0.46,33,0.94,77,2.2,27,0.77,83,2.37,-,-,11,0.31,2,0.06,12,0.34,6,0.17,-,-,4,0.57,-,-,-,-,12,1.5,-,-,-,-
Yamagata,3,0.06,7,,37,1.23,101,3.37,182,6.07,8,0.27,124,4.13,50,1.67,18,0.6,-,-,36,1.2,9,0.3,-,-,2,0.25,-,-,-,-,3,0.3,-,-,1,0.1
Fukushima,1,0.01,70,,24,0.52,114,2.48,115,2.5,38,0.83,29,0.63,9,0.2,42,0.91,-,-,17,0.37,39,0.85,-,-,17,1.42,-,-,-,-,5,0.71,-,-,-,-
Ibaraki,9,0.08,26,,43,0.57,202,2.69,291,3.88,23,0.31,124,1.65,5,0.07,26,0.35,-,-,49,0.65,20,0.27,-,-,18,1.06,-,-,-,-,1,0.08,-,-,-,-
Tochigi,1,0.01,21,,50,1.04,55,1.15,87,1.81,13,0.27,92,1.92,1,0.02,32,0.67,-,-,25,0.52,14,0.29,-,-,19,1.58,1,0.14,-,-,2,0.29,-,-,-,-
Gunma,-,-,19,,30,0.52,162,2.79,254,4.38,21,0.36,253,4.36,9,0.16,44,0.76,-,-,121,2.09,63,1.09,-,-,16,1.14,-,-,-,-,5,0.63,-,-,-,-
Saitama,10,0.04,81,,200,1.27,491,3.11,909,5.75,72,0.46,856,5.42,29,0.18,115,0.73,1,0.01,263,1.66,55,0.35,2,0.05,28,0.7,-,-,-,-,-,-,-,-,-,-
Chiba,21,0.1,32,,136,1.03,380,2.88,553,4.19,42,0.32,528,4,4,0.03,77,0.58,1,0.01,408,3.09,51,0.39,-,-,23,0.72,-,-,1,0.11,2,0.22,-,-,-,-
Tokyo,29,0.08,178,,265,1.04,649,2.55,1426,5.59,87,0.34,1761,6.91,22,0.09,161,0.63,4,0.02,411,1.61,86,0.34,1,0.03,28,0.72,-,-,1,0.04,4,0.16,-,-,1,0.04
Kanagawa,11,0.03,235,,159,0.76,648,3.09,1028,4.9,81,0.39,1519,7.23,34,0.16,140,0.67,1,0,445,2.12,77,0.37,-,-,89,1.98,-,-,1,0.11,3,0.33,-,-,2,0.22
Niigata,4,0.04,67,,53,0.93,118,2.07,223,3.91,20,0.35,575,10.09,6,0.11,22,0.39,4,0.07,93,1.63,75,1.32,-,-,7,0.7,-,-,-,-,5,0.38,-,-,-,-
Toyama,1,0.02,10,,13,0.45,27,0.93,114,3.93,5,0.17,289,9.97,1,0.03,19,0.66,-,-,33,1.14,24,0.83,-,-,8,1.14,-,-,-,-,-,-,-,-,-,-
Ishikawa,-,-,-,,15,0.52,62,2.14,103,3.55,8,0.28,356,12.28,4,0.14,20,0.69,-,-,47,1.62,7,0.24,-,-,3,0.43,-,-,1,0.2,7,1.4,-,-,-,-
Fukui,-,-,2,,5,0.23,74,3.36,130,5.91,5,0.23,347,15.77,-,-,7,0.32,1,0.05,51,2.32,4,0.18,-,-,-,-,1,0.17,-,-,-,-,-,-,-,-
Yamanashi,-,-,2,,21,0.88,51,2.13,101,4.21,4,0.17,223,9.29,-,-,12,0.5,-,-,38,1.58,17,0.71,-,-,10,1.11,-,-,1,0.1,-,-,-,-,-,-
Nagano,3,0.03,3,,13,0.24,107,1.98,305,5.65,21,0.39,128,2.37,6,0.11,16,0.3,4,0.07,67,1.24,120,2.22,-,-,-,-,-,-,-,-,5,0.45,-,-,1,0.09
Gifu,9,0.11,1,,37,0.74,58,1.16,168,3.36,7,0.14,228,4.56,1,0.02,9,0.18,1,0.02,35,0.7,33,0.66,-,-,9,0.82,-,-,-,-,2,0.4,-,-,-,-
Shizuoka,36,0.26,17,,41,0.46,177,1.99,517,5.81,22,0.25,577,6.48,16,0.18,40,0.45,1,0.01,85,0.96,38,0.43,-,-,21,0.95,-,-,2,0.2,2,0.2,-,-,-,-
Aichi,4,0.02,59,,107,0.59,390,2.14,749,4.12,63,0.35,1327,7.29,9,0.05,83,0.46,-,-,245,1.35,58,0.32,-,-,28,0.8,-,-,-,-,5,0.33,-,-,-,-
Mie,21,0.29,8,,33,0.73,62,1.38,251,5.58,13,0.29,759,16.87,2,0.04,23,0.51,1,0.02,211,4.69,21,0.47,-,-,2,0.17,-,-,-,-,1,0.11,-,-,-,-
Shiga,5,0.09,7,,18,0.56,43,1.34,129,4.03,30,0.94,513,16.03,-,-,12,0.38,-,-,72,2.25,17,0.53,-,-,1,0.13,-,-,-,-,-,-,-,-,-,-
Kyoto,2,0.02,11,,42,0.55,143,1.88,382,5.03,16,0.21,510,6.71,23,0.3,23,0.3,-,-,93,1.22,35,0.46,-,-,9,0.5,-,-,-,-,1,0.14,-,-,1,0.14
Osaka,21,0.07,141,,129,0.65,478,2.39,1064,5.32,92,0.46,2874,14.37,17,0.09,126,0.63,3,0.02,480,2.4,74,0.37,2,0.04,42,0.81,-,-,1,0.06,4,0.24,1,0.06,-,-
Hyogo,12,0.06,20,,110,0.85,174,1.35,763,5.91,49,0.38,2253,17.47,23,0.18,55,0.43,1,0.01,388,3.01,70,0.54,1,0.03,46,1.31,2,0.14,1,0.07,-,-,-,-,1,0.07
Nara,-,-,6,,16,0.47,70,2.06,133,3.91,9,0.26,293,8.62,3,0.09,12,0.35,2,0.06,54,1.59,7,0.21,-,-,3,0.3,-,-,-,-,-,-,-,-,-,-
Wakayama,2,0.04,18,,13,0.43,24,0.8,92,3.07,6,0.2,342,11.4,1,0.03,15,0.5,-,-,54,1.8,31,1.03,-,-,-,-,-,-,-,-,1,0.09,-,-,-,-
Tottori,-,-,10,,8,0.42,92,4.84,89,4.68,12,0.63,263,13.84,1,0.05,10,0.53,-,-,78,4.11,14,0.74,-,-,6,1.2,1,0.2,1,0.2,1,0.2,-,-,-,-
Shimane,-,-,-,,8,0.35,55,2.39,111,4.83,8,0.35,140,6.09,1,0.04,10,0.43,-,-,62,2.7,23,1,-,-,-,-,1,0.13,-,-,1,0.13,-,-,-,-
Okayama,7,0.08,-,,7,0.13,76,1.41,410,7.59,11,0.2,580,10.74,11,0.2,30,0.56,-,-,118,2.19,17,0.31,-,-,9,0.75,-,-,-,-,2,0.4,-,-,-,-
Hiroshima,3,0.03,11,,39,0.54,163,2.26,371,5.15,27,0.38,748,10.39,4,0.06,22,0.31,1,0.01,90,1.25,19,0.26,-,-,20,1.05,-,-,-,-,6,0.29,-,-,-,-
Yamaguchi,-,-,33,,12,0.25,127,2.65,202,4.21,10,0.21,621,12.94,-,-,26,0.54,-,-,362,7.54,38,0.79,-,-,1,0.11,-,-,-,-,1,0.11,-,-,-,-
Tokushima,1,0.03,1,,16,0.7,47,2.04,142,6.17,3,0.13,167,7.26,6,0.26,16,0.7,-,-,69,3,12,0.52,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kagawa,15,0.32,2,,24,0.86,43,1.54,184,6.57,7,0.25,316,11.29,-,-,12,0.43,1,0.04,63,2.25,19,0.68,-,-,5,1,-,-,-,-,5,1,-,-,-,-
Ehime,3,0.05,16,,35,0.95,116,3.14,262,7.08,11,0.3,470,12.7,5,0.14,36,0.97,-,-,72,1.95,38,1.03,-,-,30,3.75,-,-,-,-,2,0.33,-,-,-,-
Kochi,-,-,2,,13,0.43,46,1.53,82,2.73,12,0.4,494,16.47,2,0.07,18,0.6,1,0.03,80,2.67,1,0.03,-,-,1,0.33,-,-,-,-,1,0.13,-,-,1,0.13
Fukuoka,25,0.13,71,,67,0.56,546,4.55,718,5.98,53,0.44,1138,9.48,7,0.06,81,0.68,5,0.04,743,6.19,52,0.43,-,-,14,0.54,2,0.13,-,-,1,0.07,-,-,-,-
Saga,-,-,6,,6,0.26,28,1.22,67,2.91,11,0.48,289,12.57,1,0.04,14,0.61,1,0.04,147,6.39,5,0.22,-,-,-,-,-,-,-,-,-,-,-,-,1,0.17
Nagasaki,7,0.1,16,,5,0.11,155,3.52,105,2.39,3,0.07,406,9.23,-,-,20,0.45,1,0.02,119,2.7,36,0.82,-,-,3,0.38,-,-,1,0.08,1,0.08,-,-,2,0.17
Kumamoto,8,0.1,15,,26,0.52,77,1.54,350,7,33,0.66,562,11.24,2,0.04,29,0.58,2,0.04,288,5.76,19,0.38,-,-,11,1.22,1,0.07,3,0.2,2,0.13,-,-,3,0.2
Oita,9,0.16,7,,14,0.39,129,3.58,346,9.61,9,0.25,582,16.17,1,0.03,36,1,-,-,236,6.56,59,1.64,-,-,2,0.4,-,-,-,-,2,0.18,-,-,-,-
Miyazaki,3,0.05,8,,33,0.92,69,1.92,287,7.97,15,0.42,504,14,4,0.11,44,1.22,-,-,189,5.25,5,0.14,-,-,16,2.67,-,-,-,-,-,-,-,-,-,-
Kagoshima,46,0.5,46,,114,2.11,106,1.96,396,7.33,13,0.24,365,6.76,2,0.04,35,0.65,-,-,179,3.31,87,1.61,-,-,8,1.14,-,-,-,-,1,0.08,-,-,-,-
Okinawa,653,11.26,134,,47,1.38,24,0.71,126,3.71,9,0.26,48,1.41,-,-,12,0.35,4,0.12,22,0.65,7,0.21,2,0.22,22,2.44,-,-,2,0.29,3,0.43,-,-,-,-
