"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"24th week, 2017",,,,,,"Data collected as of June 21, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1265,0.26,863,,3067,0.97,11323,3.59,22344,7.08,1313,0.42,6520,2.07,306,0.1,1693,0.54,51,0.02,1762,0.56,1549,0.49,13,0.02,581,0.84,4,0.01,14,0.03,93,0.2,6,0.01,121,0.25
Hokkaido,104,0.46,238,,302,2.14,639,4.53,443,3.14,49,0.35,82,0.58,5,0.04,45,0.32,1,0.01,16,0.11,36,0.26,-,-,12,0.41,-,-,1,0.04,3,0.13,-,-,8,0.35
Aomori,21,0.33,12,,34,0.81,67,1.6,352,8.38,11,0.26,4,0.1,6,0.14,22,0.52,-,-,1,0.02,13,0.31,-,-,1,0.09,1,0.17,1,0.17,1,0.17,-,-,1,0.17
Iwate,41,0.64,6,,34,0.87,115,2.95,268,6.87,15,0.38,8,0.21,12,0.31,14,0.36,-,-,-,-,45,1.15,1,0.07,5,0.36,-,-,-,-,9,0.47,-,-,7,0.37
Miyagi,28,0.29,17,,101,1.71,199,3.37,543,9.2,32,0.54,17,0.29,10,0.17,32,0.54,-,-,5,0.08,9,0.15,-,-,1,0.08,-,-,1,0.08,5,0.42,-,-,-,-
Akita,8,0.15,-,,9,0.26,48,1.37,127,3.63,32,0.91,65,1.86,2,0.06,6,0.17,2,0.06,3,0.09,11,0.31,2,0.29,2,0.29,-,-,-,-,3,0.38,-,-,2,0.25
Yamagata,7,0.15,3,,40,1.33,175,5.83,275,9.17,19,0.63,8,0.27,31,1.03,27,0.9,1,0.03,1,0.03,6,0.2,-,-,2,0.25,-,-,-,-,1,0.1,-,-,8,0.8
Fukushima,16,0.21,52,,31,0.67,160,3.48,213,4.63,56,1.22,4,0.09,3,0.07,24,0.52,-,-,8,0.17,17,0.37,-,-,12,1,-,-,1,0.14,1,0.14,-,-,2,0.29
Ibaraki,6,0.05,7,,66,0.88,313,4.17,347,4.63,23,0.31,10,0.13,8,0.11,21,0.28,-,-,4,0.05,23,0.31,1,0.06,34,2,-,-,-,-,-,-,-,-,-,-
Tochigi,3,0.04,4,,32,0.67,105,2.19,126,2.63,18,0.38,13,0.27,1,0.02,33,0.69,-,-,1,0.02,24,0.5,-,-,16,1.33,-,-,-,-,4,0.57,-,-,1,0.14
Gunma,1,0.01,10,,34,0.59,251,4.33,360,6.21,16,0.28,32,0.55,10,0.17,29,0.5,-,-,12,0.21,55,0.95,-,-,15,1.07,-,-,-,-,4,0.5,-,-,-,-
Saitama,20,0.08,37,,216,1.37,807,5.11,1106,7,93,0.59,123,0.78,26,0.16,114,0.72,1,0.01,44,0.28,58,0.37,5,0.13,45,1.13,1,0.1,1,0.1,-,-,1,0.1,1,0.1
Chiba,41,0.19,21,,126,0.93,543,4.02,750,5.56,84,0.62,87,0.64,6,0.04,74,0.55,4,0.03,70,0.52,32,0.24,-,-,34,0.97,-,-,-,-,4,0.44,-,-,3,0.33
Tokyo,27,0.07,62,,289,1.1,958,3.64,1920,7.3,118,0.45,362,1.38,33,0.13,174,0.66,4,0.02,83,0.32,63,0.24,-,-,23,0.59,-,-,-,-,4,0.16,1,0.04,5,0.2
Kanagawa,18,0.05,54,,193,0.9,782,3.64,1499,6.97,95,0.44,234,1.09,13,0.06,143,0.67,2,0.01,57,0.27,71,0.33,1,0.02,100,2,1,0.11,-,-,-,-,-,-,4,0.44
Niigata,15,0.17,51,,82,1.44,170,2.98,417,7.32,15,0.26,86,1.51,8,0.14,25,0.44,1,0.02,4,0.07,63,1.11,1,0.1,15,1.5,-,-,1,0.08,4,0.31,2,0.15,2,0.15
Toyama,2,0.04,5,,27,0.93,71,2.45,200,6.9,3,0.1,33,1.14,1,0.03,12,0.41,-,-,4,0.14,23,0.79,-,-,6,0.86,-,-,1,0.2,2,0.4,-,-,1,0.2
Ishikawa,-,-,7,,31,1.07,71,2.45,214,7.38,14,0.48,54,1.86,5,0.17,13,0.45,-,-,9,0.31,13,0.45,-,-,4,0.57,-,-,-,-,1,0.2,-,-,7,1.4
Fukui,15,0.47,1,,10,0.45,103,4.68,231,10.5,5,0.23,15,0.68,-,-,5,0.23,-,-,3,0.14,15,0.68,-,-,-,-,-,-,-,-,-,-,-,-,1,0.17
Yamanashi,-,-,-,,61,2.54,96,4,133,5.54,3,0.13,21,0.88,2,0.08,8,0.33,-,-,1,0.04,13,0.54,-,-,18,2,-,-,-,-,1,0.1,-,-,2,0.2
Nagano,1,0.01,3,,22,0.41,250,4.63,392,7.26,31,0.57,11,0.2,9,0.17,16,0.3,-,-,5,0.09,104,1.93,1,0.09,1,0.09,-,-,-,-,1,0.09,-,-,4,0.36
Gifu,9,0.11,2,,38,0.75,82,1.61,262,5.14,9,0.18,39,0.76,2,0.04,23,0.45,-,-,12,0.24,23,0.45,-,-,4,0.36,-,-,-,-,2,0.4,-,-,2,0.4
Shizuoka,5,0.04,7,,62,0.7,351,3.94,717,8.06,18,0.2,79,0.89,14,0.16,38,0.43,-,-,6,0.07,50,0.56,-,-,10,0.45,-,-,1,0.1,3,0.3,1,0.1,2,0.2
Aichi,17,0.09,11,,107,0.59,573,3.15,1231,6.76,73,0.4,331,1.82,13,0.07,67,0.37,1,0.01,31,0.17,54,0.3,-,-,23,0.66,-,-,-,-,4,0.27,1,0.07,4,0.27
Mie,10,0.14,4,,58,1.29,124,2.76,375,8.33,20,0.44,131,2.91,-,-,24,0.53,-,-,31,0.69,25,0.56,-,-,-,-,-,-,1,0.11,2,0.22,-,-,2,0.22
Shiga,4,0.08,2,,15,0.47,56,1.75,315,9.84,20,0.63,187,5.84,-,-,16,0.5,-,-,47,1.47,9,0.28,-,-,2,0.25,-,-,1,0.14,-,-,-,-,-,-
Kyoto,17,0.14,3,,61,0.81,215,2.87,588,7.84,11,0.15,321,4.28,1,0.01,27,0.36,1,0.01,54,0.72,16,0.21,-,-,10,0.56,-,-,-,-,-,-,-,-,3,0.43
Osaka,41,0.13,40,,203,1.02,743,3.72,1695,8.48,68,0.34,888,4.44,8,0.04,110,0.55,5,0.03,172,0.86,89,0.45,1,0.02,23,0.44,-,-,1,0.06,4,0.24,-,-,1,0.06
Hyogo,18,0.09,14,,128,1.01,348,2.74,1155,9.09,35,0.28,457,3.6,26,0.2,58,0.46,1,0.01,89,0.7,72,0.57,-,-,21,0.6,-,-,-,-,1,0.08,-,-,2,0.15
Nara,1,0.02,6,,49,1.44,119,3.5,305,8.97,19,0.56,83,2.44,1,0.03,15,0.44,-,-,14,0.41,22,0.65,-,-,6,0.6,-,-,-,-,3,0.5,-,-,-,-
Wakayama,-,-,6,,12,0.4,32,1.07,168,5.6,16,0.53,95,3.17,-,-,9,0.3,1,0.03,18,0.6,37,1.23,-,-,2,0.5,-,-,-,-,1,0.09,-,-,2,0.18
Tottori,3,0.1,6,,10,0.53,177,9.32,121,6.37,5,0.26,86,4.53,-,-,5,0.26,2,0.11,52,2.74,16,0.84,-,-,3,0.6,-,-,-,-,-,-,-,-,-,-
Shimane,1,0.03,1,,11,0.48,65,2.83,117,5.09,3,0.13,39,1.7,1,0.04,14,0.61,-,-,2,0.09,22,0.96,-,-,-,-,-,-,-,-,1,0.13,-,-,6,0.75
Okayama,26,0.31,2,,45,0.83,90,1.67,461,8.54,24,0.44,66,1.22,1,0.02,26,0.48,-,-,34,0.63,14,0.26,-,-,17,1.42,-,-,-,-,2,0.4,-,-,1,0.2
