"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"43rd week, 2016",,,,,,"Data collected as of November 2, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,2329,0.47,5273,,774,0.25,5343,1.69,16607,5.26,1170,0.37,3352,1.06,289,0.09,1425,0.45,58,0.02,1009,0.32,3075,0.97,2,0,601,0.87,16,0.03,26,0.05,691,1.46,4,0.01,10,0.02
Hokkaido,113,0.5,213,,36,0.25,482,3.39,253,1.78,127,0.89,73,0.51,6,0.04,50,0.35,1,0.01,47,0.33,92,0.65,-,-,12,0.41,-,-,-,-,37,1.61,-,-,-,-
Aomori,-,-,37,,10,0.24,51,1.21,99,2.36,3,0.07,19,0.45,3,0.07,19,0.45,-,-,26,0.62,30,0.71,-,-,11,1,-,-,-,-,18,3,-,-,-,-
Iwate,70,1.08,69,,19,0.48,81,2.03,107,2.68,6,0.15,4,0.1,-,-,11,0.28,-,-,20,0.5,29,0.73,1,0.07,1,0.07,-,-,-,-,21,1.11,-,-,-,-
Miyagi,17,0.18,141,,8,0.14,146,2.47,247,4.19,24,0.41,90,1.53,2,0.03,26,0.44,2,0.03,41,0.69,16,0.27,-,-,2,0.17,1,0.08,-,-,19,1.58,-,-,-,-
Akita,39,0.72,61,,5,0.14,56,1.6,80,2.29,14,0.4,3,0.09,2,0.06,7,0.2,-,-,23,0.66,6,0.17,-,-,1,0.14,-,-,-,-,16,2,-,-,-,-
Yamagata,11,0.23,126,,4,0.13,133,4.43,87,2.9,7,0.23,13,0.43,-,-,23,0.77,-,-,15,0.5,40,1.33,-,-,1,0.13,-,-,-,-,2,0.2,-,-,-,-
Fukushima,19,0.25,162,,1,0.02,62,1.35,97,2.11,17,0.37,45,0.98,8,0.17,22,0.48,-,-,18,0.39,10,0.22,-,-,15,1.25,1,0.14,-,-,7,1,-,-,1,0.14
Ibaraki,68,0.57,106,,4,0.05,129,1.72,293,3.91,25,0.33,82,1.09,5,0.07,28,0.37,-,-,8,0.11,17,0.23,-,-,26,1.53,-,-,-,-,16,1.23,-,-,-,-
Tochigi,73,0.96,82,,13,0.27,36,0.75,273,5.69,10,0.21,30,0.63,8,0.17,28,0.58,-,-,12,0.25,18,0.38,-,-,16,1.33,-,-,-,-,2,0.29,-,-,-,-
Gunma,38,0.4,66,,13,0.22,138,2.38,230,3.97,16,0.28,51,0.88,8,0.14,30,0.52,2,0.03,21,0.36,30,0.52,-,-,13,0.93,-,-,-,-,41,5.13,-,-,-,-
