"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25th week, 2018",,,,,,"Data collected as of June 27, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1757965,355.94,29286,9.29,34276,10.87,197264,62.54,430820,136.59,26261,8.33,30900,9.8,9668,3.07,33964,10.77,6930,2.2,12183,3.86,347,0.5,13180,18.91,234,0.49,284,0.59,1875,3.92,85,0.18,2928,6.13
Hokkaido,74628,336.16,3067,22.06,2054,14.78,14607,105.09,8777,63.14,1126,8.1,502,3.61,55,0.4,803,5.78,30,0.22,287,2.06,12,0.43,349,12.46,4,0.17,10,0.43,100,4.35,-,-,168,7.3
Aomori,22965,353.31,196,4.67,260,6.19,1803,42.93,5487,130.64,254,6.05,448,10.67,27,0.64,405,9.64,33,0.79,529,12.6,2,0.18,129,11.73,4,0.67,2,0.33,79,13.17,-,-,112,18.67
Iwate,26196,403.02,335,8.38,432,10.8,3565,89.13,4106,102.65,240,6,230,5.75,361,9.03,372,9.3,22,0.55,351,8.78,-,-,224,16,5,0.26,2,0.11,77,4.05,5,0.26,50,2.63
Miyagi,33977,357.65,822,13.93,536,9.08,4806,81.46,7152,121.22,587,9.95,365,6.19,179,3.03,695,11.78,72,1.22,96,1.63,5,0.42,91,7.58,2,0.17,-,-,81,6.75,1,0.08,31,2.58
Akita,19913,375.72,194,5.71,243,7.15,1077,31.68,2856,84,155,4.56,39,1.15,13,0.38,195,5.74,17,0.5,147,4.32,4,0.57,45,6.43,3,0.38,-,-,213,26.63,3,0.38,60,7.5
Yamagata,16171,344.06,342,11.79,511,17.62,2948,101.66,4447,153.34,364,12.55,359,12.38,228,7.86,388,13.38,166,5.72,75,2.59,-,-,53,7.57,5,0.5,4,0.4,65,6.5,-,-,20,2
Fukushima,31169,394.54,887,18.87,643,13.68,2958,62.94,4297,91.43,406,8.64,248,5.28,141,3,663,14.11,34,0.72,272,5.79,3,0.25,454,37.83,3,0.5,3,0.5,35,5.83,1,0.17,26,4.33
Ibaraki,41354,344.62,375,5,845,11.27,4960,66.13,7924,105.65,507,6.76,147,1.96,78,1.04,503,6.71,54,0.72,141,1.88,5,0.29,545,32.06,1,0.08,2,0.15,116,8.92,-,-,19,1.46
Tochigi,21446,282.18,292,6.08,242,5.04,2042,42.54,3612,75.25,376,7.83,125,2.6,388,8.08,510,10.63,39,0.81,75,1.56,-,-,202,16.83,3,0.43,3,0.43,41,5.86,-,-,23,3.29
Gunma,29603,340.26,284,5.26,666,12.33,3943,73.02,7120,131.85,404,7.48,745,13.8,69,1.28,629,11.65,100,1.85,314,5.81,3,0.21,450,32.14,2,0.22,5,0.56,39,4.33,-,-,46,5.11
Saitama,97614,381.3,1287,7.94,1902,11.74,14233,87.86,25163,155.33,2318,14.31,508,3.14,565,3.49,1976,12.2,201,1.24,411,2.54,37,0.93,776,19.4,4,0.4,25,2.5,26,2.6,3,0.3,40,4
Chiba,80068,377.68,618,4.65,1505,11.32,9333,70.17,14681,110.38,1305,9.81,333,2.5,443,3.33,1306,9.82,290,2.18,366,2.75,16,0.47,502,14.76,9,1,11,1.22,29,3.22,4,0.44,35,3.89
Tokyo,125935,304.19,1642,6.29,2240,8.58,17299,66.28,37480,143.6,2127,8.15,756,2.9,2000,7.66,3332,12.77,448,1.72,582,2.23,7,0.19,427,11.54,14,0.56,15,0.6,41,1.64,23,0.92,104,4.16
Kanagawa,120413,349.02,1038,4.83,1603,7.46,12341,57.4,24889,115.76,2252,10.47,592,2.75,2693,12.53,2513,11.69,199,0.93,722,3.36,15,0.29,2471,48.45,6,0.55,11,1,24,2.18,-,-,47,4.27
Niigata,34821,386.9,1029,18.05,1464,25.68,5738,100.67,6277,110.12,510,8.95,246,4.32,249,4.37,622,10.91,638,11.19,412,7.23,26,2.6,482,48.2,1,0.08,3,0.23,41,3.15,4,0.31,16,1.23
Toyama,15315,319.06,344,11.86,662,22.83,1310,45.17,3977,137.14,224,7.72,139,4.79,135,4.66,276,9.52,10,0.34,39,1.34,13,1.86,21,3,4,0.8,-,-,18,3.6,2,0.4,13,2.6
Ishikawa,15299,318.73,238,8.21,539,18.59,3022,104.21,3832,132.14,313,10.79,104,3.59,126,4.34,310,10.69,11,0.38,58,2,-,-,55,7.86,2,0.4,5,1,73,14.6,-,-,10,2
Fukui,11678,353.88,202,9.18,310,14.09,2209,100.41,3379,153.59,122,5.55,164,7.45,23,1.05,204,9.27,22,1,92,4.18,-,-,8,2.67,9,1.5,2,0.33,5,0.83,4,0.67,84,14
Yamanashi,15065,367.44,67,2.79,165,6.88,1243,51.79,2713,113.04,128,5.33,118,4.92,32,1.33,181,7.54,12,0.5,57,2.38,3,0.33,188,20.89,3,0.3,3,0.3,27,2.7,1,0.1,25,2.5
Nagano,33313,387.36,297,5.6,249,4.7,3713,70.06,7019,132.43,371,7,155,2.92,70,1.32,374,7.06,137,2.58,201,3.79,15,1.5,81,8.1,5,0.45,-,-,52,4.73,1,0.09,82,7.45
Gifu,25704,298.88,245,4.71,409,7.87,1484,28.54,5476,105.31,175,3.37,103,1.98,19,0.37,383,7.37,42,0.81,182,3.5,2,0.18,60,5.45,1,0.2,1,0.2,21,4.2,-,-,95,19
Shizuoka,50198,363.75,543,6.1,632,7.1,4150,46.63,10969,123.25,430,4.83,261,2.93,231,2.6,728,8.18,240,2.7,584,6.56,6,0.27,291,13.23,4,0.44,15,1.67,24,2.67,4,0.44,17,1.89
Aichi,79520,407.79,979,5.38,1154,6.34,8545,46.95,21511,118.19,1287,7.07,429,2.36,180,0.99,1555,8.54,244,1.34,560,3.08,3,0.09,399,11.4,6,0.4,8,0.53,54,3.6,1,0.07,142,9.47
Mie,26657,375.45,465,10.57,605,13.75,2734,62.14,6357,144.48,271,6.16,129,2.93,25,0.57,511,11.61,132,3,138,3.14,3,0.25,31,2.58,5,0.56,9,1,22,2.44,2,0.22,15,1.67
Shiga,17540,337.31,151,4.87,237,7.65,1061,34.23,3331,107.45,297,9.58,252,8.13,29,0.94,266,8.58,82,2.65,189,6.1,1,0.13,75,9.38,3,0.43,6,0.86,5,0.71,-,-,11,1.57
Kyoto,39690,317.52,319,4.2,525,6.91,2883,37.93,9762,128.45,383,5.04,318,4.18,66,0.87,579,7.62,215,2.83,147,1.93,3,0.18,153,9,3,0.43,1,0.14,19,2.71,-,-,52,7.43
Osaka,88591,292.38,2297,11.66,2155,10.94,10691,54.27,29963,152.1,1828,9.28,537,2.73,365,1.85,2193,11.13,301,1.53,645,3.27,26,0.5,508,9.77,9,0.53,12,0.71,40,2.35,2,0.12,176,10.35
Hyogo,65047,328.52,1105,8.63,1465,11.45,4808,37.56,20052,156.66,1060,8.28,307,2.4,78,0.61,1167,9.12,124,0.97,333,2.6,30,0.86,526,15.03,19,1.36,16,1.14,43,3.07,2,0.14,106,7.57
Nara,15651,289.83,252,7.41,337,9.91,1652,48.59,5011,147.38,253,7.44,136,4,126,3.71,336,9.88,115,3.38,47,1.38,1,0.1,78,7.8,10,1.67,4,0.67,18,3,-,-,54,9
Wakayama,14523,302.56,181,6.03,283,9.43,825,27.5,2603,86.77,213,7.1,34,1.13,31,1.03,295,9.83,158,5.27,99,3.3,55,13.75,23,5.75,4,0.36,5,0.45,21,1.91,4,0.36,50,4.55
Tottori,10869,374.79,121,6.37,258,13.58,2612,137.47,3704,194.95,103,5.42,51,2.68,17,0.89,213,11.21,26,1.37,27,1.42,3,0.6,23,4.6,4,0.8,5,1,9,1.8,-,-,52,10.4
Shimane,9925,320.16,147,7.74,126,6.63,1241,65.32,3094,162.84,84,4.42,135,7.11,7,0.37,243,12.79,35,1.84,90,4.74,-,-,4,2,4,0.67,6,1,6,1,-,-,42,7
Okayama,28336,337.33,161,2.98,338,6.26,2517,46.61,9614,178.04,399,7.39,220,4.07,90,1.67,497,9.2,152,2.81,117,2.17,14,1.17,178,14.83,3,0.6,1,0.2,7,1.4,-,-,28,5.6
Hiroshima,34107,299.18,549,7.73,927,13.06,3842,54.11,13676,192.62,431,6.07,689,9.7,30,0.42,603,8.49,446,6.28,171,2.41,12,0.63,433,22.79,5,0.25,2,0.1,22,1.1,2,0.1,372,18.6
Yamaguchi,26715,398.73,911,19.38,524,11.15,3667,78.02,6518,138.68,293,6.23,821,17.47,20,0.43,599,12.74,265,5.64,194,4.13,-,-,119,13.22,5,0.56,3,0.33,27,3,-,-,103,11.44
Tokushima,11992,324.11,375,16.3,300,13.04,1111,48.3,3080,133.91,121,5.26,211,9.17,70,3.04,383,16.65,30,1.3,81,3.52,-,-,19,4.75,4,0.57,1,0.14,10,1.43,-,-,2,0.29
Kagawa,15191,323.21,172,6.14,289,10.32,1381,49.32,4998,178.5,176,6.29,129,4.61,16,0.57,371,13.25,197,7.04,98,3.5,4,0.8,78,15.6,3,0.6,1,0.2,22,4.4,1,0.2,40,8
Ehime,23255,381.23,429,11.59,287,7.76,2981,80.57,7967,215.32,210,5.68,102,2.76,28,0.76,578,15.62,141,3.81,186,5.03,-,-,316,39.5,-,-,-,-,56,9.33,-,-,45,7.5
Kochi,20862,434.63,192,6.4,175,5.83,1112,37.07,3003,100.1,134,4.47,298,9.93,41,1.37,255,8.5,21,0.7,29,0.97,-,-,17,5.67,3,0.38,1,0.13,41,5.13,12,1.5,28,3.5
Fukuoka,90275,455.93,1966,16.38,1857,15.48,10127,84.39,22919,190.99,1434,11.95,5154,42.95,113,0.94,1970,16.42,342,2.85,784,6.53,3,0.12,847,32.58,18,1.2,17,1.13,80,5.33,-,-,79,5.27
Saga,15566,409.63,184,8.36,521,23.68,935,42.5,2641,120.05,197,8.95,695,31.59,12,0.55,384,17.45,238,10.82,37,1.68,2,0.5,58,14.5,2,0.33,5,0.83,22,3.67,-,-,56,9.33
Nagasaki,26940,384.86,368,8.36,344,7.82,2931,66.61,5654,128.5,305,6.93,1602,36.41,20,0.45,453,10.3,240,5.45,62,1.41,6,0.75,114,14.25,5,0.42,8,0.67,52,4.33,-,-,96,8
Kumamoto,29813,372.66,375,7.5,542,10.84,1793,35.86,9373,187.46,299,5.98,2108,42.16,30,0.6,887,17.74,233,4.66,113,2.26,-,-,314,34.89,7,0.47,11,0.73,16,1.07,-,-,41,2.73
Oita,27015,465.78,265,7.36,236,6.56,1635,45.42,11054,307.06,436,12.11,2636,73.22,19,0.53,562,15.61,126,3.5,305,8.47,-,-,125,25,1,0.09,1,0.09,24,2.18,-,-,25,2.27
Miyazaki,27686,477.34,621,17.74,762,21.77,1854,52.97,9403,268.66,339,9.69,3271,93.46,29,0.83,733,20.94,124,3.54,753,21.51,-,-,322,53.67,1,0.14,-,-,4,0.57,-,-,153,21.86
Kagoshima,40683,442.21,851,15.76,1572,29.11,4047,74.94,10853,200.98,522,9.67,3247,60.13,58,1.07,578,10.7,84,1.56,886,16.41,1,0.14,184,26.29,2,0.17,2,0.17,6,0.5,-,-,14,1.17
Okinawa,28671,503,1506,44.29,345,10.15,1495,43.97,3046,89.59,492,14.47,702,20.65,43,1.26,385,11.32,42,1.24,99,2.91,6,0.67,332,36.89,14,2,37,5.29,22,3.14,3,0.43,23,3.29
