"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25th week, 2018",,,,,,"Data collected as of June 27, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Tochigi,5,0.07,18,0.38,16,0.33,128,2.67,121,2.52,18,0.38,18,0.38,32,0.67,25,0.52,15,0.31,2,0.04,-,-,4,0.33,-,-,-,-,1,0.14,-,-,-,-
Gunma,-,-,12,0.22,46,0.85,168,3.11,312,5.78,16,0.3,149,2.76,4,0.07,27,0.5,23,0.43,8,0.15,-,-,7,0.47,-,-,1,0.11,-,-,-,-,-,-
Saitama,12,0.05,48,0.29,190,1.17,703,4.31,1350,8.28,99,0.61,81,0.5,79,0.48,101,0.62,73,0.45,28,0.17,4,0.1,65,1.59,-,-,3,0.27,2,0.18,-,-,-,-
Chiba,5,0.02,27,0.2,168,1.24,430,3.19,700,5.19,66,0.49,88,0.65,65,0.48,74,0.55,85,0.63,27,0.2,3,0.09,30,0.86,-,-,-,-,3,0.33,-,-,1,0.11
Tokyo,35,0.08,82,0.31,198,0.76,830,3.18,1787,6.85,84,0.32,117,0.45,299,1.15,183,0.7,139,0.53,43,0.16,-,-,24,0.63,2,0.08,-,-,2,0.08,1,0.04,1,0.04
Kanagawa,16,0.05,48,0.23,110,0.52,690,3.24,1118,5.25,131,0.62,87,0.41,303,1.42,121,0.57,51,0.24,36,0.17,1,0.02,115,2.21,1,0.1,-,-,-,-,-,-,-,-
Niigata,1,0.01,66,1.16,110,1.93,276,4.84,358,6.28,15,0.26,21,0.37,30,0.53,21,0.37,325,5.7,12,0.21,1,0.1,13,1.3,-,-,-,-,3,0.23,-,-,-,-
Toyama,6,0.13,5,0.17,26,0.9,69,2.38,185,6.38,5,0.17,4,0.14,11,0.38,12,0.41,4,0.14,1,0.03,-,-,-,-,1,0.2,-,-,2,0.4,-,-,-,-
Ishikawa,-,-,5,0.17,24,0.83,128,4.41,189,6.52,18,0.62,9,0.31,5,0.17,15,0.52,2,0.07,2,0.07,-,-,2,0.29,1,0.2,-,-,3,0.6,-,-,-,-
Fukui,2,0.06,10,0.45,18,0.82,98,4.45,122,5.55,17,0.77,10,0.45,-,-,7,0.32,5,0.23,6,0.27,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yamanashi,-,-,2,0.08,23,0.96,39,1.63,112,4.67,7,0.29,11,0.46,1,0.04,10,0.42,-,-,3,0.13,-,-,10,1.11,-,-,-,-,3,0.3,-,-,1,0.1
Nagano,1,0.01,1,0.02,21,0.39,223,4.13,361,6.69,14,0.26,12,0.22,9,0.17,18,0.33,49,0.91,5,0.09,1,0.09,4,0.36,-,-,-,-,3,0.27,-,-,1,0.09
Gifu,1,0.01,8,0.15,15,0.28,70,1.32,187,3.53,8,0.15,8,0.15,1,0.02,22,0.42,15,0.28,8,0.15,-,-,-,-,-,-,-,-,-,-,-,-,3,0.6
Shizuoka,2,0.01,27,0.3,58,0.65,228,2.56,534,6,26,0.29,44,0.49,28,0.31,37,0.42,84,0.94,23,0.26,1,0.05,13,0.59,-,-,2,0.2,-,-,-,-,-,-
Aichi,10,0.05,27,0.15,88,0.48,440,2.42,922,5.07,68,0.37,67,0.37,18,0.1,67,0.37,83,0.46,28,0.15,-,-,34,0.97,-,-,-,-,-,-,-,-,-,-
Mie,2,0.03,12,0.27,41,0.91,148,3.29,296,6.58,9,0.2,15,0.33,2,0.04,24,0.53,43,0.96,9,0.2,-,-,3,0.25,-,-,2,0.22,2,0.22,-,-,-,-
Shiga,-,-,1,0.03,19,0.59,62,1.94,200,6.25,22,0.69,47,1.47,-,-,15,0.47,26,0.81,11,0.34,-,-,1,0.13,-,-,-,-,-,-,-,-,-,-
Kyoto,-,-,15,0.19,41,0.53,131,1.7,441,5.73,19,0.25,38,0.49,5,0.06,33,0.43,52,0.68,9,0.12,-,-,5,0.28,-,-,-,-,-,-,-,-,1,0.14
Osaka,6,0.02,66,0.33,156,0.78,565,2.84,1181,5.93,102,0.51,95,0.48,31,0.16,115,0.58,75,0.38,24,0.12,1,0.02,18,0.35,-,-,-,-,-,-,-,-,1,0.06
Hyogo,-,-,23,0.18,131,1.02,228,1.77,931,7.22,56,0.43,44,0.34,4,0.03,61,0.47,40,0.31,19,0.15,1,0.03,26,0.74,-,-,1,0.07,1,0.07,-,-,2,0.14
Nara,3,0.05,4,0.12,18,0.53,71,2.09,200,5.88,14,0.41,17,0.5,10,0.29,13,0.38,26,0.76,2,0.06,-,-,2,0.2,-,-,-,-,-,-,-,-,-,-
Wakayama,-,-,-,-,13,0.43,31,1.03,131,4.37,10,0.33,10,0.33,5,0.17,14,0.47,28,0.93,1,0.03,-,-,2,0.5,-,-,-,-,-,-,-,-,-,-
Tottori,-,-,6,0.32,13,0.68,105,5.53,230,12.11,4,0.21,3,0.16,-,-,17,0.89,12,0.63,2,0.11,-,-,1,0.2,-,-,1,0.2,-,-,-,-,1,0.2
Shimane,2,0.05,19,0.83,9,0.39,59,2.57,143,6.22,1,0.04,19,0.83,-,-,13,0.57,16,0.7,1,0.04,-,-,-,-,-,-,3,0.38,-,-,-,-,-,-
Okayama,9,0.11,6,0.11,24,0.44,107,1.98,447,8.28,13,0.24,14,0.26,11,0.2,25,0.46,32,0.59,6,0.11,-,-,4,0.33,-,-,-,-,-,-,-,-,-,-
Hiroshima,3,0.03,20,0.28,53,0.74,191,2.65,365,5.07,28,0.39,109,1.51,1,0.01,33,0.46,109,1.51,8,0.11,-,-,17,0.89,-,-,-,-,-,-,-,-,-,-
Yamaguchi,2,0.03,35,0.74,23,0.49,194,4.13,191,4.06,5,0.11,174,3.7,3,0.06,35,0.74,88,1.87,6,0.13,-,-,3,0.33,-,-,-,-,-,-,-,-,-,-
Tokushima,1,0.03,17,0.74,23,1,55,2.39,140,6.09,5,0.22,50,2.17,9,0.39,20,0.87,7,0.3,4,0.17,-,-,-,-,-,-,-,-,1,0.14,-,-,-,-
Kagawa,-,-,-,-,14,0.5,67,2.39,205,7.32,6,0.21,19,0.68,-,-,29,1.04,52,1.86,9,0.32,-,-,2,0.4,-,-,-,-,-,-,-,-,1,0.2
Ehime,-,-,8,0.22,34,0.92,139,3.76,318,8.59,20,0.54,28,0.76,2,0.05,32,0.86,58,1.57,6,0.16,-,-,21,2.63,-,-,-,-,2,0.33,-,-,-,-
Kochi,1,0.02,4,0.13,9,0.3,56,1.87,108,3.6,4,0.13,22,0.73,6,0.2,12,0.4,2,0.07,3,0.1,-,-,1,0.33,-,-,-,-,1,0.13,-,-,1,0.13
Fukuoka,34,0.17,65,0.54,136,1.13,450,3.75,807,6.73,95,0.79,718,5.98,7,0.06,73,0.61,82,0.68,66,0.55,-,-,58,2.23,-,-,3,0.2,-,-,-,-,-,-
Saga,-,-,7,0.3,32,1.39,34,1.48,86,3.74,3,0.13,64,2.78,3,0.13,15,0.65,91,3.96,5,0.22,-,-,2,0.5,-,-,-,-,1,0.17,-,-,1,0.17
Nagasaki,1,0.01,23,0.52,14,0.32,97,2.2,191,4.34,6,0.14,124,2.82,1,0.02,21,0.48,56,1.27,7,0.16,-,-,12,1.5,-,-,-,-,1,0.08,-,-,2,0.17
Kumamoto,4,0.05,2,0.04,17,0.34,89,1.78,452,9.04,8,0.16,278,5.56,1,0.02,51,1.02,34,0.68,5,0.1,-,-,17,1.89,-,-,2,0.13,1,0.07,-,-,-,-
Oita,12,0.21,8,0.22,14,0.39,55,1.53,378,10.5,20,0.56,475,13.19,-,-,33,0.92,24,0.67,24,0.67,-,-,3,0.6,-,-,-,-,-,-,-,-,-,-
Miyazaki,20,0.34,12,0.34,29,0.83,73,2.09,308,8.8,15,0.43,295,8.43,-,-,44,1.26,20,0.57,24,0.69,-,-,7,1.17,-,-,-,-,-,-,-,-,-,-
Kagoshima,29,0.32,11,0.2,61,1.13,152,2.81,403,7.46,20,0.37,279,5.17,-,-,43,0.8,12,0.22,33,0.61,-,-,5,0.71,-,-,-,-,-,-,-,-,-,-
Okinawa,119,2.09,154,4.53,27,0.79,35,1.03,139,4.09,16,0.47,42,1.24,-,-,12,0.35,3,0.09,6,0.18,-,-,25,2.78,1,0.14,2,0.29,-,-,-,-,-,-
