"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25th week, 2018",,,,,,"Data collected as of June 27, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,434,0.09,1130,0.36,2481,0.79,9126,2.89,19180,6.07,1225,0.39,3926,1.24,1116,0.35,1717,0.54,2032,0.64,609,0.19,18,0.03,651,0.93,8,0.02,21,0.04,60,0.13,1,0,30,0.06
Hokkaido,19,0.08,98,0.7,158,1.12,525,3.72,606,4.3,34,0.24,64,0.45,5,0.04,29,0.21,4,0.03,13,0.09,2,0.07,20,0.69,-,-,-,-,3,0.13,-,-,5,0.22
Aomori,-,-,7,0.17,8,0.19,54,1.29,292,6.95,11,0.26,40,0.95,4,0.1,17,0.4,6,0.14,40,0.95,-,-,10,0.91,-,-,-,-,4,0.67,-,-,1,0.17
Iwate,-,-,21,0.53,38,0.95,133,3.33,191,4.78,3,0.08,11,0.28,51,1.28,22,0.55,3,0.08,4,0.1,-,-,9,0.64,-,-,-,-,2,0.11,-,-,2,0.11
Miyagi,7,0.07,40,0.68,39,0.66,210,3.56,372,6.31,21,0.36,52,0.88,24,0.41,32,0.54,14,0.24,3,0.05,-,-,10,0.83,-,-,-,-,1,0.08,-,-,1,0.08
Akita,1,0.02,3,0.09,19,0.54,37,1.06,120,3.43,9,0.26,1,0.03,1,0.03,12,0.34,1,0.03,1,0.03,2,0.29,5,0.71,1,0.13,-,-,8,1,-,-,4,0.5
Yamagata,-,-,16,0.53,43,1.43,107,3.57,189,6.3,20,0.67,31,1.03,35,1.17,29,0.97,36,1.2,5,0.17,-,-,4,0.5,-,-,1,0.1,3,0.3,-,-,-,-
Fukushima,22,0.27,36,0.72,54,1.08,136,2.72,321,6.42,18,0.36,4,0.08,6,0.12,29,0.58,9,0.18,14,0.28,1,0.08,22,1.69,1,0.14,-,-,4,0.57,-,-,-,-
Ibaraki,41,0.34,5,0.07,60,0.8,210,2.8,440,5.87,16,0.21,18,0.24,4,0.05,24,0.32,18,0.24,7,0.09,-,-,15,0.88,-,-,-,-,3,0.23,-,-,-,-
