"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44th week, 2014",,,,,,"Data collected as of November 5, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,758,0.16,3423,,1162,0.37,5973,1.91,13229,4.23,2638,0.84,2332,0.75,714,0.23,1779,0.57,40,0.01,534,0.17,881,0.28,4,0.01,336,0.5,4,0.01,13,0.03,154,0.33,9,0.02,9,0.02
Hokkaido,12,0.05,102,,186,1.3,507,3.55,290,2.03,185,1.29,96,0.67,14,0.1,48,0.34,1,0.01,80,0.56,38,0.27,1,0.04,8,0.29,1,0.04,-,-,11,0.48,-,-,-,-
Aomori,4,0.06,21,,28,0.67,24,0.57,123,2.93,53,1.26,10,0.24,15,0.36,11,0.26,2,0.05,1,0.02,3,0.07,-,-,6,0.55,-,-,-,-,3,0.5,-,-,1,0.17
Iwate,22,0.34,92,,3,0.08,140,3.5,146,3.65,33,0.83,18,0.45,7,0.18,24,0.6,-,-,3,0.08,9,0.23,-,-,6,0.43,-,-,-,-,13,0.68,-,-,-,-
Miyagi,-,-,25,,21,0.36,124,2.14,144,2.48,74,1.28,18,0.31,67,1.16,45,0.78,-,-,13,0.22,19,0.33,-,-,-,-,-,-,1,0.08,10,0.83,-,-,-,-
Akita,-,-,37,,6,0.18,23,0.68,94,2.76,25,0.74,3,0.09,2,0.06,6,0.18,-,-,2,0.06,8,0.24,-,-,1,0.14,-,-,-,-,8,1,-,-,-,-
Yamagata,15,0.31,96,,24,0.8,67,2.23,167,5.57,35,1.17,58,1.93,6,0.2,16,0.53,-,-,1,0.03,41,1.37,-,-,-,-,-,-,-,-,-,-,2,0.2,-,-
Fukushima,-,-,51,,33,0.73,59,1.31,104,2.31,64,1.42,36,0.8,17,0.38,25,0.56,1,0.02,14,0.31,39,0.87,1,0.08,7,0.58,-,-,1,0.14,3,0.43,-,-,-,-
Ibaraki,2,0.02,30,,10,0.13,97,1.28,302,3.97,40,0.53,105,1.38,9,0.12,26,0.34,1,0.01,9,0.12,8,0.11,-,-,13,0.76,-,-,-,-,-,-,-,-,-,-
Tochigi,3,0.04,24,,6,0.13,42,0.88,76,1.58,36,0.75,39,0.81,8,0.17,28,0.58,-,-,5,0.1,14,0.29,-,-,-,-,-,-,1,0.14,-,-,-,-,-,-
Gunma,1,0.01,39,,53,0.88,138,2.3,190,3.17,32,0.53,33,0.55,12,0.2,28,0.47,-,-,6,0.1,10,0.17,-,-,22,1.69,-,-,-,-,4,0.5,-,-,-,-
Saitama,67,0.27,127,,43,0.28,361,2.33,744,4.8,128,0.83,157,1.01,54,0.35,90,0.58,1,0.01,27,0.17,53,0.34,-,-,16,0.4,-,-,1,0.1,8,0.8,-,-,-,-
Chiba,59,0.29,92,,21,0.16,280,2.17,488,3.78,92,0.71,139,1.08,50,0.39,66,0.51,2,0.02,15,0.12,47,0.36,-,-,13,0.43,-,-,-,-,1,0.11,-,-,-,-
Tokyo,93,0.23,286,,112,0.43,545,2.11,1255,4.86,172,0.67,173,0.67,149,0.58,174,0.67,1,0,44,0.17,48,0.19,-,-,19,0.49,1,0.04,1,0.04,6,0.24,-,-,1,0.04
Kanagawa,86,0.28,127,,35,0.18,286,1.46,996,5.08,196,1,101,0.52,137,0.7,138,0.7,1,0.01,26,0.13,28,0.14,1,0.03,35,0.88,-,-,2,0.2,-,-,2,0.2,-,-
