"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22nd week, 2016",,,,,,"Data collected as of June 8, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,862,0.17,268,,2367,0.75,9212,2.92,18782,5.95,1345,0.43,592,0.19,1111,0.35,1985,0.63,82,0.03,1325,0.42,3489,1.11,7,0.01,457,0.66,12,0.03,24,0.05,259,0.55,4,0.01,97,0.21
Hokkaido,108,0.48,23,,97,0.68,678,4.77,602,4.24,79,0.56,7,0.05,34,0.24,45,0.32,2,0.01,1,0.01,187,1.32,-,-,19,0.68,-,-,1,0.04,39,1.7,-,-,20,0.87
Aomori,16,0.25,2,,28,0.67,60,1.43,244,5.81,22,0.52,1,0.02,16,0.38,28,0.67,-,-,1,0.02,16,0.38,-,-,9,0.82,-,-,-,-,7,1.17,-,-,8,1.33
Iwate,12,0.19,-,,17,0.43,108,2.7,223,5.58,16,0.4,1,0.03,2,0.05,23,0.58,-,-,1,0.03,28,0.7,-,-,7,0.5,-,-,4,0.21,9,0.47,-,-,10,0.53
Miyagi,22,0.23,5,,38,0.64,204,3.46,384,6.51,40,0.68,4,0.07,5,0.08,37,0.63,-,-,7,0.12,32,0.54,-,-,-,-,-,-,-,-,4,0.33,-,-,-,-
Akita,26,0.48,-,,14,0.4,50,1.43,130,3.71,16,0.46,-,-,31,0.89,17,0.49,9,0.26,-,-,9,0.26,-,-,7,1,-,-,-,-,2,0.25,-,-,2,0.25
Yamagata,5,0.1,-,,21,0.7,146,4.87,237,7.9,5,0.17,1,0.03,37,1.23,14,0.47,-,-,1,0.03,82,2.73,-,-,2,0.25,-,-,-,-,-,-,-,-,-,-
Fukushima,54,0.7,10,,63,1.37,84,1.83,226,4.91,14,0.3,-,-,21,0.46,42,0.91,1,0.02,1,0.02,8,0.17,-,-,5,0.42,1,0.14,-,-,3,0.43,-,-,4,0.57
Ibaraki,11,0.09,2,,40,0.53,201,2.68,428,5.71,31,0.41,5,0.07,24,0.32,28,0.37,1,0.01,7,0.09,76,1.01,1,0.06,24,1.41,-,-,-,-,6,0.46,-,-,-,-
Tochigi,2,0.03,3,,17,0.35,111,2.31,122,2.54,10,0.21,2,0.04,26,0.54,30,0.63,1,0.02,2,0.04,31,0.65,-,-,10,0.83,-,-,-,-,2,0.29,2,0.29,1,0.14
Gunma,1,0.01,-,,24,0.41,172,2.97,334,5.76,17,0.29,3,0.05,37,0.64,40,0.69,2,0.03,2,0.03,28,0.48,-,-,6,0.43,-,-,-,-,4,0.5,-,-,2,0.25
Saitama,14,0.06,6,,142,0.89,613,3.86,999,6.28,103,0.65,18,0.11,33,0.21,148,0.93,3,0.02,31,0.19,247,1.55,-,-,20,0.5,-,-,1,0.1,3,0.3,-,-,1,0.1
Chiba,38,0.18,3,,106,0.79,550,4.07,744,5.51,59,0.44,22,0.16,39,0.29,88,0.65,1,0.01,19,0.14,193,1.43,-,-,17,0.49,1,0.11,1,0.11,4,0.44,-,-,2,0.22
Tokyo,34,0.08,12,,209,0.81,848,3.27,1779,6.87,105,0.41,43,0.17,42,0.16,215,0.83,2,0.01,64,0.25,144,0.56,-,-,25,0.64,2,0.08,-,-,7,0.28,1,0.04,2,0.08
Kanagawa,25,0.08,5,,169,0.79,570,2.68,1277,6,107,0.5,16,0.08,25,0.12,135,0.63,5,0.02,50,0.23,243,1.14,1,0.02,101,2.06,-,-,-,-,1,0.1,-,-,1,0.1
Niigata,30,0.33,5,,82,1.41,207,3.57,532,9.17,21,0.36,4,0.07,21,0.36,40,0.69,6,0.1,1,0.02,85,1.47,-,-,5,0.5,-,-,-,-,2,0.15,-,-,4,0.31
Toyama,4,0.08,4,,32,1.1,72,2.48,158,5.45,6,0.21,2,0.07,18,0.62,13,0.45,-,-,-,-,59,2.03,-,-,1,0.14,-,-,-,-,4,0.8,-,-,-,-
Ishikawa,-,-,1,,36,1.24,69,2.38,140,4.83,1,0.03,1,0.03,9,0.31,15,0.52,-,-,2,0.07,51,1.76,-,-,-,-,1,0.2,1,0.2,5,1,-,-,-,-
Fukui,2,0.06,2,,28,1.27,61,2.77,184,8.36,11,0.5,2,0.09,17,0.77,11,0.5,2,0.09,1,0.05,8,0.36,-,-,1,0.33,-,-,-,-,3,0.5,-,-,-,-
Yamanashi,-,-,-,,28,1.17,63,2.63,101,4.21,11,0.46,1,0.04,35,1.46,6,0.25,-,-,1,0.04,5,0.21,1,0.11,3,0.33,-,-,-,-,4,0.4,-,-,1,0.1
Nagano,17,0.2,-,,16,0.3,245,4.54,449,8.31,27,0.5,2,0.04,35,0.65,27,0.5,16,0.3,8,0.15,66,1.22,-,-,3,0.27,1,0.09,-,-,4,0.36,-,-,4,0.36
Gifu,2,0.02,-,,18,0.34,86,1.62,157,2.96,7,0.13,3,0.06,13,0.25,18,0.34,2,0.04,1,0.02,32,0.6,-,-,2,0.18,-,-,-,-,9,1.8,-,-,-,-
Shizuoka,16,0.12,2,,50,0.56,333,3.74,424,4.76,37,0.42,5,0.06,22,0.25,60,0.67,2,0.02,9,0.1,86,0.97,-,-,6,0.29,-,-,-,-,3,0.3,-,-,-,-
Aichi,4,0.02,13,,88,0.49,466,2.57,734,4.06,53,0.29,7,0.04,61,0.34,73,0.4,3,0.02,37,0.2,127,0.7,-,-,17,0.5,-,-,1,0.07,8,0.57,-,-,4,0.29
Mie,6,0.08,3,,43,0.96,96,2.13,268,5.96,6,0.13,7,0.16,51,1.13,33,0.73,4,0.09,25,0.56,12,0.27,1,0.08,2,0.17,-,-,1,0.11,3,0.33,-,-,-,-
Shiga,-,-,-,,20,0.63,67,2.09,186,5.81,16,0.5,5,0.16,7,0.22,16,0.5,-,-,39,1.22,24,0.75,-,-,1,0.13,1,0.14,-,-,1,0.14,-,-,1,0.14
Kyoto,22,0.18,2,,23,0.31,105,1.42,505,6.82,17,0.23,24,0.32,17,0.23,23,0.31,1,0.01,51,0.69,80,1.08,-,-,4,0.24,-,-,1,0.14,3,0.43,-,-,2,0.29
Osaka,11,0.04,9,,185,0.93,594,2.98,1334,6.7,114,0.57,27,0.14,38,0.19,131,0.66,1,0.01,180,0.9,310,1.56,-,-,18,0.35,-,-,2,0.12,13,0.76,1,0.06,12,0.71
Hyogo,15,0.08,5,,59,0.46,292,2.28,987,7.71,60,0.47,14,0.11,43,0.34,71,0.55,1,0.01,38,0.3,162,1.27,1,0.03,8,0.23,-,-,1,0.09,7,0.64,-,-,-,-
Nara,-,-,1,,33,0.97,74,2.18,153,4.5,7,0.21,1,0.03,11,0.32,11,0.32,-,-,9,0.26,54,1.59,-,-,6,0.6,1,0.17,-,-,9,1.5,-,-,1,0.17
Wakayama,1,0.02,-,,24,0.77,23,0.74,125,4.03,4,0.13,1,0.03,15,0.48,20,0.65,-,-,16,0.52,17,0.55,-,-,-,-,-,-,-,-,4,0.36,-,-,-,-
Tottori,4,0.14,-,,16,0.84,69,3.63,132,6.95,7,0.37,14,0.74,25,1.32,13,0.68,-,-,30,1.58,1,0.05,-,-,2,0.4,-,-,-,-,2,0.4,-,-,-,-
Shimane,3,0.08,2,,60,2.61,64,2.78,141,6.13,2,0.09,8,0.35,29,1.26,16,0.7,-,-,37,1.61,21,0.91,-,-,4,1.33,-,-,-,-,2,0.25,-,-,1,0.13
Okayama,2,0.02,3,,24,0.44,51,0.94,316,5.85,23,0.43,12,0.22,24,0.44,24,0.44,-,-,42,0.78,85,1.57,-,-,-,-,1,0.2,-,-,-,-,-,-,1,0.2
Hiroshima,3,0.03,9,,65,0.9,174,2.42,461,6.4,33,0.46,5,0.07,36,0.5,37,0.51,-,-,120,1.67,47,0.65,-,-,18,1,-,-,-,-,7,0.33,-,-,4,0.19
Yamaguchi,6,0.09,3,,24,0.5,194,4.04,233,4.85,16,0.33,9,0.19,36,0.75,30,0.63,-,-,54,1.13,33,0.69,2,0.22,-,-,-,-,-,-,-,-,-,-,-,-
Tokushima,3,0.08,-,,19,0.83,36,1.57,94,4.09,9,0.39,1,0.04,11,0.48,17,0.74,-,-,16,0.7,23,1,-,-,2,0.5,-,-,-,-,2,0.29,-,-,-,-
Kagawa,1,0.02,-,,27,0.96,72,2.57,158,5.64,6,0.21,24,0.86,17,0.61,14,0.5,2,0.07,76,2.71,22,0.79,-,-,-,-,-,-,-,-,3,0.6,-,-,-,-
Ehime,9,0.15,-,,16,0.43,129,3.49,262,7.08,26,0.7,-,-,14,0.38,29,0.78,-,-,19,0.51,10,0.27,-,-,15,1.88,-,-,-,-,2,0.33,-,-,-,-
Kochi,1,0.02,-,,13,0.43,60,2,104,3.47,8,0.27,17,0.57,5,0.17,21,0.7,2,0.07,11,0.37,28,0.93,-,-,-,-,1,0.13,2,0.25,4,0.5,-,-,-,-
Fukuoka,28,0.14,32,,118,0.98,445,3.71,786,6.55,56,0.47,31,0.26,48,0.4,107,0.89,3,0.03,170,1.42,231,1.93,-,-,17,0.65,-,-,4,0.27,21,1.4,-,-,-,-
Saga,8,0.21,1,,42,1.83,62,2.7,79,3.43,5,0.22,9,0.39,2,0.09,31,1.35,2,0.09,44,1.91,57,2.48,-,-,2,0.5,-,-,-,-,2,0.33,-,-,4,0.67
Nagasaki,16,0.23,2,,28,0.64,123,2.8,232,5.27,26,0.59,7,0.16,3,0.07,20,0.45,1,0.02,9,0.2,35,0.8,-,-,27,3.38,-,-,-,-,6,0.5,-,-,1,0.08
Kumamoto,14,0.18,5,,16,0.32,92,1.84,272,5.44,12,0.24,17,0.34,21,0.42,45,0.9,-,-,30,0.6,60,1.2,-,-,11,1.22,-,-,1,0.07,3,0.2,-,-,-,-
Oita,47,0.81,1,,32,0.89,139,3.86,568,15.78,35,0.97,10,0.28,6,0.17,31,0.86,-,-,25,0.69,24,0.67,-,-,6,1.2,-,-,-,-,-,-,-,-,1,0.09
Miyazaki,5,0.08,10,,25,0.69,108,3,290,8.06,6,0.17,13,0.36,28,0.78,56,1.56,1,0.03,13,0.36,119,3.31,-,-,16,2.67,-,-,-,-,12,1.71,-,-,-,-
Kagoshima,72,0.77,21,,62,1.13,119,2.16,345,6.27,39,0.71,39,0.71,18,0.33,31,0.56,1,0.02,14,0.25,131,2.38,-,-,5,0.71,-,-,-,-,6,0.5,-,-,1,0.08
Okinawa,142,2.45,61,,30,0.88,27,0.79,143,4.21,14,0.41,147,4.32,3,0.09,5,0.15,5,0.15,10,0.29,60,1.76,-,-,3,0.33,2,0.29,3,0.43,14,2,-,-,2,0.29
