"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"24th week, 2015",,,,,,"Data collected as of June 17, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,843,0.17,278,,2423,0.77,11481,3.64,22376,7.1,1328,0.42,8421,2.67,2894,0.92,2029,0.64,67,0.02,2139,0.68,1364,0.43,13,0.02,489,0.71,5,0.01,21,0.04,118,0.25,9,0.02,94,0.2
Hokkaido,18,0.08,24,,191,1.34,721,5.04,644,4.5,90,0.63,115,0.8,103,0.72,56,0.39,3,0.02,9,0.06,84,0.59,-,-,12,0.43,-,-,-,-,6,0.26,-,-,25,1.09
Aomori,7,0.11,9,,25,0.6,73,1.74,205,4.88,18,0.43,71,1.69,31,0.74,14,0.33,1,0.02,-,-,3,0.07,-,-,6,0.55,1,0.17,-,-,7,1.17,-,-,5,0.83
Iwate,19,0.29,4,,18,0.45,153,3.83,279,6.98,15,0.38,26,0.65,36,0.9,18,0.45,-,-,13,0.33,4,0.1,-,-,5,0.36,1,0.05,-,-,2,0.11,-,-,-,-
Miyagi,31,0.33,7,,67,1.14,263,4.46,515,8.73,39,0.66,101,1.71,47,0.8,39,0.66,-,-,8,0.14,9,0.15,-,-,6,0.5,-,-,-,-,10,0.83,-,-,-,-
Akita,10,0.19,-,,14,0.41,71,2.09,130,3.82,11,0.32,6,0.18,7,0.21,6,0.18,-,-,6,0.18,3,0.09,1,0.14,1,0.14,-,-,-,-,3,0.38,-,-,3,0.38
Yamagata,17,0.35,1,,38,1.27,137,4.57,388,12.93,13,0.43,81,2.7,29,0.97,23,0.77,-,-,1,0.03,15,0.5,-,-,1,0.13,-,-,-,-,-,-,-,-,-,-
Fukushima,13,0.17,7,,29,0.63,139,3.02,329,7.15,19,0.41,130,2.83,114,2.48,36,0.78,1,0.02,5,0.11,21,0.46,-,-,4,0.33,-,-,-,-,5,0.71,-,-,2,0.29
Ibaraki,37,0.31,-,,53,0.71,249,3.32,405,5.4,49,0.65,31,0.41,86,1.15,50,0.67,1,0.01,15,0.2,42,0.56,2,0.12,13,0.76,-,-,-,-,-,-,-,-,-,-
Tochigi,2,0.03,-,,20,0.42,158,3.29,153,3.19,11,0.23,141,2.94,48,1,33,0.69,2,0.04,3,0.06,19,0.4,-,-,8,0.67,-,-,-,-,2,0.29,-,-,-,-
