"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"24th week, 2016",,,,,,"Data collected as of June 22, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,363,0.07,262,,2285,0.72,8912,2.82,18395,5.82,1514,0.48,1092,0.35,1281,0.41,1806,0.57,99,0.03,2881,0.91,3354,1.06,5,0.01,514,0.74,14,0.03,31,0.07,302,0.64,2,0,78,0.16
Hokkaido,11,0.05,17,,106,0.75,683,4.81,665,4.68,100,0.7,6,0.04,37,0.26,32,0.23,2,0.01,4,0.03,250,1.76,-,-,14,0.5,-,-,1,0.04,56,2.43,-,-,19,0.83
Aomori,6,0.09,-,,15,0.36,62,1.48,143,3.4,5,0.12,4,0.1,18,0.43,16,0.38,-,-,2,0.05,14,0.33,1,0.09,2,0.18,-,-,-,-,4,0.67,-,-,-,-
Iwate,7,0.11,1,,17,0.43,116,2.9,244,6.1,19,0.48,2,0.05,4,0.1,25,0.63,-,-,3,0.08,28,0.7,-,-,13,0.93,-,-,-,-,6,0.32,-,-,9,0.47
Miyagi,18,0.19,2,,42,0.71,216,3.66,342,5.8,57,0.97,4,0.07,3,0.05,38,0.64,-,-,14,0.24,25,0.42,-,-,1,0.08,1,0.08,-,-,8,0.67,-,-,-,-
Akita,7,0.13,-,,10,0.29,88,2.51,121,3.46,13,0.37,9,0.26,19,0.54,12,0.34,17,0.49,-,-,3,0.09,-,-,6,0.86,-,-,-,-,4,0.5,-,-,4,0.5
Yamagata,1,0.02,-,,49,1.63,130,4.33,232,7.73,15,0.5,3,0.1,16,0.53,20,0.67,-,-,5,0.17,68,2.27,-,-,1,0.13,-,-,-,-,2,0.2,-,-,1,0.1
Fukushima,24,0.31,9,,43,0.93,81,1.76,217,4.72,35,0.76,3,0.07,29,0.63,30,0.65,-,-,3,0.07,10,0.22,-,-,15,1.25,1,0.14,-,-,4,0.57,-,-,10,1.43
Ibaraki,17,0.14,2,,35,0.47,173,2.31,370,4.93,36,0.48,18,0.24,21,0.28,19,0.25,1,0.01,20,0.27,75,1,-,-,18,1.06,1,0.08,-,-,4,0.31,-,-,1,0.08
