"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11th week, 2014",,,,,,"Data collected as of March 19, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,112833,22.79,778,,1024,0.32,6773,2.15,21243,6.74,3013,0.96,278,0.09,406,0.13,1328,0.42,26,0.01,61,0.02,720,0.23,14,0.02,349,0.51,11,0.02,20,0.04,100,0.21,4,0.01,87,0.18
Hokkaido,6564,28.92,40,,36,0.25,597,4.17,333,2.33,111,0.78,4,0.03,5,0.03,34,0.24,-,-,1,0.01,33,0.23,-,-,6,0.21,-,-,1,0.04,-,-,-,-,7,0.3
Aomori,2471,38.61,8,,5,0.12,52,1.27,216,5.27,36,0.88,-,-,13,0.32,10,0.24,-,-,-,-,7,0.17,2,0.18,5,0.45,-,-,-,-,9,1.5,-,-,4,0.67
Iwate,2642,41.28,3,,6,0.15,97,2.43,392,9.8,48,1.2,-,-,8,0.2,17,0.43,-,-,-,-,8,0.2,-,-,8,0.57,1,0.05,-,-,8,0.42,-,-,5,0.26
Miyagi,3704,39.83,7,,10,0.17,169,2.91,399,6.88,47,0.81,1,0.02,42,0.72,27,0.47,-,-,1,0.02,8,0.14,-,-,1,0.08,-,-,-,-,8,0.67,-,-,-,-
Akita,1027,19.02,-,,7,0.21,38,1.12,202,5.94,18,0.53,-,-,4,0.12,5,0.15,-,-,-,-,8,0.24,-,-,2,0.29,-,-,-,-,3,0.38,-,-,-,-
Yamagata,1239,25.81,2,,6,0.2,232,7.73,369,12.3,32,1.07,-,-,5,0.17,11,0.37,1,0.03,-,-,6,0.2,-,-,6,0.75,-,-,1,0.1,3,0.3,-,-,1,0.1
Fukushima,2008,26.42,34,,14,0.31,111,2.47,257,5.71,31,0.69,-,-,7,0.16,15,0.33,-,-,1,0.02,30,0.67,-,-,13,1.08,-,-,-,-,5,0.71,1,0.14,4,0.57
Ibaraki,2517,20.98,7,,21,0.28,142,1.89,573,7.64,48,0.64,2,0.03,6,0.08,19,0.25,-,-,1,0.01,3,0.04,-,-,14,0.82,-,-,-,-,1,0.08,-,-,1,0.08
Tochigi,1646,21.66,5,,11,0.23,57,1.19,110,2.29,33,0.69,-,-,5,0.1,26,0.54,1,0.02,-,-,9,0.19,-,-,10,0.83,-,-,-,-,2,0.29,-,-,2,0.29
Gunma,1701,17.36,2,,13,0.22,149,2.48,205,3.42,59,0.98,2,0.03,2,0.03,34,0.57,-,-,1,0.02,14,0.23,-,-,11,0.85,1,0.13,-,-,-,-,-,-,3,0.38
Saitama,5787,23.33,12,,32,0.2,403,2.55,834,5.28,162,1.03,3,0.02,16,0.1,82,0.52,2,0.01,-,-,37,0.23,1,0.02,18,0.44,1,0.1,1,0.1,2,0.2,-,-,2,0.2
Chiba,4860,22.71,20,,31,0.23,319,2.38,727,5.43,110,0.82,2,0.01,14,0.1,58,0.43,-,-,1,0.01,57,0.43,3,0.09,15,0.45,1,0.11,-,-,5,0.56,-,-,1,0.11
Tokyo,8563,20.58,37,,49,0.19,526,2.02,1415,5.42,182,0.7,8,0.03,72,0.28,99,0.38,-,-,5,0.02,28,0.11,-,-,12,0.32,-,-,1,0.04,1,0.04,-,-,6,0.24
Kanagawa,6483,19.18,27,,31,0.15,275,1.32,1168,5.62,236,1.13,8,0.04,56,0.27,113,0.54,-,-,-,-,43,0.21,1,0.02,25,0.57,-,-,1,0.1,1,0.1,-,-,2,0.2
Niigata,3137,32.68,34,,41,0.67,330,5.41,515,8.44,79,1.3,2,0.03,80,1.31,25,0.41,1,0.02,-,-,3,0.05,-,-,9,0.9,-,-,-,-,3,0.23,-,-,-,-
Toyama,1139,23.73,7,,34,1.17,122,4.21,223,7.69,52,1.79,1,0.03,18,0.62,7,0.24,-,-,2,0.07,-,-,-,-,1,0.14,-,-,-,-,1,0.2,-,-,-,-
Ishikawa,1339,27.9,4,,36,1.24,82,2.83,178,6.14,52,1.79,12,0.41,4,0.14,14,0.48,-,-,-,-,9,0.31,-,-,-,-,-,-,2,0.4,-,-,-,-,-,-
Fukui,1477,46.16,12,,15,0.68,72,3.27,311,14.14,32,1.45,-,-,2,0.09,8,0.36,-,-,-,-,12,0.55,-,-,-,-,-,-,1,0.17,-,-,-,-,-,-
Yamanashi,595,14.88,4,,6,0.25,38,1.58,140,5.83,11,0.46,-,-,-,-,9,0.38,-,-,-,-,1,0.04,-,-,2,0.22,-,-,-,-,1,0.1,-,-,-,-
Nagano,2548,29.29,4,,6,0.11,116,2.15,399,7.39,57,1.06,2,0.04,1,0.02,11,0.2,-,-,1,0.02,3,0.06,1,0.09,5,0.45,-,-,-,-,2,0.18,-,-,-,-
Gifu,1640,18.85,14,,16,0.3,56,1.06,326,6.15,21,0.4,3,0.06,-,-,11,0.21,2,0.04,-,-,5,0.09,-,-,3,0.27,-,-,-,-,1,0.2,-,-,1,0.2
Shizuoka,2988,21.5,23,,11,0.12,96,1.08,630,7.08,99,1.11,-,-,-,-,34,0.38,-,-,-,-,16,0.18,-,-,10,0.45,1,0.1,2,0.2,7,0.7,-,-,-,-
Aichi,4465,22.9,28,,47,0.26,268,1.48,889,4.91,83,0.46,5,0.03,3,0.02,85,0.47,-,-,1,0.01,48,0.27,4,0.12,10,0.29,-,-,3,0.21,8,0.57,1,0.07,3,0.21
Mie,2024,28.11,7,,8,0.18,41,0.91,324,7.2,48,1.07,1,0.02,-,-,16,0.36,-,-,-,-,7,0.16,-,-,3,0.25,-,-,-,-,2,0.22,-,-,-,-
Shiga,958,18.08,1,,9,0.28,53,1.66,176,5.5,22,0.69,3,0.09,1,0.03,8,0.25,-,-,2,0.06,3,0.09,-,-,1,0.13,-,-,-,-,-,-,-,-,4,0.57
Kyoto,2168,17.63,10,,11,0.15,99,1.34,399,5.39,23,0.31,1,0.01,-,-,21,0.28,-,-,1,0.01,-,-,-,-,2,0.12,-,-,1,0.14,1,0.14,-,-,1,0.14
Osaka,5592,18.1,66,,42,0.21,447,2.24,1297,6.49,162,0.81,8,0.04,4,0.02,75,0.38,2,0.01,6,0.03,21,0.11,1,0.02,15,0.29,1,0.06,1,0.06,-,-,-,-,10,0.59
Hyogo,4207,21.36,16,,41,0.32,157,1.24,880,6.93,157,1.24,4,0.03,4,0.03,49,0.39,1,0.01,1,0.01,16,0.13,-,-,19,0.54,1,0.08,1,0.08,4,0.33,-,-,3,0.25
Nara,953,17.65,11,,19,0.56,25,0.74,119,3.5,37,1.09,1,0.03,-,-,5,0.15,-,-,1,0.03,1,0.03,-,-,5,0.56,-,-,-,-,-,-,-,-,4,0.67
Wakayama,674,13.48,4,,11,0.35,20,0.65,207,6.68,14,0.45,2,0.06,-,-,4,0.13,-,-,2,0.06,1,0.03,-,-,-,-,-,-,-,-,3,0.27,-,-,2,0.18
Tottori,709,24.45,2,,12,0.63,74,3.89,96,5.05,2,0.11,-,-,-,-,14,0.74,-,-,-,-,1,0.05,-,-,2,0.67,1,0.2,-,-,-,-,-,-,2,0.4
Shimane,804,21.16,7,,35,1.52,57,2.48,169,7.35,25,1.09,-,-,1,0.04,8,0.35,-,-,-,-,2,0.09,-,-,1,0.33,-,-,-,-,-,-,-,-,1,0.13
Okayama,1489,17.73,2,,20,0.37,37,0.69,494,9.15,35,0.65,-,-,1,0.02,21,0.39,-,-,3,0.06,3,0.06,1,0.08,11,0.92,1,0.2,-,-,1,0.2,1,0.2,3,0.6
Hiroshima,1731,15.05,19,,54,0.75,122,1.69,587,8.15,47,0.65,2,0.03,-,-,28,0.39,1,0.01,-,-,26,0.36,-,-,14,0.74,-,-,1,0.05,1,0.05,-,-,4,0.19
