"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34th week, 2017",,,,,,"Data collected as of August 30, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,604,0.12,6601,,1395,0.45,3551,1.14,10239,3.28,649,0.21,18339,5.87,220,0.07,1411,0.45,35,0.01,4814,1.54,1214,0.39,16,0.02,744,1.07,8,0.02,27,0.06,125,0.26,6,0.01,2,0
Hokkaido,9,0.04,121,,128,0.91,219,1.56,203,1.45,22,0.16,833,5.95,-,-,34,0.24,2,0.01,187,1.34,15,0.11,-,-,26,0.9,-,-,1,0.04,3,0.13,-,-,1,0.04
Aomori,-,-,44,,7,0.17,20,0.48,81,1.93,3,0.07,302,7.19,1,0.02,13,0.31,-,-,62,1.48,30,0.71,-,-,3,0.27,-,-,-,-,2,0.33,-,-,-,-
Iwate,1,0.02,77,,4,0.1,74,1.85,113,2.83,4,0.1,325,8.13,17,0.43,20,0.5,2,0.05,94,2.35,54,1.35,-,-,9,0.64,-,-,-,-,8,0.42,-,-,-,-
Miyagi,12,0.13,175,,12,0.2,54,0.92,240,4.07,4,0.07,878,14.88,34,0.58,23,0.39,-,-,128,2.17,15,0.25,-,-,6,0.5,-,-,-,-,9,0.75,-,-,-,-
Akita,-,-,61,,16,0.46,23,0.66,46,1.31,6,0.17,90,2.57,-,-,12,0.34,-,-,62,1.77,9,0.26,1,0.14,2,0.29,-,-,-,-,12,1.5,-,-,-,-
Yamagata,-,-,128,,23,0.77,51,1.7,91,3.03,14,0.47,287,9.57,17,0.57,14,0.47,-,-,139,4.63,7,0.23,-,-,7,0.88,-,-,-,-,1,0.1,-,-,-,-
Fukushima,-,-,153,,1,0.02,54,1.17,66,1.43,14,0.3,652,14.17,3,0.07,32,0.7,-,-,160,3.48,27,0.59,-,-,12,1,-,-,-,-,-,-,-,-,-,-
Ibaraki,22,0.18,103,,30,0.4,77,1.03,221,2.95,9,0.12,700,9.33,3,0.04,25,0.33,-,-,153,2.04,4,0.05,-,-,37,2.18,-,-,-,-,1,0.08,-,-,-,-
Tochigi,9,0.12,43,,7,0.15,21,0.44,57,1.19,11,0.23,454,9.46,1,0.02,26,0.54,-,-,58,1.21,22,0.46,-,-,15,1.25,-,-,-,-,3,0.43,-,-,-,-
Gunma,-,-,103,,24,0.42,85,1.49,148,2.6,6,0.11,332,5.82,3,0.05,23,0.4,-,-,149,2.61,40,0.7,-,-,18,1.29,1,0.13,-,-,5,0.63,-,-,-,-
Saitama,17,0.07,405,,100,0.63,196,1.23,562,3.53,34,0.21,1777,11.18,33,0.21,89,0.56,4,0.03,323,2.03,37,0.23,-,-,58,1.41,2,0.2,1,0.1,1,0.1,-,-,-,-
Chiba,14,0.07,225,,72,0.54,170,1.28,317,2.38,22,0.17,1023,7.69,3,0.02,62,0.47,-,-,354,2.66,24,0.18,1,0.03,29,0.83,-,-,1,0.11,5,0.56,-,-,-,-
Tokyo,40,0.1,597,,137,0.56,236,0.96,770,3.14,54,0.22,2301,9.39,21,0.09,111,0.45,4,0.02,461,1.88,38,0.16,2,0.05,32,0.86,1,0.04,3,0.12,10,0.4,-,-,-,-
Kanagawa,34,0.11,425,,50,0.25,274,1.36,638,3.17,24,0.12,1805,8.98,29,0.14,99,0.49,1,0,403,2,53,0.26,-,-,69,1.44,1,0.11,3,0.33,4,0.44,-,-,-,-
Niigata,22,0.24,242,,24,0.42,47,0.82,153,2.68,23,0.4,493,8.65,7,0.12,27,0.47,3,0.05,110,1.93,71,1.25,1,0.1,8,0.8,1,0.08,2,0.15,5,0.38,1,0.08,-,-
Toyama,1,0.02,79,,5,0.17,30,1.03,123,4.24,6,0.21,126,4.34,-,-,10,0.34,-,-,46,1.59,2,0.07,-,-,2,0.29,-,-,-,-,-,-,-,-,-,-
Ishikawa,7,0.15,103,,14,0.48,30,1.03,66,2.28,3,0.1,128,4.41,5,0.17,9,0.31,1,0.03,20,0.69,1,0.03,-,-,7,1,-,-,-,-,3,0.6,-,-,-,-
Fukui,-,-,81,,4,0.18,31,1.41,68,3.09,3,0.14,86,3.91,-,-,2,0.09,1,0.05,26,1.18,3,0.14,-,-,-,-,-,-,-,-,1,0.17,1,0.17,-,-
Yamanashi,-,-,28,,13,0.54,18,0.75,80,3.33,3,0.13,127,5.29,-,-,8,0.33,-,-,20,0.83,20,0.83,-,-,14,1.56,-,-,1,0.1,2,0.2,1,0.1,-,-
Nagano,-,-,49,,15,0.28,66,1.22,143,2.65,5,0.09,663,12.28,2,0.04,24,0.44,-,-,115,2.13,56,1.04,2,0.18,1,0.09,-,-,-,-,2,0.18,-,-,-,-
Gifu,6,0.07,104,,16,0.3,34,0.64,101,1.91,14,0.26,248,4.68,3,0.06,19,0.36,1,0.02,34,0.64,38,0.72,-,-,10,0.91,-,-,-,-,2,0.4,-,-,-,-
Shizuoka,9,0.06,182,,43,0.48,91,1.02,303,3.4,9,0.1,535,6.01,1,0.01,30,0.34,1,0.01,88,0.99,22,0.25,-,-,22,1,-,-,-,-,5,0.5,2,0.2,-,-
Aichi,13,0.07,250,,49,0.27,129,0.71,477,2.62,31,0.17,895,4.92,13,0.07,64,0.35,3,0.02,154,0.85,60,0.33,-,-,29,0.83,-,-,2,0.13,7,0.47,-,-,-,-
Mie,7,0.1,87,,19,0.42,19,0.42,146,3.24,5,0.11,154,3.42,1,0.02,21,0.47,-,-,41,0.91,10,0.22,1,0.08,1,0.08,-,-,-,-,-,-,-,-,-,-
Shiga,1,0.02,27,,12,0.38,10,0.31,81,2.53,7,0.22,73,2.28,-,-,12,0.38,-,-,35,1.09,4,0.13,-,-,2,0.25,-,-,-,-,-,-,-,-,-,-
Kyoto,10,0.08,65,,9,0.12,59,0.78,257,3.38,12,0.16,121,1.59,-,-,26,0.34,2,0.03,33,0.43,19,0.25,-,-,11,0.61,-,-,-,-,-,-,-,-,-,-
Osaka,34,0.11,534,,87,0.44,251,1.26,655,3.28,55,0.28,438,2.19,2,0.01,89,0.45,1,0.01,183,0.92,55,0.28,-,-,40,0.77,-,-,2,0.12,4,0.24,-,-,-,-
Hyogo,11,0.06,208,,52,0.41,101,0.8,557,4.39,28,0.22,259,2.04,3,0.02,50,0.39,1,0.01,123,0.97,42,0.33,4,0.11,29,0.83,-,-,2,0.14,3,0.21,-,-,1,0.07
Nara,-,-,42,,11,0.32,19,0.56,96,2.82,20,0.59,72,2.12,1,0.03,23,0.68,-,-,24,0.71,5,0.15,-,-,6,0.6,1,0.17,1,0.17,4,0.67,-,-,-,-
