"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44th week, 2015",,,,,,"Data collected as of November 4, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,533,0.11,4740,,1053,0.33,7158,2.28,15919,5.06,1288,0.41,2020,0.64,1468,0.47,1632,0.52,56,0.02,310,0.1,1713,0.54,13,0.02,607,0.88,6,0.01,23,0.05,304,0.64,13,0.03,12,0.03
Hokkaido,12,0.05,364,,55,0.39,552,3.89,224,1.58,96,0.68,234,1.65,86,0.61,44,0.31,2,0.01,52,0.37,103,0.73,-,-,7,0.25,-,-,-,-,25,1.09,-,-,-,-
Aomori,-,-,75,,14,0.33,54,1.29,129,3.07,15,0.36,111,2.64,7,0.17,22,0.52,-,-,10,0.24,10,0.24,-,-,9,0.82,-,-,-,-,5,0.83,-,-,-,-
Iwate,17,0.26,71,,8,0.2,169,4.23,147,3.68,23,0.58,38,0.95,9,0.23,20,0.5,1,0.03,4,0.1,7,0.18,-,-,2,0.14,-,-,-,-,11,0.58,-,-,1,0.05
Miyagi,2,0.02,224,,14,0.24,179,3.03,246,4.17,28,0.47,100,1.69,13,0.22,44,0.75,1,0.02,5,0.08,2,0.03,-,-,4,0.33,-,-,-,-,5,0.42,-,-,-,-
Akita,-,-,63,,10,0.29,48,1.37,77,2.2,10,0.29,48,1.37,37,1.06,14,0.4,-,-,1,0.03,-,-,-,-,2,0.29,-,-,-,-,3,0.38,-,-,-,-
Yamagata,2,0.04,174,,29,0.97,158,5.27,104,3.47,23,0.77,31,1.03,33,1.1,23,0.77,-,-,7,0.23,31,1.03,-,-,2,0.25,-,-,1,0.1,1,0.1,1,0.1,-,-
Fukushima,3,0.04,237,,8,0.17,98,2.13,162,3.52,29,0.63,61,1.33,39,0.85,38,0.83,-,-,5,0.11,12,0.26,-,-,9,0.75,-,-,2,0.29,7,1,-,-,-,-
Ibaraki,5,0.04,94,,14,0.19,133,1.77,365,4.87,29,0.39,43,0.57,53,0.71,26,0.35,-,-,8,0.11,52,0.69,-,-,21,1.24,-,-,-,-,4,0.31,-,-,-,-
Tochigi,4,0.05,147,,3,0.06,98,2.04,104,2.17,6,0.13,17,0.35,36,0.75,31,0.65,1,0.02,1,0.02,18,0.38,-,-,8,0.67,-,-,-,-,3,0.43,-,-,-,-
Gunma,1,0.01,93,,9,0.15,178,2.97,283,4.72,15,0.25,22,0.37,20,0.33,22,0.37,3,0.05,5,0.08,19,0.32,-,-,29,2.07,-,-,-,-,7,0.88,-,-,-,-
Saitama,23,0.09,198,,60,0.37,428,2.66,692,4.3,73,0.45,63,0.39,105,0.65,90,0.56,1,0.01,8,0.05,112,0.7,1,0.03,27,0.68,-,-,-,-,6,0.6,-,-,-,-
