"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44th week, 2015",,,,,,"Data collected as of November 4, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Chiba,24,0.11,141,,42,0.32,365,2.74,478,3.59,64,0.48,124,0.93,72,0.54,69,0.52,-,-,11,0.08,108,0.81,-,-,37,1.09,-,-,2,0.22,3,0.33,1,0.11,-,-
Tokyo,59,0.14,357,,69,0.27,507,1.95,1356,5.22,101,0.39,141,0.54,117,0.45,157,0.6,7,0.03,27,0.1,143,0.55,-,-,46,1.18,-,-,2,0.08,30,1.2,2,0.08,1,0.04
Kanagawa,62,0.2,213,,58,0.29,367,1.84,973,4.87,131,0.66,149,0.75,47,0.24,114,0.57,6,0.03,11,0.06,95,0.48,1,0.02,40,0.89,1,0.11,4,0.44,6,0.67,-,-,-,-
Niigata,-,-,184,,38,0.64,148,2.51,268,4.54,39,0.66,85,1.44,11,0.19,45,0.76,2,0.03,4,0.07,10,0.17,-,-,8,0.8,-,-,-,-,4,0.31,3,0.23,-,-
Toyama,26,0.54,57,,10,0.34,60,2.07,114,3.93,4,0.14,8,0.28,1,0.03,14,0.48,-,-,6,0.21,5,0.17,-,-,3,0.43,-,-,-,-,8,1.6,-,-,-,-
Ishikawa,1,0.02,69,,29,1,53,1.83,151,5.21,6,0.21,11,0.38,3,0.1,11,0.38,-,-,-,-,69,2.38,-,-,1,0.14,-,-,-,-,1,0.2,-,-,-,-
Fukui,14,0.44,69,,11,0.5,46,2.09,304,13.82,1,0.05,4,0.18,13,0.59,6,0.27,7,0.32,1,0.05,4,0.18,-,-,1,0.33,-,-,-,-,-,-,-,-,-,-
Yamanashi,2,0.05,26,,2,0.08,64,2.67,46,1.92,4,0.17,3,0.13,11,0.46,7,0.29,-,-,-,-,4,0.17,-,-,2,0.22,1,0.1,1,0.1,3,0.3,-,-,-,-
Nagano,1,0.01,57,,7,0.13,130,2.41,191,3.54,23,0.43,49,0.91,33,0.61,18,0.33,-,-,6,0.11,27,0.5,-,-,6,0.55,-,-,-,-,7,0.64,-,-,-,-
Gifu,8,0.09,67,,7,0.13,47,0.89,112,2.11,15,0.28,20,0.38,23,0.43,19,0.36,-,-,3,0.06,6,0.11,1,0.09,1,0.09,-,-,-,-,6,1.2,-,-,-,-
Shizuoka,33,0.24,87,,19,0.21,438,4.92,347,3.9,27,0.3,36,0.4,37,0.42,37,0.42,-,-,7,0.08,49,0.55,-,-,9,0.41,-,-,-,-,14,1.4,2,0.2,-,-
Aichi,44,0.23,214,,40,0.22,375,2.07,664,3.67,51,0.28,123,0.68,82,0.45,73,0.4,6,0.03,9,0.05,50,0.28,-,-,16,0.47,-,-,1,0.07,14,1,-,-,-,-
Mie,7,0.1,88,,15,0.33,64,1.42,131,2.91,20,0.44,16,0.36,16,0.36,27,0.6,-,-,1,0.02,6,0.13,-,-,-,-,-,-,-,-,8,0.89,1,0.11,-,-
Shiga,1,0.02,18,,8,0.25,34,1.06,129,4.03,11,0.34,11,0.34,10,0.31,12,0.38,-,-,7,0.22,7,0.22,-,-,3,0.38,-,-,-,-,3,0.43,-,-,1,0.14
Kyoto,5,0.04,44,,24,0.33,98,1.36,465,6.46,25,0.35,2,0.03,26,0.36,22,0.31,1,0.01,-,-,19,0.26,-,-,6,0.33,-,-,-,-,-,-,-,-,-,-
Osaka,12,0.04,351,,73,0.37,346,1.73,1100,5.5,105,0.53,37,0.19,88,0.44,102,0.51,-,-,14,0.07,79,0.4,2,0.04,25,0.48,2,0.12,1,0.06,21,1.24,-,-,-,-
Hyogo,5,0.03,133,,50,0.39,212,1.64,746,5.78,49,0.38,38,0.29,49,0.38,56,0.43,2,0.02,9,0.07,82,0.64,1,0.03,34,0.97,-,-,-,-,9,0.82,-,-,1,0.09
Nara,3,0.06,64,,17,0.5,51,1.5,120,3.53,6,0.18,5,0.15,11,0.32,17,0.5,1,0.03,6,0.18,9,0.26,-,-,1,0.11,-,-,-,-,-,-,-,-,-,-
Wakayama,3,0.06,10,,12,0.39,36,1.16,66,2.13,10,0.32,9,0.29,14,0.45,12,0.39,-,-,3,0.1,1,0.03,-,-,5,1.25,-,-,-,-,1,0.09,-,-,-,-
Tottori,-,-,71,,24,1.26,96,5.05,188,9.89,2,0.11,2,0.11,2,0.11,8,0.42,1,0.05,2,0.11,4,0.21,-,-,7,2.33,-,-,-,-,2,0.4,-,-,-,-
Shimane,4,0.11,50,,13,0.57,55,2.39,166,7.22,17,0.74,25,1.09,-,-,8,0.35,-,-,5,0.22,4,0.17,-,-,-,-,-,-,-,-,2,0.25,-,-,-,-
Okayama,2,0.02,52,,7,0.13,43,0.8,308,5.7,20,0.37,7,0.13,13,0.24,15,0.28,-,-,1,0.02,32,0.59,-,-,5,0.42,-,-,-,-,-,-,-,-,-,-
Hiroshima,23,0.2,96,,13,0.18,200,2.78,487,6.76,19,0.26,60,0.83,31,0.43,30,0.42,2,0.03,5,0.07,60,0.83,-,-,17,0.89,-,-,-,-,9,0.43,-,-,1,0.05
Yamaguchi,7,0.1,62,,8,0.17,145,3.02,340,7.08,11,0.23,57,1.19,20,0.42,30,0.63,-,-,13,0.27,17,0.35,1,0.11,7,0.78,-,-,-,-,4,0.44,-,-,-,-
Tokushima,-,-,61,,6,0.26,22,0.96,196,8.52,6,0.26,3,0.13,3,0.13,12,0.52,1,0.04,4,0.17,4,0.17,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kagawa,2,0.04,29,,10,0.36,29,1.04,114,4.07,14,0.5,16,0.57,12,0.43,9,0.32,-,-,-,-,11,0.39,-,-,2,0.4,-,-,-,-,6,1.2,-,-,-,-
Ehime,3,0.05,34,,2,0.05,127,3.43,175,4.73,11,0.3,52,1.41,16,0.43,18,0.49,-,-,3,0.08,14,0.38,1,0.13,25,3.13,-,-,-,-,2,0.33,-,-,-,-
Kochi,2,0.04,47,,2,0.07,38,1.27,54,1.8,13,0.43,26,0.87,2,0.07,10,0.33,3,0.1,3,0.1,9,0.3,-,-,-,-,1,0.13,-,-,9,1.13,3,0.38,3,0.38
Fukuoka,39,0.2,110,,88,0.73,329,2.74,1124,9.37,49,0.41,49,0.41,64,0.53,103,0.86,1,0.01,9,0.08,133,1.11,5,0.19,71,2.73,1,0.07,2,0.13,18,1.2,-,-,-,-
Saga,-,-,20,,11,0.48,44,1.91,140,6.09,13,0.57,10,0.43,14,0.61,20,0.87,-,-,2,0.09,49,2.13,-,-,3,0.75,-,-,2,0.33,4,0.67,-,-,-,-
Nagasaki,-,-,19,,7,0.16,74,1.68,217,4.93,7,0.16,7,0.16,23,0.52,20,0.45,-,-,6,0.14,47,1.07,-,-,22,2.75,-,-,-,-,6,0.5,-,-,-,-
Kumamoto,-,-,55,,12,0.24,73,1.46,518,10.36,7,0.14,15,0.3,49,0.98,44,0.88,-,-,9,0.18,47,0.94,-,-,34,3.78,-,-,-,-,11,0.73,-,-,1,0.07
Oita,-,-,6,,24,0.67,116,3.22,330,9.17,18,0.5,29,0.81,53,1.47,34,0.94,1,0.03,5,0.14,18,0.5,-,-,3,0.6,-,-,1,0.09,3,0.27,-,-,-,-
Miyazaki,-,-,25,,18,0.5,68,1.89,510,14.17,13,0.36,15,0.42,15,0.42,44,1.22,-,-,3,0.08,30,0.83,-,-,32,5.33,-,-,1,0.14,5,0.71,-,-,-,-
Kagoshima,5,0.05,12,,35,0.64,135,2.45,659,11.98,17,0.31,6,0.11,42,0.76,26,0.47,2,0.04,3,0.05,38,0.69,-,-,9,1.29,-,-,-,-,4,0.33,-,-,-,-
Okinawa,67,1.16,2,,18,0.53,28,0.82,99,2.91,12,0.35,2,0.06,7,0.21,9,0.26,4,0.12,6,0.18,57,1.68,-,-,6,0.6,-,-,3,0.43,4,0.57,-,-,3,0.43
