"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36th week, 2012",,,,,,"Data collected as of September 12, 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
Mie,-,-,9,,29,0.64,32,0.71,184,4.09,15,0.33,31,0.69,1,0.02,31,0.69,-,-,33,0.73,23,0.51,1,0.08,2,0.17,-,-,-,-,4,0.44,-,-
Shiga,-,-,10,,22,0.69,18,0.56,84,2.63,15,0.47,5,0.16,-,-,22,0.69,2,0.06,40,1.25,5,0.16,-,-,2,0.25,-,-,-,-,4,0.57,-,-
Kyoto,-,-,32,,14,0.19,43,0.57,176,2.35,39,0.52,14,0.19,2,0.03,33,0.44,2,0.03,36,0.48,11,0.15,-,-,12,0.67,-,-,-,-,1,0.17,-,-
Osaka,5,0.02,174,,76,0.39,205,1.04,660,3.35,110,0.56,55,0.28,5,0.03,136,0.69,4,0.02,138,0.7,86,0.44,-,-,17,0.33,1,0.06,2,0.12,12,0.71,-,-
Hyogo,4,0.02,29,,36,0.28,45,0.35,442,3.43,58,0.45,17,0.13,4,0.03,92,0.71,7,0.05,119,0.92,35,0.27,-,-,10,0.29,1,0.09,2,0.18,11,1,-,-
Nara,3,0.08,10,,9,0.26,10,0.29,78,2.23,10,0.29,5,0.14,6,0.17,13,0.37,1,0.03,13,0.37,2,0.06,-,-,1,0.11,-,-,-,-,4,0.67,-,-
Wakayama,-,-,6,,6,0.19,13,0.42,46,1.48,21,0.68,12,0.39,3,0.1,16,0.52,1,0.03,32,1.03,6,0.19,-,-,2,0.5,-,-,-,-,14,1.27,-,-
Tottori,-,-,2,,1,0.05,20,1.05,85,4.47,12,0.63,1,0.05,-,-,10,0.53,-,-,18,0.95,2,0.11,-,-,4,1.33,-,-,2,0.4,11,2.2,-,-
Shimane,-,-,16,,2,0.09,10,0.43,132,5.74,12,0.52,2,0.09,-,-,18,0.78,-,-,31,1.35,6,0.26,-,-,1,0.33,-,-,-,-,2,0.25,1,0.13
Okayama,-,-,13,,4,0.07,30,0.56,241,4.46,29,0.54,6,0.11,2,0.04,41,0.76,-,-,55,1.02,20,0.37,-,-,6,0.5,-,-,-,-,1,0.2,-,-
Hiroshima,-,-,103,,16,0.22,52,0.72,237,3.29,79,1.1,6,0.08,11,0.15,30,0.42,4,0.06,33,0.46,15,0.21,-,-,5,0.26,2,0.1,-,-,9,0.43,-,-
Yamaguchi,-,-,104,,9,0.19,82,1.71,151,3.15,10,0.21,7,0.15,12,0.25,47,0.98,-,-,41,0.85,27,0.56,-,-,1,0.11,1,0.11,-,-,4,0.44,-,-
Tokushima,-,-,7,,12,0.52,24,1.04,75,3.26,24,1.04,10,0.43,7,0.3,17,0.74,-,-,30,1.3,5,0.22,-,-,3,0.75,-,-,-,-,-,-,-,-
Kagawa,-,-,15,,4,0.13,7,0.23,113,3.77,25,0.83,14,0.47,-,-,20,0.67,1,0.03,37,1.23,10,0.33,-,-,-,-,-,-,2,0.4,1,0.2,-,-
Ehime,-,-,38,,5,0.14,40,1.08,152,4.11,24,0.65,11,0.3,10,0.27,32,0.86,-,-,29,0.78,8,0.22,-,-,10,1.25,-,-,-,-,1,0.17,-,-
Kochi,-,-,16,,8,0.27,8,0.27,55,1.83,14,0.47,5,0.17,9,0.3,15,0.5,8,0.27,36,1.2,7,0.23,1,0.33,-,-,1,0.13,-,-,4,0.5,-,-
Fukuoka,10,0.05,479,,66,0.55,125,1.04,561,4.68,42,0.35,22,0.18,-,-,125,1.04,13,0.11,59,0.49,65,0.54,-,-,8,0.31,-,-,-,-,1,0.07,-,-
Saga,1,0.03,38,,2,0.09,31,1.35,52,2.26,16,0.7,14,0.61,3,0.13,23,1,-,-,14,0.61,10,0.43,-,-,-,-,-,-,-,-,5,0.83,-,-
Nagasaki,10,0.14,48,,2,0.05,21,0.48,97,2.2,32,0.73,9,0.2,3,0.07,28,0.64,-,-,25,0.57,15,0.34,-,-,2,0.25,-,-,1,0.08,6,0.5,-,-
Kumamoto,1,0.01,82,,38,0.79,23,0.48,230,4.79,35,0.73,17,0.35,-,-,62,1.29,1,0.02,43,0.9,21,0.44,1,0.11,19,2.11,-,-,1,0.07,5,0.33,-,-
Oita,1,0.02,69,,10,0.28,38,1.06,245,6.81,26,0.72,8,0.22,1,0.03,41,1.14,2,0.06,28,0.78,44,1.22,-,-,-,-,-,-,-,-,8,0.73,-,-
Miyazaki,2,0.03,285,,31,0.86,54,1.5,160,4.44,45,1.25,120,3.33,-,-,38,1.06,1,0.03,55,1.53,26,0.72,-,-,10,1.67,-,-,-,-,3,0.43,-,-
Kagoshima,130,1.4,109,,27,0.49,29,0.53,233,4.24,20,0.36,32,0.58,2,0.04,38,0.69,-,-,26,0.47,18,0.33,-,-,5,0.71,-,-,-,-,3,0.25,-,-
Okinawa,689,11.88,31,,10,0.29,16,0.47,76,2.24,18,0.53,29,0.85,4,0.12,19,0.56,2,0.06,11,0.32,8,0.24,1,0.1,69,6.9,1,0.14,1,0.14,9,1.29,-,-
