"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16th week, 2014",,,,,,"Data collected as of April 23, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,22955,4.65,503,,1169,0.37,6679,2.12,23986,7.61,2771,0.88,383,0.12,512,0.16,1944,0.62,44,0.01,184,0.06,773,0.25,6,0.01,356,0.52,11,0.02,14,0.03,121,0.26,1,0,261,0.55
Hokkaido,1126,4.96,29,,70,0.49,579,4.05,629,4.4,117,0.82,17,0.12,3,0.02,65,0.45,-,-,-,-,18,0.13,-,-,10,0.34,2,0.09,-,-,2,0.09,-,-,21,0.91
Aomori,656,10.25,10,,7,0.17,115,2.8,235,5.73,33,0.8,1,0.02,14,0.34,26,0.63,-,-,-,-,11,0.27,1,0.09,13,1.18,-,-,-,-,6,1,-,-,10,1.67
Iwate,710,11.09,-,,1,0.03,89,2.23,284,7.1,32,0.8,-,-,11,0.28,25,0.63,-,-,-,-,8,0.2,-,-,6,0.43,-,-,2,0.11,9,0.47,-,-,11,0.58
Miyagi,648,6.97,12,,9,0.16,127,2.19,421,7.26,27,0.47,-,-,48,0.83,48,0.83,-,-,1,0.02,9,0.16,-,-,4,0.33,1,0.08,-,-,11,0.92,-,-,4,0.33
Akita,552,10.04,1,,8,0.23,64,1.83,235,6.71,31,0.89,-,-,4,0.11,9,0.26,-,-,-,-,12,0.34,-,-,3,0.43,-,-,-,-,3,0.38,-,-,8,1
Yamagata,524,10.92,2,,12,0.4,139,4.63,336,11.2,23,0.77,-,-,4,0.13,17,0.57,-,-,1,0.03,4,0.13,-,-,2,0.25,-,-,1,0.1,3,0.3,-,-,6,0.6
Fukushima,793,10.43,11,,11,0.24,73,1.62,219,4.87,15,0.33,-,-,5,0.11,29,0.64,-,-,-,-,23,0.51,-,-,5,0.42,-,-,2,0.29,4,0.57,-,-,6,0.86
Ibaraki,312,2.6,7,,19,0.25,150,2,566,7.55,65,0.87,3,0.04,13,0.17,25,0.33,-,-,1,0.01,1,0.01,-,-,16,0.94,-,-,-,-,2,0.15,-,-,26,2
Tochigi,419,5.51,4,,6,0.13,51,1.06,162,3.38,25,0.52,1,0.02,4,0.08,40,0.83,1,0.02,1,0.02,6,0.13,1,0.08,2,0.17,-,-,-,-,3,0.43,-,-,4,0.57
Gunma,727,7.42,2,,15,0.25,194,3.23,341,5.68,53,0.88,2,0.03,3,0.05,30,0.5,-,-,5,0.08,8,0.13,1,0.07,15,1.07,-,-,-,-,1,0.13,-,-,4,0.5
Saitama,826,3.34,16,,41,0.26,418,2.65,869,5.5,139,0.88,3,0.02,19,0.12,107,0.68,-,-,10,0.06,63,0.4,1,0.02,7,0.17,-,-,-,-,2,0.2,-,-,4,0.4
Chiba,755,3.58,5,,27,0.2,263,1.99,739,5.6,113,0.86,5,0.04,24,0.18,66,0.5,2,0.02,1,0.01,32,0.24,-,-,13,0.38,1,0.13,-,-,-,-,-,-,3,0.38
Tokyo,1181,2.83,23,,56,0.21,586,2.23,1923,7.31,158,0.6,7,0.03,72,0.27,187,0.71,4,0.02,4,0.02,38,0.14,-,-,10,0.26,-,-,1,0.04,5,0.2,-,-,12,0.48
Kanagawa,731,2.22,12,,43,0.21,310,1.5,1275,6.19,178,0.86,9,0.04,80,0.39,129,0.63,2,0.01,1,0,50,0.24,-,-,30,0.68,-,-,-,-,-,-,-,-,6,0.55
Niigata,782,8.15,10,,29,0.48,273,4.48,477,7.82,61,1,-,-,95,1.56,29,0.48,-,-,-,-,3,0.05,-,-,5,0.5,-,-,-,-,-,-,-,-,2,0.15
Toyama,435,9.06,1,,43,1.48,121,4.17,163,5.62,23,0.79,1,0.03,27,0.93,8,0.28,-,-,1,0.03,3,0.1,-,-,8,1.14,-,-,-,-,9,1.8,-,-,-,-
