"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"52nd week, 2016",,,,,,"Data collected as of January 6, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,41438,8.54,1850,,1224,0.39,4777,1.54,29897,9.64,1581,0.51,739,0.24,247,0.08,849,0.27,25,0.01,150,0.05,2220,0.72,6,0.01,360,0.54,7,0.01,11,0.02,360,0.76,2,0,35,0.07
Hokkaido,2580,11.42,139,,78,0.55,419,2.95,593,4.18,82,0.58,19,0.13,11,0.08,28,0.2,-,-,11,0.08,92,0.65,-,-,2,0.07,2,0.09,2,0.09,27,1.17,-,-,1,0.04
Aomori,346,5.41,9,,20,0.49,46,1.12,332,8.1,10,0.24,8,0.2,6,0.15,13,0.32,-,-,2,0.05,7,0.17,-,-,4,0.36,-,-,1,0.17,5,0.83,-,-,1,0.17
Iwate,582,8.95,14,,12,0.3,59,1.48,360,9,16,0.4,2,0.05,2,0.05,5,0.13,-,-,4,0.1,19,0.48,-,-,5,0.36,-,-,-,-,12,0.63,-,-,-,-
Miyagi,406,4.27,20,,12,0.2,112,1.9,571,9.68,32,0.54,4,0.07,2,0.03,13,0.22,-,-,2,0.03,5,0.08,-,-,2,0.17,1,0.08,-,-,7,0.58,-,-,-,-
Akita,947,17.54,9,,14,0.4,64,1.83,198,5.66,19,0.54,7,0.2,1,0.03,8,0.23,-,-,-,-,4,0.11,-,-,1,0.14,-,-,-,-,4,0.5,-,-,-,-
Yamagata,269,5.72,9,,17,0.57,119,3.97,421,14.03,19,0.63,4,0.13,2,0.07,12,0.4,1,0.03,1,0.03,40,1.33,-,-,-,-,-,-,-,-,7,0.7,-,-,-,-
Fukushima,856,11.12,51,,7,0.15,86,1.87,363,7.89,45,0.98,2,0.04,14,0.3,16,0.35,-,-,-,-,17,0.37,-,-,14,1.17,-,-,-,-,3,0.43,-,-,4,0.57
Ibaraki,1717,14.31,18,,8,0.11,129,1.72,900,12,65,0.87,7,0.09,3,0.04,20,0.27,-,-,1,0.01,23,0.31,-,-,14,0.82,-,-,-,-,6,0.46,-,-,-,-
