"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44th week, 2013",,,,,,"Data collected as of November 6, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,399,0.08,4195,,1021,0.33,3670,1.17,12898,4.12,2632,0.84,3398,1.09,133,0.04,1669,0.53,36,0.01,426,0.14,656,0.21,5,0.01,344,0.51,11,0.02,21,0.04,182,0.39,16,0.03,6,0.01
Hokkaido,32,0.14,197,,71,0.5,302,2.11,378,2.64,174,1.22,289,2.02,4,0.03,45,0.31,2,0.01,54,0.38,16,0.11,-,-,9,0.31,-,-,1,0.04,10,0.43,-,-,-,-
Aomori,-,-,40,,19,0.46,23,0.56,40,0.98,51,1.24,30,0.73,3,0.07,15,0.37,-,-,10,0.24,9,0.22,-,-,5,0.45,-,-,-,-,9,1.5,-,-,-,-
Iwate,12,0.19,99,,3,0.08,48,1.2,92,2.3,55,1.38,33,0.83,-,-,20,0.5,-,-,4,0.1,10,0.25,-,-,8,0.57,-,-,1,0.05,42,2.21,-,-,-,-
Miyagi,5,0.05,56,,2,0.03,86,1.48,119,2.05,50,0.86,101,1.74,15,0.26,41,0.71,-,-,12,0.21,8,0.14,-,-,2,0.17,1,0.08,1,0.08,15,1.25,-,-,-,-
Akita,9,0.16,38,,1,0.03,27,0.77,63,1.8,26,0.74,28,0.8,1,0.03,10,0.29,-,-,8,0.23,9,0.26,-,-,-,-,-,-,-,-,8,1,-,-,-,-
Yamagata,-,-,65,,5,0.17,83,2.77,79,2.63,13,0.43,27,0.9,-,-,19,0.63,-,-,8,0.27,5,0.17,-,-,3,0.38,1,0.1,-,-,-,-,1,0.1,-,-
Fukushima,-,-,86,,3,0.07,53,1.18,97,2.16,41,0.91,64,1.42,-,-,26,0.58,-,-,15,0.33,26,0.58,-,-,10,0.83,-,-,-,-,9,1.29,-,-,-,-
Ibaraki,4,0.03,60,,11,0.15,88,1.17,481,6.41,45,0.6,40,0.53,1,0.01,35,0.47,-,-,7,0.09,6,0.08,-,-,16,0.94,-,-,-,-,6,0.46,-,-,-,-
Tochigi,6,0.08,81,,2,0.04,31,0.65,98,2.04,23,0.48,15,0.31,-,-,26,0.54,-,-,1,0.02,8,0.17,-,-,6,0.5,-,-,-,-,3,0.43,2,0.29,1,0.14
Gunma,-,-,121,,1,0.02,75,1.25,180,3,38,0.63,53,0.88,1,0.02,31,0.52,-,-,1,0.02,9,0.15,-,-,17,1.31,-,-,1,0.13,5,0.63,-,-,-,-
Saitama,11,0.05,210,,47,0.3,211,1.36,679,4.38,89,0.57,128,0.83,15,0.1,94,0.61,1,0.01,17,0.11,45,0.29,-,-,26,0.63,-,-,2,0.2,6,0.6,-,-,-,-
Chiba,26,0.13,122,,22,0.17,215,1.64,441,3.37,63,0.48,143,1.09,4,0.03,57,0.44,6,0.05,15,0.11,29,0.22,-,-,17,0.57,-,-,-,-,3,0.33,6,0.67,-,-
Tokyo,35,0.09,291,,71,0.28,320,1.26,1146,4.51,179,0.7,212,0.83,33,0.13,187,0.74,3,0.01,32,0.13,49,0.19,1,0.03,11,0.29,1,0.04,2,0.08,6,0.24,-,-,-,-
Kanagawa,25,0.08,186,,49,0.25,155,0.78,764,3.86,138,0.7,151,0.76,19,0.1,103,0.52,3,0.02,11,0.06,42,0.21,1,0.02,30,0.7,-,-,-,-,3,0.3,-,-,-,-
Niigata,2,0.02,85,,19,0.31,98,1.61,146,2.39,126,2.07,69,1.13,12,0.2,37,0.61,2,0.03,10,0.16,3,0.05,1,0.1,3,0.3,-,-,-,-,4,0.31,3,0.23,-,-
Toyama,-,-,39,,8,0.28,40,1.38,151,5.21,35,1.21,59,2.03,5,0.17,16,0.55,-,-,7,0.24,3,0.1,-,-,3,0.43,-,-,-,-,4,0.8,-,-,-,-
Ishikawa,-,-,19,,10,0.34,22,0.76,137,4.72,26,0.9,30,1.03,1,0.03,20,0.69,1,0.03,4,0.14,4,0.14,-,-,1,0.14,-,-,-,-,3,0.6,-,-,-,-
Fukui,-,-,22,,10,0.45,32,1.45,121,5.5,21,0.95,61,2.77,1,0.05,9,0.41,-,-,4,0.18,32,1.45,-,-,-,-,1,0.17,-,-,-,-,-,-,-,-
Yamanashi,1,0.03,6,,1,0.04,17,0.71,82,3.42,16,0.67,9,0.38,-,-,11,0.46,-,-,1,0.04,1,0.04,-,-,3,0.33,-,-,-,-,-,-,-,-,-,-
Nagano,5,0.06,49,,4,0.07,93,1.72,164,3.04,34,0.63,59,1.09,-,-,24,0.44,1,0.02,14,0.26,3,0.06,-,-,1,0.09,1,0.09,-,-,3,0.27,-,-,-,-
Gifu,30,0.34,61,,4,0.08,27,0.51,110,2.08,28,0.53,46,0.87,-,-,16,0.3,-,-,3,0.06,6,0.11,-,-,5,0.45,-,-,-,-,1,0.2,-,-,-,-
Shizuoka,12,0.09,128,,11,0.12,91,1.02,269,3.02,41,0.46,94,1.06,-,-,50,0.56,-,-,20,0.22,9,0.1,-,-,14,0.64,-,-,1,0.1,3,0.3,-,-,-,-
Aichi,10,0.05,199,,25,0.14,132,0.73,634,3.5,120,0.66,132,0.73,-,-,89,0.49,1,0.01,19,0.1,54,0.3,-,-,11,0.32,2,0.15,-,-,5,0.38,-,-,-,-
Mie,1,0.01,44,,10,0.22,28,0.62,189,4.2,75,1.67,63,1.4,-,-,22,0.49,-,-,9,0.2,1,0.02,-,-,-,-,-,-,-,-,1,0.11,-,-,-,-
Shiga,2,0.04,66,,4,0.13,14,0.44,76,2.38,18,0.56,41,1.28,-,-,15,0.47,-,-,4,0.13,3,0.09,-,-,3,0.38,-,-,-,-,5,0.71,-,-,-,-
Kyoto,3,0.03,69,,17,0.24,62,0.87,227,3.2,86,1.21,84,1.18,-,-,24,0.34,-,-,2,0.03,7,0.1,-,-,10,0.59,-,-,-,-,1,0.14,-,-,1,0.14
Osaka,13,0.04,323,,61,0.31,276,1.39,813,4.09,131,0.66,92,0.46,4,0.02,108,0.54,2,0.01,23,0.12,24,0.12,-,-,5,0.1,-,-,-,-,-,-,-,-,1,0.06
Hyogo,4,0.02,224,,35,0.27,93,0.72,695,5.39,118,0.91,88,0.68,7,0.05,38,0.29,6,0.05,12,0.09,18,0.14,-,-,20,0.59,1,0.09,-,-,1,0.09,-,-,-,-
Nara,-,-,31,,2,0.06,22,0.65,73,2.15,15,0.44,13,0.38,-,-,9,0.26,-,-,2,0.06,2,0.06,-,-,3,0.33,1,0.17,-,-,2,0.33,-,-,-,-
Wakayama,8,0.16,51,,20,0.65,5,0.16,56,1.81,15,0.48,9,0.29,-,-,14,0.45,-,-,3,0.1,5,0.16,1,0.25,8,2,-,-,-,-,4,0.36,2,0.18,1,0.09
Tottori,-,-,66,,9,0.47,41,2.16,53,2.79,12,0.63,50,2.63,-,-,12,0.63,1,0.05,-,-,-,-,-,-,3,1,-,-,1,0.2,1,0.2,-,-,-,-
Shimane,-,-,42,,17,0.74,19,0.83,192,8.35,16,0.7,49,2.13,-,-,11,0.48,-,-,2,0.09,2,0.09,-,-,1,0.33,-,-,-,-,-,-,-,-,-,-
Okayama,1,0.01,60,,12,0.22,35,0.65,249,4.61,40,0.74,31,0.57,-,-,27,0.5,-,-,2,0.04,5,0.09,-,-,4,0.33,-,-,-,-,-,-,1,0.2,-,-
Hiroshima,1,0.01,83,,64,0.9,79,1.11,337,4.75,85,1.2,22,0.31,-,-,33,0.46,-,-,7,0.1,14,0.2,-,-,15,0.79,-,-,-,-,3,0.14,-,-,1,0.05
Yamaguchi,1,0.01,61,,17,0.36,100,2.13,218,4.64,61,1.3,47,1,1,0.02,32,0.68,-,-,9,0.19,3,0.06,-,-,1,0.11,-,-,-,-,1,0.11,-,-,-,-
Tokushima,1,0.03,110,,1,0.04,18,0.78,94,4.09,26,1.13,36,1.57,1,0.04,19,0.83,1,0.04,8,0.35,-,-,-,-,-,-,-,-,1,0.2,1,0.2,-,-,-,-
Kagawa,-,-,73,,6,0.2,18,0.6,104,3.47,22,0.73,8,0.27,-,-,16,0.53,-,-,7,0.23,2,0.07,-,-,1,0.33,-,-,-,-,-,-,-,-,-,-
Ehime,34,0.56,100,,7,0.19,60,1.62,245,6.62,47,1.27,38,1.03,-,-,20,0.54,-,-,9,0.24,6,0.16,1,0.13,15,1.88,-,-,-,-,3,0.5,1,0.17,-,-
Kochi,1,0.02,41,,11,0.37,12,0.4,31,1.03,18,0.6,48,1.6,-,-,10,0.33,-,-,3,0.1,27,0.9,-,-,-,-,-,-,-,-,3,0.38,-,-,-,-
Fukuoka,26,0.13,146,,53,0.44,222,1.85,786,6.55,144,1.2,144,1.2,2,0.02,99,0.83,1,0.01,11,0.09,88,0.73,-,-,10,0.38,-,-,4,0.31,1,0.08,-,-,-,-
