"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40th week, 2017",,,,,,"Data collected as of October 11, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1047,0.21,6155,,1377,0.44,5269,1.67,9933,3.15,724,0.23,6676,2.12,136,0.04,1311,0.42,32,0.01,1541,0.49,1052,0.33,5,0.01,587,0.85,10,0.02,16,0.03,153,0.32,7,0.01,3,0.01
Hokkaido,15,0.07,151,,241,1.73,392,2.82,169,1.22,36,0.26,180,1.29,2,0.01,42,0.3,3,0.02,41,0.29,13,0.09,-,-,10,0.34,-,-,1,0.04,10,0.43,-,-,-,-
Aomori,-,-,64,,4,0.1,33,0.79,66,1.57,2,0.05,103,2.45,1,0.02,20,0.48,-,-,17,0.4,39,0.93,-,-,-,-,-,-,-,-,4,0.67,-,-,-,-
Iwate,6,0.09,56,,5,0.13,104,2.6,94,2.35,5,0.13,113,2.83,11,0.28,15,0.38,-,-,21,0.53,51,1.28,-,-,3,0.21,-,-,1,0.05,10,0.53,-,-,-,-
Miyagi,22,0.23,64,,11,0.19,87,1.5,221,3.81,8,0.14,256,4.41,6,0.1,40,0.69,-,-,27,0.47,15,0.26,-,-,6,0.5,-,-,-,-,7,0.58,-,-,-,-
Akita,1,0.02,48,,14,0.4,23,0.66,46,1.31,2,0.06,38,1.09,3,0.09,13,0.37,-,-,35,1,1,0.03,-,-,2,0.29,-,-,-,-,25,3.13,-,-,-,-
Yamagata,-,-,93,,38,1.27,110,3.67,55,1.83,4,0.13,76,2.53,8,0.27,27,0.9,-,-,26,0.87,7,0.23,-,-,13,1.63,-,-,-,-,4,0.4,-,-,-,-
Fukushima,1,0.01,94,,2,0.04,65,1.41,98,2.13,9,0.2,187,4.07,4,0.09,24,0.52,-,-,25,0.54,18,0.39,-,-,16,1.33,-,-,-,-,2,0.29,-,-,-,-
Ibaraki,10,0.08,99,,22,0.29,99,1.32,242,3.23,27,0.36,336,4.48,4,0.05,10,0.13,-,-,47,0.63,5,0.07,-,-,15,0.88,-,-,-,-,2,0.15,-,-,-,-
