"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40th week, 2017",,,,,,"Data collected as of October 11, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1371546,277.53,104595,33.13,67888,21.5,276164,87.48,659116,208.78,42390,13.43,311332,98.62,9734,3.08,57754,18.29,1223,0.39,77815,24.65,66556,21.08,340,0.49,20047,28.89,404,0.85,770,1.61,6080,12.75,206,0.43,4868,10.21
Hokkaido,49365,220.38,4868,34.77,6445,46.04,18722,133.73,14257,101.84,2187,15.62,12946,92.47,227,1.62,1635,11.68,71,0.51,2754,19.67,1704,12.17,11,0.39,460,16.43,8,0.35,50,2.17,206,8.96,-,-,205,8.91
Aomori,15407,240.73,823,20.07,492,12,2586,63.07,6779,165.34,375,9.15,3057,74.56,196,4.78,747,18.22,6,0.15,760,18.54,790,19.27,4,0.36,108,9.82,11,1.83,6,1,160,26.67,-,-,74,12.33
Iwate,14592,228,1179,30.23,1018,26.1,4104,105.23,7351,188.49,334,8.56,2626,67.33,266,6.82,709,18.18,8,0.21,748,19.18,1539,39.46,5,0.36,184,13.14,8,0.42,9,0.47,262,13.79,6,0.32,108,5.68
Miyagi,27330,287.68,2065,35.6,1409,24.29,5892,101.59,11364,195.93,821,14.16,6473,111.6,176,3.03,1308,22.55,10,0.17,952,16.41,538,9.28,-,-,121,10.08,3,0.25,1,0.08,220,18.33,-,-,51,4.25
Akita,13146,243.44,730,20.86,429,12.26,1744,49.83,4104,117.26,426,12.17,1939,55.4,46,1.31,351,10.03,15,0.43,677,19.34,143,4.09,9,1.29,56,8,1,0.13,-,-,345,43.13,3,0.38,56,7
Yamagata,11418,242.94,1483,51.14,773,26.66,5541,191.07,5753,198.38,477,16.45,3122,107.66,572,19.72,752,25.93,24,0.83,1199,41.34,539,18.59,-,-,136,17,3,0.3,8,0.8,172,17.2,-,-,78,7.8
Fukushima,23770,312.76,2393,53.18,610,13.56,4227,93.93,6559,145.76,822,18.27,4231,94.02,340,7.56,1162,25.82,10,0.22,767,17.04,785,17.44,2,0.17,449,37.42,7,1,16,2.29,94,13.43,6,0.86,218,31.14
Ibaraki,31041,258.68,1537,20.49,1263,16.84,7012,93.49,12837,171.16,947,12.63,6498,86.64,174,2.32,880,11.73,22,0.29,1300,17.33,600,8,6,0.35,743,43.71,2,0.15,-,-,107,8.23,-,-,122,9.38
Tochigi,17753,233.59,1167,24.31,710,14.79,2396,49.92,4715,98.23,640,13.33,4014,83.63,84,1.75,932,19.42,2,0.04,512,10.67,518,10.79,1,0.08,444,37,5,0.71,8,1.14,106,15.14,2,0.29,89,12.71
Gunma,23731,252.46,1493,26.19,934,16.39,6063,106.37,12431,218.09,560,9.82,4057,71.18,358,6.28,1076,18.88,4,0.07,1678,29.44,1592,27.93,2,0.15,473,36.38,2,0.25,5,0.63,227,28.38,-,-,316,39.5
Saitama,85154,339.26,4725,29.72,3944,24.81,17432,109.64,37438,235.46,2649,16.66,18039,113.45,623,3.92,3373,21.21,41,0.26,3982,25.04,2603,16.37,52,1.3,1495,37.38,12,1.2,32,3.2,105,10.5,10,1,111,11.1
Chiba,68876,323.36,2772,20.69,2683,20.02,15498,115.66,25302,188.82,1847,13.78,11062,82.55,329,2.46,2384,17.79,48,0.36,4964,37.04,1396,10.42,26,0.76,1146,33.71,21,2.33,29,3.22,159,17.67,1,0.11,103,11.44
Tokyo,108097,263.01,7557,29.18,5458,21.07,21628,83.51,60451,233.4,3422,13.21,28910,111.62,1018,3.93,5535,21.37,77,0.3,6125,23.65,2471,9.54,10,0.26,893,23.5,32,1.28,34,1.36,172,6.88,36,1.44,232,9.28
Kanagawa,98145,287.82,5300,24.77,3146,14.7,18579,86.82,43786,204.61,3369,15.74,23487,109.75,731,3.42,4337,20.27,35,0.16,5450,25.47,3584,16.75,34,0.68,2927,58.54,7,0.7,27,2.7,104,10.4,-,-,213,21.3
Niigata,26141,290.46,3211,56.33,1555,27.28,5159,90.51,12456,218.53,740,12.98,7692,134.95,257,4.51,959,16.82,48,0.84,1331,23.35,3771,66.16,13,1.3,341,34.1,11,0.85,15,1.15,191,14.69,28,2.15,80,6.15
Toyama,10679,222.48,1268,43.72,592,20.41,1830,63.1,7008,241.66,281,9.69,2815,97.07,26,0.9,418,14.41,2,0.07,533,18.38,1081,37.28,6,0.86,257,36.71,2,0.4,4,0.8,58,11.6,6,1.2,58,11.6
Ishikawa,16041,334.19,1252,43.17,743,25.62,2660,91.72,8099,279.28,422,14.55,3448,118.9,112,3.86,500,17.24,7,0.24,515,17.76,171,5.9,-,-,177,25.29,1,0.2,8,1.6,136,27.2,-,-,87,17.4
Fukui,11710,365.94,1010,45.91,387,17.59,2114,96.09,6669,303.14,307,13.95,3228,146.73,20,0.91,308,14,24,1.09,421,19.14,294,13.36,1,0.33,11,3.67,17,2.83,6,1,56,9.33,6,1,70,11.67
Yamanashi,10655,259.88,412,17.17,871,36.29,2200,91.67,4605,191.88,203,8.46,2093,87.21,51,2.13,277,11.54,5,0.21,298,12.42,602,25.08,1,0.11,308,34.22,5,0.5,10,1,123,12.3,4,0.4,56,5.6
