"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27th week, 2018",,,,,,"Data collected as of July 11, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1758871,355.69,32042,10.15,38765,12.28,213139,67.49,465466,147.39,28665,9.08,41375,13.1,11966,3.79,37541,11.89,14778,4.68,13483,4.27,378,0.54,14498,20.8,256,0.53,318,0.66,2099,4.37,94,0.2,2961,6.17
Hokkaido,74638,336.21,3224,23.19,2353,16.93,15646,112.56,9735,70.04,1232,8.86,785,5.65,64,0.46,892,6.42,53,0.38,312,2.24,15,0.54,399,14.25,4,0.17,11,0.48,126,5.48,-,-,173,7.52
Aomori,22966,353.32,235,5.6,284,6.76,1909,45.45,5922,141,275,6.55,521,12.4,29,0.69,433,10.31,53,1.26,582,13.86,2,0.18,143,13,4,0.67,2,0.33,95,15.83,-,-,112,18.67
Iwate,26196,403.02,361,9.03,491,12.28,3810,95.25,4486,112.15,252,6.3,269,6.73,430,10.75,416,10.4,26,0.65,362,9.05,-,-,251,17.93,5,0.26,2,0.11,84,4.42,5,0.26,53,2.79
Miyagi,34000,357.89,912,15.46,634,10.75,5136,87.05,7868,133.36,648,10.98,512,8.68,235,3.98,775,13.14,147,2.49,112,1.9,5,0.42,96,8,2,0.17,-,-,86,7.17,1,0.08,31,2.58
Akita,19913,375.72,199,5.85,282,8.29,1135,33.38,3060,90,172,5.06,43,1.26,16,0.47,218,6.41,36,1.06,154,4.53,5,0.71,50,7.14,4,0.5,-,-,242,30.25,3,0.38,67,8.38
Yamagata,16171,344.06,353,12.17,557,19.21,3136,108.14,4728,163.03,390,13.45,487,16.79,270,9.31,431,14.86,288,9.93,81,2.79,-,-,58,8.29,6,0.6,4,0.4,70,7,-,-,20,2
Fukushima,31271,390.89,1006,20.96,749,15.6,3181,66.27,4775,99.48,448,9.33,268,5.58,154,3.21,729,15.19,95,1.98,292,6.08,3,0.25,500,41.67,3,0.5,3,0.5,37,6.17,1,0.17,28,4.67
Ibaraki,41410,345.08,392,5.23,958,12.77,5281,70.41,8681,115.75,548,7.31,201,2.68,101,1.35,562,7.49,207,2.76,151,2.01,6,0.35,590,34.71,1,0.08,2,0.15,119,9.15,-,-,19,1.46
Tochigi,21456,282.32,323,6.73,278,5.79,2212,46.08,3824,79.67,412,8.58,146,3.04,455,9.48,571,11.9,137,2.85,87,1.81,-,-,205,17.08,5,0.71,5,0.71,44,6.29,1,0.14,23,3.29
Gunma,29603,340.26,307,5.69,733,13.57,4208,77.93,7750,143.52,429,7.94,1113,20.61,85,1.57,694,12.85,214,3.96,335,6.2,3,0.21,469,33.5,2,0.22,6,0.67,39,4.33,-,-,48,5.33
Saitama,97619,381.32,1405,8.67,2283,14.09,15467,95.48,27425,169.29,2550,15.74,835,5.15,683,4.22,2198,13.57,631,3.9,469,2.9,42,1.05,895,22.38,4,0.4,26,2.6,28,2.8,3,0.3,40,4
Chiba,80105,377.85,696,5.23,1800,13.53,10138,76.23,15972,120.09,1461,10.98,583,4.38,562,4.23,1451,10.91,714,5.37,418,3.14,17,0.5,553,16.26,10,1.11,12,1.33,30,3.33,4,0.44,36,4
Tokyo,125976,304.29,1828,7,2609,10,18759,71.87,40621,155.64,2330,8.93,1188,4.55,2611,10,3689,14.13,1304,5,659,2.52,7,0.19,472,12.76,14,0.56,15,0.6,50,2,26,1.04,105,4.2
Kanagawa,120436,349.09,1205,5.58,1898,8.79,13327,61.7,26975,124.88,2497,11.56,869,4.02,3335,15.44,2784,12.89,536,2.48,811,3.75,17,0.33,2700,52.94,6,0.55,16,1.45,35,3.18,-,-,48,4.36
Niigata,34821,386.9,1142,20.04,1661,29.14,6115,107.28,6827,119.77,554,9.72,334,5.86,295,5.18,692,12.14,1480,25.96,441,7.74,29,2.9,514,51.4,2,0.15,4,0.31,47,3.62,4,0.31,16,1.23
Toyama,15318,319.13,361,12.45,704,24.28,1377,47.48,4282,147.66,235,8.1,146,5.03,147,5.07,304,10.48,23,0.79,46,1.59,13,1.86,22,3.14,5,1,-,-,20,4,3,0.6,16,3.2
Ishikawa,15301,318.77,271,9.34,579,19.97,3214,110.83,4163,143.55,326,11.24,124,4.28,135,4.66,341,11.76,26,0.9,63,2.17,-,-,55,7.86,2,0.4,5,1,80,16,-,-,10,2
Fukui,11678,353.88,211,9.59,342,15.55,2356,107.09,3632,165.09,138,6.27,202,9.18,25,1.14,236,10.73,45,2.05,112,5.09,-,-,8,2.67,10,1.67,2,0.33,8,1.33,5,0.83,84,14
Yamanashi,15065,367.44,72,3,202,8.42,1322,55.08,2928,122,132,5.5,165,6.88,46,1.92,196,8.17,40,1.67,68,2.83,5,0.56,212,23.56,4,0.4,4,0.4,31,3.1,3,0.3,25,2.5
Nagano,33324,387.49,303,5.72,300,5.66,4044,76.3,7662,144.57,390,7.36,195,3.68,91,1.72,415,7.83,246,4.64,233,4.4,15,1.5,99,9.9,5,0.45,-,-,54,4.91,1,0.09,82,7.45
Gifu,25707,298.92,253,4.87,449,8.63,1615,31.06,5851,112.52,193,3.71,121,2.33,23,0.44,414,7.96,81,1.56,194,3.73,2,0.18,62,5.64,1,0.2,1,0.2,23,4.6,-,-,95,19
Shizuoka,50200,363.77,590,6.63,733,8.24,4500,50.56,11813,132.73,480,5.39,460,5.17,320,3.6,820,9.21,752,8.45,646,7.26,7,0.32,312,14.18,4,0.44,16,1.78,27,3,4,0.44,17,1.89
Aichi,79531,407.85,1061,5.83,1293,7.1,9317,51.19,23139,127.14,1438,7.9,657,3.61,222,1.22,1715,9.42,602,3.31,610,3.35,3,0.09,464,13.26,6,0.4,9,0.6,62,4.13,1,0.07,142,9.47
Mie,26669,375.62,516,11.73,669,15.2,2928,66.55,6834,155.32,289,6.57,191,4.34,34,0.77,553,12.57,350,7.95,145,3.3,3,0.25,34,2.83,5,0.56,10,1.11,23,2.56,2,0.22,15,1.67
Shiga,17542,337.35,152,4.9,278,8.97,1152,37.16,3672,118.45,320,10.32,380,12.26,39,1.26,289,9.32,173,5.58,208,6.71,1,0.13,84,10.5,3,0.43,6,0.86,5,0.71,-,-,11,1.57
Kyoto,39692,317.54,341,4.49,579,7.62,3168,41.68,10560,138.95,419,5.51,546,7.18,81,1.07,648,8.53,388,5.11,155,2.04,3,0.18,163,9.59,4,0.57,1,0.14,24,3.43,-,-,52,7.43
Osaka,88599,291.44,2494,12.6,2444,12.34,11774,59.46,32008,161.66,1976,9.98,894,4.52,453,2.29,2419,12.22,641,3.24,707,3.57,28,0.54,568,10.92,10,0.59,12,0.71,50,2.94,2,0.12,177,10.41
Hyogo,65053,328.55,1165,9.1,1625,12.7,5228,40.84,21771,170.09,1176,9.19,501,3.91,98,0.77,1279,9.99,301,2.35,368,2.88,30,0.88,562,16.53,19,1.36,18,1.29,45,3.21,2,0.14,107,7.64
Nara,15651,289.83,264,7.76,380,11.18,1813,53.32,5335,156.91,275,8.09,195,5.74,145,4.26,374,11,217,6.38,54,1.59,1,0.1,89,8.9,10,1.67,5,0.83,20,3.33,-,-,54,9
Wakayama,14523,302.56,195,6.5,322,10.73,887,29.57,2794,93.13,230,7.67,61,2.03,47,1.57,329,10.97,248,8.27,104,3.47,56,14,23,5.75,4,0.36,6,0.55,27,2.45,4,0.36,50,4.55
Tottori,10870,374.83,133,7,287,15.11,2775,146.05,4101,215.84,109,5.74,59,3.11,18,0.95,232,12.21,51,2.68,32,1.68,3,0.6,23,4.6,4,0.8,5,1,10,2,1,0.2,52,10.4
Shimane,9985,262.76,196,8.52,170,7.39,1531,66.57,3994,173.65,109,4.74,235,10.22,9,0.39,342,14.87,115,5,107,4.65,-,-,5,1.67,5,0.63,15,1.88,7,0.88,-,-,46,5.75
Okayama,28338,337.36,167,3.09,377,6.98,2673,49.5,10385,192.31,420,7.78,259,4.8,110,2.04,562,10.41,222,4.11,139,2.57,14,1.17,195,16.25,3,0.6,1,0.2,7,1.4,-,-,28,5.6
Hiroshima,34107,299.18,622,8.76,1021,14.38,4129,58.15,14337,201.93,476,6.7,1035,14.58,34,0.48,652,9.18,708,9.97,198,2.79,18,0.95,467,24.58,5,0.25,2,0.1,25,1.25,2,0.1,372,18.6
Yamaguchi,26759,399.39,1030,21.91,550,11.7,3965,84.36,6876,146.3,318,6.77,1338,28.47,21,0.45,651,13.85,486,10.34,195,4.15,-,-,125,13.89,5,0.56,3,0.33,29,3.22,-,-,103,11.44
Tokushima,11992,324.11,412,17.91,323,14.04,1205,52.39,3401,147.87,134,5.83,359,15.61,84,3.65,418,18.17,61,2.65,82,3.57,-,-,20,5,4,0.57,1,0.14,11,1.57,-,-,2,0.29
Kagawa,15191,323.21,181,6.46,322,11.5,1491,53.25,5425,193.75,191,6.82,163,5.82,17,0.61,400,14.29,359,12.82,120,4.29,4,0.8,84,16.8,3,0.6,1,0.2,22,4.4,1,0.2,40,8
Ehime,23261,381.33,445,12.03,315,8.51,3226,87.19,8568,231.57,244,6.59,234,6.32,35,0.95,635,17.16,282,7.62,195,5.27,1,0.13,344,43,-,-,-,-,58,9.67,-,-,45,7.5
Kochi,20862,434.63,195,6.5,196,6.53,1189,39.63,3213,107.1,149,4.97,379,12.63,46,1.53,285,9.5,29,0.97,36,1.2,-,-,21,7,3,0.38,1,0.13,46,5.75,12,1.5,29,3.63
Fukuoka,90287,458.31,2170,18.24,2040,17.14,10906,91.65,24502,205.9,1526,12.82,6726,56.52,128,1.08,2153,18.09,627,5.27,920,7.73,3,0.12,940,36.15,21,1.4,18,1.2,87,5.8,-,-,79,5.27
Saga,15601,410.55,205,9.32,565,25.68,996,45.27,2761,125.5,217,9.86,860,39.09,17,0.77,417,18.95,577,26.23,45,2.05,2,0.5,67,16.75,2,0.33,6,1,23,3.83,-,-,56,9.33
Nagasaki,26941,384.87,417,9.48,383,8.7,3151,71.61,5942,135.05,312,7.09,1869,42.48,25,0.57,493,11.2,358,8.14,69,1.57,6,0.75,125,15.63,8,0.67,9,0.75,60,5,-,-,96,8
Kumamoto,29831,372.89,398,7.96,572,11.44,1969,39.38,10130,202.6,319,6.38,2692,53.84,32,0.64,963,19.26,324,6.48,132,2.64,1,0.11,351,39,8,0.53,12,0.8,19,1.27,-,-,41,2.73
Oita,27035,466.12,298,8.28,250,6.94,1758,48.83,11762,326.72,499,13.86,3522,97.83,21,0.58,609,16.92,186,5.17,343,9.53,1,0.2,134,26.8,1,0.09,1,0.09,28,2.55,-,-,25,2.27
Miyazaki,27735,478.19,652,18.63,805,23,2050,58.57,9980,285.14,372,10.63,3995,114.14,32,0.91,809,23.11,176,5.03,827,23.63,-,-,362,60.33,1,0.14,-,-,4,0.57,-,-,153,21.86
Kagoshima,40756,443,891,16.5,1696,31.41,4383,81.17,11675,216.2,541,10.02,3883,71.91,60,1.11,640,11.85,115,2.13,954,17.67,1,0.14,193,27.57,2,0.17,2,0.17,7,0.58,-,-,14,1.17
Okinawa,28886,506.77,1793,52.74,424,12.47,1587,46.68,3321,97.68,514,15.12,775,22.79,46,1.35,413,12.15,48,1.41,110,3.24,6,0.67,390,43.33,17,2.43,38,5.43,25,3.57,3,0.43,24,3.43
