"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23th week, 2013",,,,,,"Data collected as of June 12, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,2105,0.43,372,,2213,0.7,6760,2.15,18880,5.99,4087,1.3,3115,0.99,250,0.08,2037,0.65,37,0.01,937,0.3,946,0.3,18,0.03,474,0.69,7,0.01,18,0.04,253,0.54,13,0.03
Hokkaido,69,0.31,40,,145,1.02,402,2.83,670,4.72,192,1.35,9,0.06,2,0.01,34,0.24,-,-,7,0.05,18,0.13,-,-,11,0.38,-,-,-,-,16,0.7,-,-
Aomori,69,1.08,6,,10,0.24,44,1.07,110,2.68,30,0.73,7,0.17,4,0.1,22,0.54,-,-,4,0.1,15,0.37,-,-,6,0.55,-,-,-,-,17,2.83,-,-
Iwate,24,0.38,-,,27,0.68,83,2.08,159,3.98,48,1.2,1,0.03,10,0.25,26,0.65,-,-,1,0.03,25,0.63,-,-,5,0.36,-,-,-,-,31,1.63,-,-
Miyagi,20,0.22,8,,26,0.45,128,2.21,392,6.76,116,2,3,0.05,18,0.31,50,0.86,-,-,20,0.34,21,0.36,-,-,4,0.33,-,-,-,-,21,1.75,1,0.08
Akita,23,0.42,3,,20,0.57,42,1.2,171,4.89,26,0.74,2,0.06,3,0.09,12,0.34,-,-,1,0.03,42,1.2,2,0.29,1,0.14,-,-,-,-,2,0.25,-,-
Yamagata,20,0.42,1,,25,0.83,123,4.1,291,9.7,30,1,4,0.13,2,0.07,12,0.4,-,-,7,0.23,23,0.77,-,-,-,-,-,-,-,-,8,0.8,2,0.2
Fukushima,62,0.82,12,,14,0.31,118,2.62,147,3.27,65,1.44,11,0.24,2,0.04,24,0.53,-,-,-,-,31,0.69,-,-,10,0.83,-,-,-,-,12,1.71,1,0.14
Ibaraki,7,0.06,4,,37,0.49,166,2.21,431,5.75,69,0.92,21,0.28,2,0.03,19,0.25,4,0.05,4,0.05,12,0.16,-,-,29,1.71,-,-,-,-,6,0.46,-,-
Tochigi,8,0.11,1,,14,0.29,111,2.31,132,2.75,55,1.15,32,0.67,-,-,34,0.71,3,0.06,2,0.04,12,0.25,-,-,8,0.67,-,-,-,-,2,0.29,2,0.29
Gunma,24,0.24,-,,24,0.4,92,1.53,373,6.22,52,0.87,14,0.23,1,0.02,43,0.72,-,-,15,0.25,20,0.33,-,-,15,1.07,1,0.13,-,-,6,0.75,-,-
Saitama,40,0.16,10,,131,0.83,527,3.34,1079,6.83,213,1.35,176,1.11,13,0.08,112,0.71,2,0.01,22,0.14,76,0.48,3,0.07,40,0.95,-,-,2,0.2,20,2,1,0.1
Chiba,45,0.21,16,,83,0.62,390,2.91,849,6.34,184,1.37,45,0.34,11,0.08,88,0.66,1,0.01,29,0.22,47,0.35,-,-,17,0.5,1,0.11,3,0.33,7,0.78,2,0.22
Tokyo,75,0.18,22,,209,0.8,730,2.79,1654,6.31,330,1.26,168,0.64,40,0.15,196,0.75,5,0.02,69,0.26,56,0.21,-,-,16,0.42,-,-,1,0.04,15,0.6,-,-
Kanagawa,61,0.19,6,,104,0.51,401,1.98,1191,5.87,240,1.18,104,0.51,17,0.08,150,0.74,1,0,48,0.24,59,0.29,1,0.02,58,1.32,-,-,1,0.11,-,-,-,-
Niigata,23,0.24,9,,65,1.07,220,3.61,462,7.57,126,2.07,44,0.72,20,0.33,47,0.77,1,0.02,9,0.15,6,0.1,-,-,6,0.6,-,-,-,-,2,0.15,3,0.23
Toyama,48,1,4,,17,0.59,89,3.07,238,8.21,25,0.86,50,1.72,32,1.1,12,0.41,-,-,31,1.07,3,0.1,-,-,1,0.17,-,-,-,-,3,0.6,-,-
Ishikawa,10,0.21,1,,32,1.1,87,3,173,5.97,42,1.45,21,0.72,-,-,22,0.76,-,-,2,0.07,7,0.24,-,-,1,0.14,-,-,-,-,8,1.6,-,-
Fukui,30,0.94,3,,21,0.95,76,3.45,139,6.32,24,1.09,14,0.64,-,-,15,0.68,-,-,5,0.23,20,0.91,-,-,-,-,-,-,-,-,3,0.5,-,-
Yamanashi,8,0.2,2,,3,0.13,55,2.29,129,5.38,16,0.67,30,1.25,-,-,16,0.67,-,-,-,-,-,-,-,-,6,0.67,-,-,-,-,-,-,-,-
Nagano,63,0.72,2,,4,0.07,141,2.61,505,9.35,69,1.28,7,0.13,5,0.09,34,0.63,-,-,11,0.2,4,0.07,-,-,3,0.27,-,-,-,-,10,0.91,-,-
Gifu,80,0.92,2,,25,0.47,37,0.7,201,3.79,58,1.09,23,0.43,2,0.04,27,0.51,-,-,7,0.13,28,0.53,-,-,7,0.64,-,-,-,-,6,1.2,-,-
Shizuoka,48,0.35,11,,87,0.98,169,1.9,569,6.39,87,0.98,38,0.43,4,0.04,59,0.66,2,0.02,5,0.06,18,0.2,-,-,5,0.23,1,0.1,1,0.1,4,0.4,1,0.1
Aichi,43,0.22,20,,114,0.63,219,1.21,1049,5.8,170,0.94,68,0.38,11,0.06,122,0.67,1,0.01,17,0.09,60,0.33,-,-,6,0.18,-,-,-,-,8,0.62,-,-
Mie,31,0.43,10,,50,1.11,46,1.02,287,6.38,47,1.04,132,2.93,2,0.04,27,0.6,-,-,8,0.18,11,0.24,1,0.08,5,0.42,-,-,-,-,5,0.56,-,-
Shiga,12,0.23,-,,48,1.5,37,1.16,120,3.75,41,1.28,43,1.34,1,0.03,15,0.47,-,-,27,0.84,4,0.13,-,-,8,1,-,-,-,-,3,0.43,-,-
Kyoto,46,0.38,3,,36,0.49,128,1.73,437,5.91,79,1.07,38,0.51,2,0.03,28,0.38,1,0.01,19,0.26,7,0.09,-,-,6,0.33,-,-,-,-,-,-,-,-
Osaka,113,0.37,27,,98,0.49,524,2.63,1239,6.23,216,1.09,240,1.21,12,0.06,127,0.64,4,0.02,102,0.51,41,0.21,1,0.02,14,0.27,-,-,-,-,1,0.06,-,-
Hyogo,78,0.39,10,,93,0.72,145,1.12,1035,8.02,195,1.51,71,0.55,4,0.03,72,0.56,1,0.01,50,0.39,19,0.15,1,0.03,41,1.17,1,0.09,-,-,3,0.27,-,-
Nara,19,0.35,-,,20,0.57,50,1.43,125,3.57,35,1,41,1.17,2,0.06,9,0.26,-,-,2,0.06,1,0.03,-,-,4,0.44,-,-,1,0.17,-,-,-,-
Wakayama,4,0.08,2,,13,0.42,22,0.71,130,4.19,42,1.35,4,0.13,4,0.13,17,0.55,-,-,1,0.03,2,0.06,-,-,3,0.75,-,-,-,-,6,0.55,-,-
Tottori,14,0.48,5,,8,0.42,63,3.32,120,6.32,16,0.84,47,2.47,-,-,5,0.26,-,-,4,0.21,1,0.05,-,-,-,-,1,0.2,-,-,-,-,-,-
