"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23th week, 2013",,,,,,"Data collected as of June 12, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
Shimane,9,0.24,1,,7,0.3,28,1.22,189,8.22,41,1.78,56,2.43,-,-,16,0.7,-,-,4,0.17,-,-,-,-,1,0.33,-,-,2,0.25,6,0.75,-,-
Okayama,4,0.05,2,,5,0.09,52,0.96,331,6.13,76,1.41,58,1.07,2,0.04,26,0.48,-,-,35,0.65,13,0.24,-,-,7,0.58,-,-,1,0.2,-,-,-,-
Hiroshima,8,0.07,10,,121,1.68,133,1.85,386,5.36,70,0.97,133,1.85,5,0.07,46,0.64,1,0.01,19,0.26,28,0.39,-,-,36,1.89,1,0.05,1,0.05,-,-,-,-
Yamaguchi,39,0.57,1,,23,0.49,95,2.02,277,5.89,69,1.47,84,1.79,1,0.02,38,0.81,-,-,57,1.21,10,0.21,-,-,4,0.44,-,-,-,-,-,-,-,-
Tokushima,1,0.03,3,,17,0.74,26,1.13,135,5.87,25,1.09,1,0.04,-,-,16,0.7,-,-,28,1.22,6,0.26,-,-,-,-,-,-,-,-,-,-,-,-
Kagawa,-,-,1,,17,0.57,43,1.43,228,7.6,40,1.33,24,0.8,2,0.07,21,0.7,-,-,4,0.13,12,0.4,-,-,1,0.33,-,-,-,-,-,-,-,-
Ehime,30,0.49,4,,6,0.16,95,2.57,353,9.54,74,2,5,0.14,2,0.05,29,0.78,-,-,3,0.08,13,0.35,-,-,13,1.63,-,-,-,-,1,0.17,-,-
Kochi,-,-,-,,5,0.17,18,0.6,135,4.5,26,0.87,13,0.43,2,0.07,13,0.43,2,0.07,6,0.2,8,0.27,-,-,-,-,-,-,1,0.13,5,0.63,-,-
Fukuoka,160,0.81,16,,185,1.54,352,2.93,660,5.5,269,2.24,546,4.55,2,0.02,135,1.13,2,0.02,75,0.63,65,0.54,1,0.04,21,0.81,-,-,-,-,-,-,-,-
Saga,30,0.77,1,,56,2.43,31,1.35,52,2.26,28,1.22,147,6.39,-,-,18,0.78,-,-,24,1.04,15,0.65,-,-,-,-,-,-,1,0.17,-,-,-,-
Nagasaki,66,0.94,-,,9,0.2,72,1.64,138,3.14,56,1.27,80,1.82,-,-,23,0.52,-,-,24,0.55,20,0.45,6,0.75,12,1.5,-,-,-,-,4,0.33,-,-
Kumamoto,81,1.01,3,,29,0.58,98,1.96,318,6.36,102,2.04,184,3.68,1,0.02,57,1.14,-,-,76,1.52,10,0.2,-,-,13,1.44,-,-,-,-,3,0.2,-,-
Oita,51,0.88,2,,20,0.56,55,1.53,327,9.08,44,1.22,87,2.42,2,0.06,26,0.72,-,-,14,0.39,12,0.33,-,-,3,0.6,-,-,-,-,2,0.18,-,-
Miyazaki,78,1.32,6,,36,1,93,2.58,342,9.5,80,2.22,36,1,3,0.08,49,1.36,-,-,14,0.39,20,0.56,-,-,15,2.5,-,-,1,0.14,-,-,-,-
Kagoshima,73,0.78,14,,60,1.09,88,1.6,287,5.22,100,1.82,93,1.69,2,0.04,33,0.6,-,-,21,0.38,16,0.29,-,-,6,0.86,-,-,1,0.08,2,0.17,-,-
Okinawa,258,4.45,68,,14,0.41,16,0.47,115,3.38,49,1.44,60,1.76,-,-,15,0.44,6,0.18,4,0.12,9,0.26,2,0.2,6,0.6,1,0.14,1,0.14,5,0.71,-,-
