"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40th week, 2016",,,,,,"Data collected as of October 12, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1111,0.23,7273,,806,0.26,5038,1.61,11574,3.69,895,0.29,4350,1.39,374,0.12,1489,0.47,65,0.02,3210,1.02,3478,1.11,9,0.01,665,0.97,17,0.04,30,0.06,631,1.33,9,0.02,4,0.01
Hokkaido,6,0.03,206,,16,0.11,344,2.42,154,1.08,57,0.4,57,0.4,2,0.01,41,0.29,2,0.01,162,1.14,90,0.63,-,-,14,0.5,-,-,1,0.04,69,3,-,-,-,-
Aomori,-,-,76,,3,0.07,59,1.4,87,2.07,1,0.02,20,0.48,5,0.12,16,0.38,1,0.02,83,1.98,23,0.55,-,-,3,0.27,-,-,-,-,9,1.5,-,-,-,-
Iwate,5,0.08,94,,6,0.15,68,1.7,96,2.4,5,0.13,22,0.55,1,0.03,15,0.38,2,0.05,52,1.3,27,0.68,-,-,4,0.29,-,-,-,-,10,0.53,-,-,-,-
Miyagi,9,0.09,249,,2,0.03,131,2.22,156,2.64,5,0.08,170,2.88,3,0.05,31,0.53,-,-,172,2.92,12,0.2,-,-,3,0.25,-,-,-,-,25,2.08,-,-,-,-
Akita,1,0.02,77,,4,0.11,57,1.63,56,1.6,3,0.09,11,0.31,1,0.03,7,0.2,-,-,60,1.71,7,0.2,-,-,1,0.14,1,0.13,-,-,6,0.75,-,-,-,-
Yamagata,1,0.02,206,,10,0.34,88,3.03,51,1.76,10,0.34,16,0.55,1,0.03,21,0.72,1,0.03,132,4.55,60,2.07,-,-,2,0.25,-,-,-,-,4,0.4,-,-,-,-
Fukushima,-,-,200,,9,0.2,64,1.39,77,1.67,10,0.22,55,1.2,15,0.33,31,0.67,-,-,106,2.3,10,0.22,-,-,9,0.75,-,-,2,0.29,4,0.57,-,-,-,-
Ibaraki,44,0.37,157,,8,0.11,123,1.64,243,3.24,24,0.32,132,1.76,6,0.08,12,0.16,1,0.01,57,0.76,22,0.29,1,0.06,21,1.24,-,-,-,-,17,1.31,-,-,-,-
