"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1st week, 2017",,,,,,"Data collected as of January 11, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,52082,10.58,1399,,978,0.31,3316,1.06,16671,5.31,1781,0.57,515,0.16,280,0.09,820,0.26,18,0.01,80,0.03,2608,0.83,5,0.01,397,0.58,7,0.01,16,0.03,315,0.67,3,0.01,23,0.05
Hokkaido,2449,10.84,111,,61,0.43,290,2.04,366,2.58,147,1.04,10,0.07,7,0.05,22,0.15,-,-,2,0.01,81,0.57,-,-,13,0.45,-,-,-,-,13,0.57,-,-,-,-
Aomori,466,7.28,8,,16,0.39,39,0.95,206,5.02,7,0.17,6,0.15,7,0.17,22,0.54,-,-,1,0.02,15,0.37,-,-,12,1.09,-,-,-,-,1,0.17,-,-,2,0.33
Iwate,591,9.09,6,,20,0.5,64,1.6,280,7,12,0.3,2,0.05,2,0.05,17,0.43,-,-,2,0.05,16,0.4,-,-,6,0.43,1,0.05,-,-,5,0.26,-,-,1,0.05
Miyagi,694,7.31,11,,10,0.17,79,1.34,284,4.81,73,1.24,2,0.03,3,0.05,13,0.22,-,-,1,0.02,14,0.24,-,-,3,0.25,-,-,-,-,8,0.67,-,-,1,0.08
Akita,988,18.3,5,,7,0.2,39,1.11,112,3.2,8,0.23,14,0.4,1,0.03,6,0.17,-,-,-,-,8,0.23,-,-,-,-,-,-,-,-,6,0.75,-,-,-,-
Yamagata,309,6.44,1,,9,0.3,69,2.3,136,4.53,16,0.53,-,-,1,0.03,10,0.33,-,-,-,-,30,1,-,-,1,0.13,-,-,-,-,12,1.2,-,-,-,-
Fukushima,955,12.4,40,,8,0.17,49,1.07,182,3.96,42,0.91,3,0.07,20,0.43,13,0.28,4,0.09,-,-,6,0.13,-,-,4,0.33,-,-,-,-,5,0.71,-,-,2,0.29
Ibaraki,2076,17.3,18,,16,0.21,83,1.11,537,7.16,48,0.64,3,0.04,11,0.15,23,0.31,-,-,-,-,15,0.2,-,-,11,0.65,-,-,-,-,7,0.54,-,-,-,-
Tochigi,680,8.95,6,,7,0.15,39,0.81,147,3.06,15,0.31,2,0.04,2,0.04,15,0.31,-,-,-,-,6,0.13,-,-,24,2,-,-,-,-,3,0.43,-,-,-,-
Gunma,1062,11.18,10,,14,0.24,68,1.17,296,5.1,22,0.38,20,0.34,3,0.05,23,0.4,-,-,3,0.05,35,0.6,-,-,12,0.86,-,-,-,-,10,1.25,-,-,-,-
Saitama,3226,13.55,22,,28,0.19,192,1.28,707,4.71,92,0.61,14,0.09,9,0.06,33,0.22,-,-,2,0.01,90,0.6,1,0.03,13,0.35,-,-,1,0.1,5,0.5,1,0.1,-,-
Chiba,2654,12.34,19,,17,0.13,198,1.47,598,4.43,67,0.5,16,0.12,16,0.12,32,0.24,1,0.01,2,0.01,40,0.3,-,-,23,0.7,-,-,-,-,6,0.67,-,-,-,-
Tokyo,3770,9.22,19,,57,0.22,231,0.9,1083,4.2,117,0.45,23,0.09,34,0.13,45,0.17,1,0,2,0.01,73,0.28,-,-,15,0.39,-,-,1,0.04,13,0.54,-,-,-,-
Kanagawa,3006,9.05,27,,28,0.14,120,0.58,838,4.07,119,0.58,20,0.1,7,0.03,52,0.25,1,0,1,0,152,0.74,-,-,61,1.3,-,-,1,0.1,3,0.3,-,-,5,0.5
Niigata,718,7.8,30,,40,0.69,66,1.14,381,6.57,31,0.53,1,0.02,5,0.09,20,0.34,-,-,3,0.05,252,4.34,-,-,9,0.9,-,-,-,-,10,0.77,-,-,1,0.08
Toyama,339,7.06,30,,15,0.52,17,0.59,251,8.66,14,0.48,6,0.21,1,0.03,4,0.14,-,-,-,-,56,1.93,-,-,-,-,-,-,-,-,3,0.6,-,-,-,-
