"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7th week, 2016",,,,,,"Data collected as of February 24, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Saitama,10311,40.59,25,,39,0.24,540,3.35,1148,7.13,94,0.58,3,0.02,68,0.42,52,0.32,1,0.01,-,-,140,0.87,1,0.02,28,0.68,-,-,-,-,5,0.5,1,0.1,1,0.1
Chiba,8426,39.37,23,,36,0.27,513,3.8,817,6.05,64,0.47,3,0.02,44,0.33,62,0.46,3,0.02,-,-,174,1.29,-,-,21,0.64,1,0.11,1,0.11,1,0.11,-,-,-,-
Tokyo,12374,29.89,32,,52,0.2,738,2.84,1885,7.25,97,0.37,8,0.03,77,0.3,111,0.43,2,0.01,1,0,164,0.63,-,-,22,0.56,-,-,1,0.04,11,0.44,-,-,13,0.52
Kanagawa,11760,34.59,45,,30,0.14,490,2.31,1452,6.85,100,0.47,1,0,35,0.17,91,0.43,3,0.01,-,-,137,0.65,-,-,47,1.02,-,-,-,-,2,0.2,-,-,-,-
Niigata,2814,29.94,20,,36,0.61,237,4.02,315,5.34,34,0.58,-,-,14,0.24,17,0.29,-,-,-,-,72,1.22,-,-,6,0.6,-,-,-,-,4,0.31,2,0.15,1,0.08
Toyama,1798,37.46,3,,25,0.86,158,5.45,197,6.79,24,0.83,2,0.07,13,0.45,8,0.28,-,-,1,0.03,25,0.86,-,-,-,-,-,-,-,-,5,1,-,-,-,-
Ishikawa,2173,45.27,1,,32,1.1,97,3.34,145,5,13,0.45,-,-,17,0.59,9,0.31,-,-,-,-,80,2.76,-,-,1,0.14,-,-,-,-,4,0.8,-,-,-,-
Fukui,1393,43.53,3,,8,0.36,93,4.23,139,6.32,9,0.41,1,0.05,19,0.86,7,0.32,-,-,-,-,5,0.23,1,0.33,-,-,-,-,-,-,3,0.5,-,-,1,0.17
Yamanashi,1747,43.68,3,,8,0.33,99,4.13,135,5.63,2,0.08,-,-,11,0.46,5,0.21,-,-,1,0.04,3,0.13,-,-,3,0.33,1,0.1,-,-,7,0.7,-,-,1,0.1
Nagano,3604,41.43,11,,12,0.22,119,2.2,342,6.33,15,0.28,-,-,36,0.67,22,0.41,1,0.02,-,-,50,0.93,-,-,2,0.18,-,-,-,-,4,0.36,-,-,-,-
Gifu,3600,41.38,5,,12,0.23,86,1.62,179,3.38,10,0.19,-,-,5,0.09,10,0.19,-,-,-,-,8,0.15,-,-,2,0.18,-,-,-,-,6,1.2,-,-,2,0.4
Shizuoka,5817,41.85,21,,27,0.3,618,6.94,503,5.65,42,0.47,1,0.01,34,0.38,28,0.31,1,0.01,-,-,75,0.84,-,-,11,0.5,-,-,1,0.1,15,1.5,-,-,-,-
Aichi,10826,55.52,36,,48,0.27,511,2.82,877,4.85,39,0.22,5,0.03,73,0.4,41,0.23,1,0.01,1,0.01,68,0.38,-,-,7,0.21,3,0.21,-,-,12,0.86,-,-,12,0.86
Mie,3057,42.46,24,,20,0.44,83,1.84,291,6.47,22,0.49,-,-,25,0.56,18,0.4,-,-,-,-,8,0.18,-,-,2,0.17,-,-,-,-,7,0.78,1,0.11,1,0.11
Shiga,1926,36.34,4,,5,0.16,41,1.28,248,7.75,17,0.53,2,0.06,7,0.22,6,0.19,-,-,-,-,14,0.44,-,-,-,-,-,-,-,-,2,0.29,-,-,4,0.57
Kyoto,4310,34.76,9,,35,0.47,139,1.85,517,6.89,30,0.4,1,0.01,22,0.29,16,0.21,-,-,1,0.01,66,0.88,-,-,5,0.28,-,-,-,-,4,0.57,-,-,3,0.43
Osaka,12157,39.6,71,,58,0.29,481,2.41,1208,6.04,85,0.43,3,0.02,79,0.4,70,0.35,1,0.01,6,0.03,158,0.79,-,-,9,0.17,1,0.06,-,-,16,0.94,-,-,18,1.06
Hyogo,7590,38.14,54,,84,0.65,298,2.31,878,6.81,55,0.43,3,0.02,42,0.33,39,0.3,-,-,-,-,100,0.78,-,-,13,0.37,-,-,-,-,8,0.73,-,-,7,0.64
Nara,1971,36.5,15,,14,0.41,72,2.12,205,6.03,3,0.09,-,-,15,0.44,3,0.09,-,-,-,-,23,0.68,-,-,5,0.56,-,-,-,-,6,1,-,-,7,1.17
Wakayama,1461,29.22,21,,9,0.29,24,0.77,102,3.29,6,0.19,-,-,28,0.9,16,0.52,-,-,-,-,8,0.26,-,-,3,0.75,-,-,-,-,3,0.27,-,-,6,0.55
Tottori,868,29.93,1,,25,1.32,166,8.74,164,8.63,4,0.21,-,-,26,1.37,5,0.26,-,-,-,-,4,0.21,-,-,2,0.67,-,-,-,-,3,0.6,1,0.2,12,2.4
Shimane,796,20.95,7,,25,1.09,90,3.91,376,16.35,7,0.3,1,0.04,8,0.35,17,0.74,-,-,1,0.04,10,0.43,-,-,1,0.33,-,-,1,0.13,6,0.75,-,-,8,1
Okayama,2793,33.25,17,,10,0.19,75,1.39,388,7.19,18,0.33,3,0.06,13,0.24,24,0.44,-,-,-,-,70,1.3,-,-,13,1.08,1,0.2,-,-,2,0.4,-,-,-,-
Hiroshima,5397,46.93,23,,43,0.6,195,2.71,588,8.17,20,0.28,1,0.01,55,0.76,32,0.44,-,-,2,0.03,42,0.58,-,-,15,0.79,1,0.05,-,-,6,0.29,-,-,13,0.62
Yamaguchi,3101,44.94,50,,12,0.25,235,4.9,378,7.88,20,0.42,1,0.02,32,0.67,25,0.52,1,0.02,-,-,28,0.58,-,-,4,0.44,-,-,-,-,3,0.33,-,-,6,0.67
Tokushima,1132,29.79,51,,18,0.78,30,1.3,186,8.09,9,0.39,1,0.04,5,0.22,8,0.35,-,-,-,-,10,0.43,-,-,-,-,-,-,-,-,-,-,-,-,3,0.43
Kagawa,1908,40.6,3,,22,0.79,39,1.39,306,10.93,8,0.29,-,-,9,0.32,15,0.54,-,-,1,0.04,17,0.61,-,-,1,0.2,-,-,-,-,3,0.6,-,-,7,1.4
Ehime,2575,42.21,22,,12,0.32,139,3.76,444,12,8,0.22,-,-,8,0.22,27,0.73,-,-,2,0.05,9,0.24,-,-,12,1.5,-,-,-,-,2,0.33,-,-,3,0.5
Kochi,1596,33.25,57,,-,-,99,3.3,161,5.37,4,0.13,-,-,5,0.17,6,0.2,2,0.07,-,-,14,0.47,-,-,-,-,-,-,-,-,4,0.5,1,0.13,11,1.38
Fukuoka,8307,41.95,116,,71,0.59,446,3.72,1078,8.98,71,0.59,5,0.04,62,0.52,59,0.49,3,0.03,-,-,157,1.31,-,-,41,1.58,-,-,-,-,16,1.07,-,-,2,0.13
Saga,1599,41,15,,11,0.48,63,2.74,80,3.48,8,0.35,3,0.13,9,0.39,11,0.48,-,-,-,-,66,2.87,-,-,6,1.5,-,-,-,-,2,0.33,-,-,3,0.5
Nagasaki,2933,41.9,28,,16,0.36,148,3.36,207,4.7,33,0.75,1,0.02,11,0.25,11,0.25,1,0.02,-,-,47,1.07,-,-,11,1.38,-,-,1,0.08,2,0.17,-,-,2,0.17
Kumamoto,2700,33.75,58,,32,0.64,86,1.72,604,12.08,18,0.36,2,0.04,48,0.96,27,0.54,-,-,1,0.02,68,1.36,-,-,22,2.44,-,-,1,0.07,3,0.2,-,-,7,0.47
Oita,2278,39.28,28,,23,0.64,179,4.97,466,12.94,22,0.61,1,0.03,29,0.81,19,0.53,-,-,-,-,10,0.28,-,-,3,0.6,-,-,-,-,7,0.64,-,-,-,-
Miyazaki,2408,40.81,49,,22,0.61,117,3.25,413,11.47,10,0.28,2,0.06,26,0.72,29,0.81,1,0.03,-,-,121,3.36,-,-,18,3,-,-,1,0.14,-,-,-,-,10,1.43
Kagoshima,4135,44.46,87,,38,0.69,295,5.36,561,10.2,37,0.67,-,-,30,0.55,22,0.4,1,0.02,-,-,66,1.2,-,-,4,0.57,-,-,-,-,2,0.17,-,-,2,0.17
Okinawa,2559,44.12,26,,12,0.35,54,1.59,111,3.26,16,0.47,3,0.09,4,0.12,6,0.18,9,0.26,1,0.03,82,2.41,1,0.11,7,0.78,2,0.29,-,-,4,0.57,-,-,3,0.43
